Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
KCW69365.1,3.09,1,-3.2,9.04,56.8,
XP_010032092.1,2.49,1,-3.2,4.87,12.5,
XP_010062976.2,2.91,1,-3.1,9.29,60.9,
XP_010029700.1,2.6,1,-3.1,10.35,24.7,
XP_010023583.1,3.08,1,-3.1,6.67,109.4,
KCW53975.1,3.06,1,-3.1,4.48,12.2,
XP_010053582.1,2.66,1,-3.1,8.09,64.1,
XP_010052576.1,3.26,2,-3.1,5.06,32.8,
XP_010054297.1,3.11,2,-3.1,8.71,40.2,
KCW61449.1,3.19,1,-3.1,4.67,13,
XP_010033104.1,2.74,1,-3.1,4.32,42.7,
XP_010061444.1,3.25,1,-3.1,4.98,410.3,
XP_010069345.1,2.99,1,-3,5.76,96,
XP_010047774.1,3.32,1,-3,8.82,70.5,
XP_010037411.1,2.89,1,-3,6.91,71.2,
XP_010049765.1,2.94,1,-3,9.81,14,
XP_010039524.1,3.31,2,-3,5.63,38.4,
ADO23621.1,2.78,1,-3,11.9,14.9,
XP_010037691.1,2.87,1,-3,6.12,43.2,
XP_010061114.1,2.74,2,-3,5.84,40.1,
XP_010028700.1,3.21,1,-3,9.51,56,
XP_010038274.1,2.74,1,-2.9,5.92,38.8,
XP_010025542.1,2.96,1,-2.9,4.27,16.9,
XP_010035167.1,3.05,1,-2.9,10.25,32.8,
XP_010069614.1,3.09,1,-2.9,10.39,25,
XP_010049602.1,2.87,1,-2.9,5.44,54.4,
XP_010069640.1,3.04,1,-2.9,4.95,11.1,
XP_018715548.1,3.12,1,-2.9,6.58,44.2,
XP_010025715.1,2.82,1,-2.9,6.85,59,
KCW50277.1,3.01,1,-2.9,8.88,23.7,
XP_010050468.1,2.37,1,-2.9,4.34,22.4,
XP_010052331.1,2.93,1,-2.9,6.24,29,
XP_018718705.1,2.86,1,-2.8,6.83,94.7,
XP_010027488.1,2.84,1,-2.8,7.7,12.6,
XP_010069480.1,2.91,1,-2.8,6.37,56.3,
XP_010061470.1,3.05,1,-2.8,8.66,35.7,
XP_010037602.1,2.92,1,-2.8,6.38,45.5,
XP_010069078.1,3.06,1,-2.8,7.27,49,
KCW88452.1:reversed,3.19,1,-2.8,8.25,64.9,
XP_010054048.1,2.99,1,-2.8,6.38,26.6,
XP_010063301.1,3.05,1,-2.8,4.75,43.8,
XP_018715264.1,2.93,1,-2.7,6.21,49.1,
XP_010036233.1,2.99,1,-2.7,6.14,32,
XP_010036658.1,2.72,1,-2.7,6.11,31.8,
XP_010058351.1,3.12,1,-2.7,9.21,21,
XP_010047138.1,2.96,1,-2.7,6.64,21.4,
XP_018732045.1:reversed,2.93,1,-2.7,7.6,53.7,
XP_010025755.2,3.38,2,-2.7,6.86,82.1,
XP_018718394.1,2.83,1,-2.7,6.39,46.3,
XP_010066391.1,2.62,1,-2.7,5.68,29.5,
XP_010060049.1,3.04,1,-2.7,5.8,30.6,
XP_010066521.1,3.08,1,-2.7,6.55,35.7,
XP_010062232.1,3.07,1,-2.7,5.73,34.5,
XP_010054199.1,2.96,1,-2.7,6.68,59.5,
KCW77487.1,2.76,1,-2.7,7.5,13.3,
XP_010055092.1,2.8,1,-2.6,8.44,52.3,
XP_010054536.1,2.36,1,-2.6,5.37,58.2,
XP_010062486.1,3.14,1,-2.6,6.41,34.2,
XP_010032381.1:reversed,3.17,1,-2.6,5.52,51.8,
XP_010023696.1,2.74,1,-2.6,5.81,69.8,
XP_010032994.1,2.93,1,-2.6,6.56,83.4,
XP_010023768.1,3.11,1,-2.6,8.48,46.9,
XP_010038167.1,2.86,1,-2.6,6.84,42,
XP_018717540.1,3.13,2,-2.6,5.79,41.9,
XP_010056121.1,3.42,2,-2.6,5.72,105.5,
XP_010029086.1,2.84,1,-2.6,8.1,69.9,
XP_010059905.1,2.97,1,-2.6,7.63,71.7,
ADO23618.1,3.35,2,-2.6,8.89,24.2,no description available
XP_010060558.1,2.7,1,-2.6,6.92,61.3,
XP_010062040.1,2.9,1,-2.6,6.01,38.9,
XP_018731973.1,2.99,1,-2.6,9.88,18.3,
XP_010037655.1,2.91,1,-2.6,11.54,22.7,
XP_010070591.1,3.07,1,-2.6,5.47,126.9,
XP_010061298.1,2.75,2,-2.5,6.09,29.6,
XP_010053994.1,2.93,1,-2.5,9.69,41.7,
XP_010053632.1,2.92,1,-2.5,4.62,38.1,
XP_010063807.1,3.07,1,-2.5,4.91,66.4,
ADO23610.1,3,1,-2.5,11.84,11.9,
XP_010026954.1,2.75,1,-2.5,4.69,40.2,
XP_010029042.1,3.03,1,-2.5,6.08,59.4,
XP_010066388.1,3,1,-2.5,6.53,33.9,
XP_010053568.1,3.18,1,-2.5,8.77,69.5,
XP_018724853.1,3.08,1,-2.5,6.44,98.8,
XP_010025179.1,3.2,1,-2.5,6.09,51.3,
XP_010060278.1,3.05,1,-2.5,7.08,35.1,
XP_010057815.1,3.18,1,-2.5,5.17,27.2,
XP_010042680.1,2.94,1,-2.5,9.8,43.2,
XP_010055725.1:reversed,2.8,1,-2.5,8.97,44.9,
XP_010052745.1,2.83,1,-2.4,5.67,23.3,
XP_010062889.1,2.83,1,-2.4,6.07,100.8,
XP_018721276.1,3.41,1,-2.4,5.12,42.7,
XP_010067321.1,2.68,1,-2.4,5.38,26.2,
XP_018718314.1,2.65,1,-2.4,6.66,23.8,
XP_010053262.1:reversed,2.9,1,-2.4,6.65,59.7,
XP_010048507.1,3.01,1,-2.4,5.15,22.9,
XP_018727750.1,2.97,1,-2.4,5.19,55.7,
XP_010033351.1,2.34,1,-2.4,6.48,44.9,
XP_018716473.1,2.87,1,-2.4,5.06,150.3,
XP_010064099.1:reversed,2.75,1,-2.4,6.28,141.6,
XP_010045151.1:reversed,3.15,1,-2.4,7.72,31.6,
XP_010066465.1,2.65,1,-2.4,6.32,80.6,
XP_010025449.1,2.74,1,-2.4,5.95,27.3,
XP_018733286.1,3.15,1,-2.4,5.95,192.5,
XP_018719641.1:reversed,3,1,-2.4,5.45,204.3,
XP_018719025.1,3.09,1,-2.4,4.94,32.6,
XP_010027973.1,2.92,1,-2.4,6.06,38.7,
XP_010029282.1,2.85,1,-2.4,6.83,15.2,
XP_010065338.1,3.1,1,-2.4,6.41,160.8,
XP_010066423.1,3.14,1,-2.4,5.78,41.8,
XP_010070017.1,2.97,1,-2.3,6.03,39.6,
XP_010029555.1,3.03,1,-2.3,5.89,132.1,
XP_010034493.1,2.88,1,-2.3,9.48,38.7,
XP_010044523.1,2.86,1,-2.3,5.4,59.1,
XP_018729467.1:reversed,3.18,1,-2.3,5.9,110.8,
XP_010067041.1,3.04,1,-2.3,5.26,81.6,
XP_010037658.1,3.44,2,-2.3,8.53,48,
XP_010049856.1,2.39,1,-2.3,6.83,19.6,
XP_010047296.1,3.23,2,-2.3,4.76,14.3,
XP_010060993.1,2.84,1,-2.3,5.27,12.9,
KCW87739.1,3.04,2,-2.3,9.44,11.4,
XP_010037271.1,2.56,1,-2.3,9.82,13.3,
XP_010025405.1,2.9,1,-2.3,6.06,26.7,
XP_010068801.1,3.25,1,-2.3,6.52,39.5,
XP_010031536.1,2.93,1,-2.3,5.69,50.2,
XP_010037749.1,3.04,1,-2.3,7.59,86.5,
XP_018719642.1:reversed,3.01,1,-2.2,9.38,85.6,
XP_010029473.1,3.01,1,-2.2,9.71,39.8,
XP_018727791.1,3.06,1,-2.2,5.27,99.9,
XP_010052814.1,3.31,2,-2.2,5.09,37.3,
XP_010060309.2,3.05,1,-2.2,6.2,64.3,
XP_010063069.1,2.76,1,-2.2,8.79,56.7,
XP_018723130.1,3.05,1,-2.2,5.27,31.5,
XP_010032400.1,3.31,1,-2.2,5.83,40.6,
XP_010066319.1,2.77,1,-2.2,6.08,26,
XP_018727197.1,3.26,2,-2.2,8.08,51.6,
XP_010035523.1:reversed,3.22,1,-2.2,6.16,33.1,
XP_018716787.1,2.66,1,-2.2,5.89,53.2,
XP_010055168.1,3.12,1,-2.2,9.07,20.5,
XP_010039313.1:reversed,2.94,1,-2.2,5.06,52.9,
XP_018720228.1:reversed,3.02,1,-2.2,5.3,119.2,
XP_010061309.1,2.53,1,-2.2,5.06,22.2,
XP_010055026.2:reversed,3.17,1,-2.2,8.78,58.8,
XP_010050955.1,3.14,1,-2.2,5.34,66.7,
XP_018721234.1,3.06,2,-2.2,10.96,13.3,
XP_010039321.1,2.52,1,-2.2,6.45,46.7,
XP_010040323.1,2.94,1,-2.2,6.15,54.4,
sp|K2C1_HUMAN|:reversed,2.96,1,-2.2,8.16,65.8,
XP_018717918.1,3.02,1,-2.2,9.17,148.2,
XP_010032205.1,3.18,1,-2.2,6.75,33.9,
XP_010037477.1,2.6,1,-2.2,5.12,77.7,
KCW45102.1,3.23,1,-2.2,6.98,74.3,
XP_010054966.1,3.31,2,-2.2,8.66,17.9,
XP_010047472.1,2.83,1,-2.2,6.75,37.6,
XP_018729341.1,2.78,1,-2.2,6.79,38.4,
XP_018718548.1:reversed,2.86,1,-2.2,5.67,102.1,
XP_010068041.1,2.87,1,-2.2,5.27,28.4,
XP_010069833.1,3.14,1,-2.2,7.7,32.5,
XP_010032358.1,2.84,1,-2.1,9.37,42.4,
XP_010036954.1,2.93,1,-2.1,8.79,64.2,
XP_010067296.1,2.92,1,-2.1,8.32,47.9,
XP_010036538.1,2.86,1,-2.1,5.78,44.7,
XP_010058246.1,2.95,1,-2.1,5.86,39.7,
XP_010053522.1,3.13,1,-2.1,5.52,22.5,
XP_010044806.1,3.01,1,-2.1,7.84,11.2,
XP_018723934.1,3.21,1,-2.1,5.41,70,
KCW73060.1,2.95,1,-2.1,10.94,9.9,
XP_010052662.1,3.34,1,-2.1,10.48,15.5,
XP_010070045.1:reversed,2.95,1,-2.1,5.69,70.6,
XP_010046701.1:reversed,2.95,1,-2.1,4.96,28.1,
XP_010062244.1,3.24,1,-2.1,7.21,36,
XP_010062284.1,2.94,1,-2.1,5.18,93.1,
XP_010047454.1,2.86,1,-2.1,5.47,29.2,
XP_010023584.1,3.03,1,-2.1,4.96,36.9,
XP_010038720.1,2.72,1,-2.1,8.79,90,
XP_018729626.1:reversed,3.05,1,-2.1,5.88,77,
XP_010023598.1,2.93,1,-2.1,9.23,33.3,
XP_010063767.1,3.18,1,-2.1,5.03,21,
XP_010061836.1,2.77,1,-2.1,5.89,25.5,
XP_018722112.1,2.86,1,-2.1,9.53,55.3,
XP_010055797.1,2.86,1,-2.1,8.35,30,
XP_010065474.1,3,1,-2.1,9.3,75.3,
XP_010070357.1,3.11,1,-2.1,8.96,24.6,
XP_010045434.1:reversed,3.03,1,-2.1,5.76,44.3,
XP_018720495.1,3.03,1,-2.1,6.19,207.9,
XP_018729561.1,3.1,1,-2.1,4.67,16.8,
XP_018716989.1,2.78,1,-2.1,6.25,164.8,
XP_018726011.1,3.06,1,-2.1,4.67,131.2,
XP_018719273.1,2.69,1,-2.1,10.54,32.1,
KCW82232.1:reversed,2.79,1,-2.1,7.61,25.5,
KCW51032.1:reversed,3.23,1,-2.1,5.86,50.7,
XP_010058806.1:reversed,3.19,1,-2.1,5.16,64.3,
XP_010033836.1,3.18,1,-2.1,5.54,57.5,
XP_010055445.1,3.03,1,-2.1,4.79,23.5,
XP_018725282.1,2.89,1,-2,4.96,58.9,
XP_018717160.1,3.05,1,-2,6.88,71.1,
XP_010033603.1,3.37,1,-2,9.45,34.6,
XP_018715190.1,2.93,1,-2,6.55,69.9,
XP_018718435.1,2.99,1,-2,5.05,15.3,
XP_010030539.1,2.83,1,-2,8.8,62.7,
XP_010048974.1:reversed,2.82,1,-2,8.09,137.3,
XP_018718840.1,3.26,1,-2,8.45,42.2,
XP_010028410.1,2.88,1,-2,5.49,55.9,
XP_010067902.1:reversed,2.98,1,-2,9.2,48.5,
XP_010054116.1,2.38,1,-2,5.18,44.2,
XP_010067753.1:reversed,2.88,1,-2,5.71,91.6,
XP_010066718.1,3.17,1,-2,11.05,28.9,
XP_018720423.1,3,1,-2,5.19,69.7,
XP_010062249.1,3.14,1,-2,4.61,19.5,
XP_010037849.1,2.58,1,-2,7.3,90,
XP_018726146.1,2.8,1,-2,8.61,118.8,
XP_010025286.1,2.82,1,-2,9.68,27.2,
XP_018724952.1:reversed,3.24,1,-2,7.21,138.3,
XP_010045009.1,2.97,1,-2,5.44,95.9,
XP_010047876.1:reversed,3.22,2,-2,6.55,56.6,
KCW82068.1:reversed,2.97,1,-2,9.62,12.6,
XP_010063900.1,3.01,1,-2,9.75,13.6,
XP_018718105.1:reversed,2.98,1,-2,5.8,43.9,
XP_010027306.1,3.02,1,-2,8.93,45,
XP_010049782.1,2.63,1,-2,5.46,190,
XP_018717108.1,2.98,1,-2,8.78,78.8,
KCW60275.1:reversed,3.15,1,-2,11.21,25.8,
XP_010055574.1,3.34,1,-2,7.02,34.7,
XP_010052179.1,3.29,2,-2,10.01,20.8,
XP_010035949.1,2.98,1,-2,5.03,31.6,
XP_010024218.1,2.74,1,-2,7.28,51.8,
XP_010043714.1,2.82,1,-2,8.93,37,
XP_010060771.1,2.85,1,-2,9.46,30.5,
XP_018732929.1,2.96,1,-2,4.78,23.6,
XP_010062665.1,2.7,1,-2,7.16,60.1,
XP_018719012.1,2.6,1,-2,5.59,29.2,
XP_010062687.1,3.08,1,-2,5.66,66.1,
KCW55977.1,2.9,1,-1.9,5.48,91.8,
XP_018721074.1,2.79,1,-1.9,9.17,56.8,
XP_010060988.1,3.09,1,-1.9,8.25,44.5,
XP_010047494.1:reversed,3.21,1,-1.9,5.59,124,
XP_010043386.1,3.19,2,-1.9,8.71,15.2,
XP_010031003.1,2.92,1,-1.9,5.92,16,
XP_010023563.1:reversed,2.97,1,-1.9,5.4,32.9,
XP_018723161.1:reversed,2.82,1,-1.9,6.09,19.3,
XP_018727088.1:reversed,3.24,1,-1.9,7.65,113.2,
sp|CAS1_BOVIN|,3.06,2,-1.9,4.98,24.5, Alpha-S1-casein; Bos d 8; Contains: Antioxidant peptide; Flags: Precursor; 
XP_010036200.1:reversed,2.77,1,-1.9,8.56,27.6,
XP_018725790.1,2.92,1,-1.9,6.75,51.3,
XP_010042660.2,3.23,1,-1.9,6.91,71.4,
XP_018731165.1,3.09,1,-1.9,7.42,98.2,
XP_018719660.1:reversed,2.88,1,-1.9,9.19,78.5,
ADO23593.1,2.63,1,-1.9,10.53,23.4,
KCW67199.1:reversed,3.01,1,-1.9,4.45,16.5,
XP_010032245.1,2.63,1,-1.9,5.57,29.2,
XP_018725556.1,3.02,1,-1.9,6.8,13.5,
XP_010063743.1,3.13,1,-1.9,9.01,15.2,
XP_010063064.1,3.09,1,-1.9,7.75,44,
XP_018724283.1:reversed,2.96,1,-1.9,9.7,72.1,
XP_010054375.1,3.4,3,-1.9,5.83,48.9,
XP_010037617.1,2.92,1,-1.9,8.88,33.3,
XP_010062408.1:reversed,3.11,1,-1.9,5.12,38.1,
KCW47961.1,2.83,1,-1.9,5.57,23.6,
XP_010028853.1,2.9,1,-1.9,8.72,38.9,
KCW59698.1:reversed,2.72,1,-1.9,8.56,48,
XP_010029344.1,2.86,1,-1.9,8.64,27.6,
XP_010044738.1,2.83,1,-1.9,6.36,40.7,
XP_010053694.1:reversed,3.31,1,-1.9,7.88,20.9,
XP_018724784.1,3.13,1,-1.9,8.74,40.7,
XP_010023600.1:reversed,2.7,1,-1.9,4.9,96.7,
XP_010050328.1:reversed,2.97,1,-1.9,6.25,61.4,
XP_010031046.1,2.9,1,-1.9,8.79,42.6,
KCW79623.1:reversed,2.97,1,-1.9,6.04,55.8,
XP_010045478.1:reversed,2.94,1,-1.9,6.96,32.5,
XP_010036835.1:reversed,2.89,1,-1.9,9.01,19.1,
XP_010024717.1:reversed,2.93,1,-1.9,9.13,78.7,
XP_010054465.1,2.97,1,-1.9,5.54,95,
XP_010069429.1,2.91,1,-1.9,6.81,70.3,
XP_010027650.1,2.82,1,-1.9,9.01,17.9,
XP_018729538.1:reversed,2.9,1,-1.9,9.98,32.8,
XP_018724417.1,3.27,1,-1.9,5.25,276.2,
XP_010046820.1,2.62,1,-1.9,8.77,82.3,
XP_018718629.1:reversed,3.29,1,-1.8,6.22,53.2,
KCW52270.1:reversed,2.84,1,-1.8,4.61,45.1,
XP_010065451.1,3.09,1,-1.8,8.5,46.7,
KCW73932.1,2.89,1,-1.8,6.53,10.2,
XP_010030123.1,2.84,1,-1.8,6.21,79.4,
XP_010036359.1:reversed,2.88,1,-1.8,8.74,67,
XP_010037405.1:reversed,3.08,1,-1.8,6.07,51.8,
XP_010027730.1,3.12,1,-1.8,9.16,14.3,
KCW88616.1:reversed,2.88,1,-1.8,9.1,19.8,
XP_010033249.1,3.12,1,-1.8,7.66,132.8,
XP_010055429.1,2.99,1,-1.8,7.67,25.1,
XP_010049515.1:reversed,2.49,1,-1.8,9.38,35.2,
XP_010069546.1,3.29,1,-1.8,8.79,87.3,
XP_010036917.1,2.68,1,-1.8,6.74,57.5,
XP_010048758.1,2.85,1,-1.8,9.55,32.1,
XP_010043146.1:reversed,2.97,1,-1.8,5.42,147.6,
XP_010027180.1,3.15,1,-1.8,5.7,23.9,
XP_018718893.1:reversed,3.17,1,-1.8,6.98,76.8,
XP_010035169.1,3.09,1,-1.8,9.98,47.9,
XP_018730246.1,2.79,1,-1.8,5.2,58.8,
XP_010047758.1,3.16,2,-1.8,5.28,29.8,
XP_010029288.1,3.06,1,-1.8,5.51,70.8,
XP_018729585.1,3.07,1,-1.8,5.65,53.9,
ADO23589.1,2.74,1,-1.8,11.51,11.7,
XP_018730918.1,3.05,1,-1.8,4.9,24.1,
XP_010030345.1,3.1,1,-1.8,8.54,24.6,
XP_010062674.1:reversed,3.13,1,-1.8,5.06,58.2,
XP_010032177.1,2.76,1,-1.8,7.92,77.8,
XP_018718969.1,2.97,1,-1.8,9.56,35.9,
XP_018731219.1:reversed,3.05,1,-1.8,11.57,23.7,
XP_010052216.1,2.9,1,-1.8,8.87,42.3,
XP_010046994.1,2.64,1,-1.8,5.27,27.4,
XP_010069179.1:reversed,3.16,1,-1.8,6.59,89.9,
XP_010053527.1,2.98,1,-1.8,9.05,33.6,
XP_010052398.1:reversed,3.25,1,-1.8,5.52,40.3,
XP_010031154.1,3.36,2,-1.8,8.86,30.5,
XP_010033164.1,3.04,1,-1.8,8.93,33.7,
XP_018732194.1,2.97,1,-1.8,5.91,27.2,
XP_010035788.1,3.11,1,-1.8,6.07,29.2,
XP_010036880.1,2.97,1,-1.8,4.73,22.1,
KCW74071.1,2.96,1,-1.8,7.08,72.4,
XP_018724051.1:reversed,3.17,1,-1.8,6.03,214,
XP_010062437.1,2.97,1,-1.8,9.66,12.9,
XP_018717182.1,2.89,1,-1.8,5.46,24.6,
XP_018717813.1,2.83,1,-1.8,7.61,48.3,
XP_018716289.1,2.82,1,-1.8,8.94,41.6,
XP_010061719.1:reversed,3.08,1,-1.7,9.3,25.9,
XP_010027000.1:reversed,2.87,1,-1.7,6.59,24.3,
KCW64497.1,2.88,1,-1.7,5.44,40.6,
XP_010049719.1,2.86,1,-1.7,5.77,75.7,
XP_010043391.1:reversed,3.07,1,-1.7,8.74,46.3,
XP_010046690.1,3.14,1,-1.7,7.55,76.4,
XP_010033160.1:reversed,3.09,1,-1.7,8.95,44.7,
XP_010023648.1:reversed,2.88,1,-1.7,5.93,54.3,
XP_010050506.1,2.94,1,-1.7,6.42,47.4,
XP_010048532.1,2.84,1,-1.7,7.58,57.2,
XP_010065636.2,3.25,2,-1.7,8.69,63.7,
XP_010056455.1:reversed,2.81,1,-1.7,5.53,32,
XP_018718529.1:reversed,2.93,1,-1.7,6.55,90.5,
XP_010044055.1,3.09,1,-1.7,5.43,22.1,
XP_010024870.1,2.88,1,-1.7,6.09,30,
XP_010047752.1,3.16,1,-1.7,8.34,77.1,
XP_018732647.1,3.18,1,-1.7,9.21,36.4,
XP_018716963.1:reversed,2.96,1,-1.7,5.75,124.7,
XP_010032117.1,2.68,1,-1.7,8.65,54.9,
XP_010034188.1:reversed,2.9,1,-1.7,10.51,25.4,
XP_010036571.1,2.6,1,-1.7,5.49,129.9,
XP_018720451.1:reversed,2.72,1,-1.7,5.09,44,
XP_018730249.1,2.93,1,-1.7,4.54,16.2,
KCW59166.1,3.1,1,-1.7,7.7,20.4,
XP_010038455.1,2.92,1,-1.7,11.23,23.4,
KCW61673.1,2.84,1,-1.7,6.29,39.7,
XP_010053960.1,2.93,1,-1.7,6.19,84.1,
XP_018721696.1:reversed,3.22,1,-1.7,6.65,67.2,
XP_010053196.1,2.75,1,-1.7,7.78,28,
XP_010029720.1,3.18,1,-1.7,4.38,45.5,
XP_018722446.1:reversed,3.24,1,-1.7,5.54,51.5,
XP_010040744.1,3.3,1,-1.7,5.48,25.2,
XP_010025538.1,3.16,1,-1.7,6.41,33,
KCW61938.1:reversed,3.26,1,-1.7,8.87,29.4,
KCW51400.1:reversed,2.95,1,-1.7,5.31,21.2,
XP_010031436.1,3.01,1,-1.7,4.69,50.9,
XP_018723306.1,3,1,-1.7,5.74,75.4,
XP_010044402.1,2.9,1,-1.7,6.94,74.2,
XP_010052604.1,2.67,1,-1.7,10.26,13.1,
XP_018732985.1,3.09,1,-1.7,6.2,80,
XP_010039669.2,3.01,1,-1.7,5.46,43.3,
XP_010068856.1:reversed,3.21,1,-1.7,11.22,23.5,
KCW45493.1,2.76,1,-1.7,7.66,18.9,
KCW68567.1,3.22,1,-1.7,10.38,9.3,
XP_010062162.1,2.76,1,-1.7,6.36,114,
XP_010059775.1,2.79,1,-1.7,5.81,42,
XP_010030092.1,3.2,1,-1.7,6.7,14.2,
KCW59091.1:reversed,2.78,1,-1.7,9.86,4.3,
XP_010066213.1,2.53,1,-1.7,9.24,22.8,
XP_018719776.1,2.99,1,-1.7,6.88,71,
XP_018721150.1,3.02,1,-1.7,5,15.8,
XP_010062212.1,2.52,1,-1.7,4.55,72.3,
KCW69617.1,2.71,1,-1.7,8.96,8.8,
XP_010053224.1,2.85,1,-1.7,6.29,79.3,
XP_010057372.1,2.61,1,-1.6,6.22,102.4,
XP_010059917.1:reversed,2.99,1,-1.6,6.32,81.9,
XP_010069858.1,2.86,1,-1.6,5.66,80.9,
XP_018715741.1,3.13,1,-1.6,4.99,18.2,
XP_010025061.2,3.25,1,-1.6,9.7,49.8,
KCW71813.1:reversed,2.89,1,-1.6,9.92,8.1,
XP_010043796.1:reversed,3,1,-1.6,8.9,80.2,
XP_018718258.1,3.01,1,-1.6,5.71,262,
XP_010062999.1,2.89,1,-1.6,5.9,44.1,
XP_010065539.1,3.27,1,-1.6,6.05,54.8,
XP_010030012.1,3.2,2,-1.6,5.66,214.5,
XP_018724617.1,3,1,-1.6,9.91,29.6,
XP_018721040.1,2.91,1,-1.6,9.23,10.6,
XP_010066148.1,2.66,1,-1.6,6.19,38.6,
XP_010069691.2:reversed,2.8,1,-1.6,4.81,39.9,
XP_018715476.1:reversed,2.94,1,-1.6,5.15,81.9,
XP_018715288.1,3.32,1,-1.6,6.18,114.7,
XP_010052358.1:reversed,3.2,1,-1.6,5.91,36.9,
XP_010066007.1,3.15,1,-1.6,6.08,116.4,
XP_018732054.1,2.85,1,-1.6,6.42,77.8,
XP_010033027.1,2.94,1,-1.6,8.99,60.9,
XP_010042870.1,3.18,1,-1.6,9.89,21.9,
XP_010052779.1,3.11,1,-1.6,9.19,23.1,
XP_018715745.1,3.14,1,-1.6,6.64,52.8,
XP_010051407.1:reversed,3.1,1,-1.6,6.56,58.1,
XP_010050837.1:reversed,3.06,1,-1.6,9.39,41,
XP_010044957.1:reversed,3.12,1,-1.6,8.23,67.4,
XP_010056024.1,3.12,1,-1.6,7.91,16.9,
XP_010052236.1,2.48,1,-1.6,9.39,18,
XP_010032958.1,3.16,1,-1.6,8.75,44.6,
XP_010048542.1:reversed,3.27,1,-1.6,4.58,52.2,
XP_010035667.1:reversed,2.89,1,-1.6,5.92,41.1,
XP_018716738.1,2.84,1,-1.6,7.89,57.1,
XP_010031729.1:reversed,3.13,1,-1.6,9.04,119.9,
XP_010059626.1:reversed,2.76,1,-1.6,6.05,52.3,
XP_018731503.1,3.23,1,-1.6,4.63,49.2,
XP_010050241.1,3.02,1,-1.6,7.95,131,
XP_010037481.1:reversed,2.84,1,-1.6,7.88,115.8,
XP_018723301.1:reversed,2.95,1,-1.6,6.9,58.4,
XP_010050938.1,2.99,1,-1.6,5.09,25.3,
XP_018726960.1:reversed,3.01,1,-1.6,8.01,41.5,
XP_018728258.1,2.97,1,-1.6,6.38,112.8,
XP_010051287.1:reversed,2.93,1,-1.6,8.74,30.6,
XP_018726340.1:reversed,3.07,1,-1.6,7.86,124.7,
XP_010043342.1,2.7,1,-1.6,5.86,54.3,
XP_010038043.1,2.67,1,-1.6,8.07,28.3,
XP_010034996.1,2.99,1,-1.6,10.11,12.1,
XP_010053336.1,3.23,1,-1.6,4.88,36.3,
XP_010046631.1,3.12,1,-1.6,5.93,44.8,
XP_018715714.1:reversed,3.1,1,-1.6,8.09,92.2,
XP_010023425.1:reversed,3.04,1,-1.6,8.87,39.1,
XP_010066574.1,2.87,1,-1.6,5.64,76.6,
XP_010028462.1,3.02,1,-1.6,7.96,83.1,
XP_018730165.1,3.15,1,-1.6,5.95,196,
XP_010038975.1,2.9,1,-1.6,9.37,56.1,
XP_010029940.1,2.88,1,-1.6,5.88,34.8,
XP_010024614.1:reversed,3.07,1,-1.6,8.79,57.1,
KCW67235.1,2.91,1,-1.6,5.21,150.1,
XP_010023429.1:reversed,2.8,1,-1.6,5.95,55.8,
XP_010056517.1,3.45,1,-1.6,5.21,12.8,
XP_018728833.1,2.91,1,-1.6,6.6,60.4,
XP_010061755.1,2.63,1,-1.6,5.43,47.8,
XP_010060660.1:reversed,3.04,1,-1.6,6.72,76.4,
XP_018732368.1,3.01,1,-1.6,5.44,33.6,
XP_010060502.1,3.24,1,-1.6,4.88,30.7,
XP_010025045.1,2.85,1,-1.6,9.2,30.6,
XP_010031411.1:reversed,2.83,1,-1.6,8.87,89.7,
XP_010058060.1,3.12,1,-1.6,5.3,53.5,
XP_010065953.1,3.23,1,-1.6,4.86,97.9,
XP_010060927.1,3.25,1,-1.6,6.34,155,
XP_010048510.1,2.94,1,-1.6,6.22,52.3,
XP_018723079.1,2.67,1,-1.6,10.48,20,
XP_018721262.1,3.17,1,-1.6,4.75,44.3,
XP_010038003.1,2.97,1,-1.6,6.02,9.9,
XP_010065396.1,2.76,1,-1.6,5.42,50,
KCW80295.1:reversed,3.13,1,-1.6,4.89,39,
XP_010023597.1:reversed,3.01,1,-1.6,7.56,160.9,
XP_010032604.1,2.84,1,-1.6,5.03,63.5,
XP_010058493.1,2.85,1,-1.5,8.63,214.4,
XP_018721521.1,2.88,1,-1.5,8.88,43.2,
XP_018733146.1:reversed,3.05,1,-1.5,8.46,51.6,
XP_018721305.1,2.98,1,-1.5,6.5,55,
XP_018722025.1,2.77,1,-1.5,6.01,38,
XP_010036272.1:reversed,3.19,1,-1.5,4.83,49.6,
ADO23602.1:reversed,3.29,1,-1.5,8.65,35.2,
XP_010055737.1,3,1,-1.5,7.12,53.3,
XP_010067218.1,2.99,1,-1.5,6.25,23.6,
XP_010045390.1,2.79,1,-1.5,5.92,64.1,
XP_018730111.1:reversed,2.67,1,-1.5,5.5,178.6,
XP_010034511.1,2.91,1,-1.5,6,82,
KCW75284.1,2.89,1,-1.5,8.58,47.8,
XP_010026843.1,2.69,1,-1.5,9.6,13.9,
XP_010050339.2:reversed,3.27,1,-1.5,6.82,55.7,
XP_018726066.1,3.08,2,-1.5,9.34,27.6,
XP_010047907.1,3.13,1,-1.5,10.61,42.2,
XP_010065540.1:reversed,2.74,1,-1.5,9.07,22.9,
XP_010069459.1,3.15,1,-1.5,5.25,53.7,
