Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010053426.1,3.21,1,-1.8,5.85,65.1,
XP_010055103.1:reversed,3.09,2,-1.8,5.1,29.7,
XP_010028101.1:reversed,2.88,1,-1.8,9.13,101.5,
XP_018720975.1,2.91,1,-1.8,6.54,58.2,
KCW51524.1,3.17,1,-1.8,5.39,36.5,
XP_018716038.1,2.94,1,-1.8,6.13,24.8,
XP_010066400.2,2.82,1,-1.8,8.85,60.4,
XP_010036385.1,2.89,1,-1.8,6.76,112.1,
XP_010066845.1:reversed,3.32,1,-1.8,5.88,46.4,
XP_010063034.1,3.07,1,-1.8,7.31,60.7,
KCW45443.1:reversed,3.28,1,-1.8,6.07,67.2,
XP_010054140.1,3.03,1,-1.8,6.28,41,
XP_010043240.1:reversed,2.81,1,-1.8,9.36,19.4,
XP_010036228.1:reversed,3.08,1,-1.8,9.24,30.2,
XP_018731656.1,3.09,1,-1.8,8.73,21.6,
XP_010027759.1,3.23,1,-1.8,5.6,55.5,
XP_018719963.1:reversed,2.75,1,-1.8,6.22,54,
XP_018728698.1:reversed,3.19,1,-1.8,8.55,106.7,
XP_010024367.1,2.92,1,-1.8,5.33,36.2,
XP_010024482.1,2.99,1,-1.8,10.33,10.8,
KCW81387.1:reversed,2.87,1,-1.8,10.24,36.2,
KCW60750.1,3.18,1,-1.8,4.94,15.5,
KCW86141.1,2.87,1,-1.8,8.99,37.6,
KCW74948.1,2.86,1,-1.8,9.13,8,
XP_018726179.1,3.09,1,-1.8,8.23,16.6,
XP_018716828.1,3.11,1,-1.8,6.19,50.9,
XP_010030990.1,2.97,1,-1.8,10.5,17.8,
XP_010033479.1:reversed,3.4,1,-1.8,5.12,39.4,
XP_018729279.1,3.25,1,-1.8,6.11,120.5,
XP_010057670.1,3.22,1,-1.8,5.63,38.2,
XP_018725192.1,3.01,1,-1.8,6.4,139.5,
XP_010037418.1,2.98,1,-1.8,9.46,44.6,
XP_010040633.1:reversed,2.99,1,-1.8,9.04,124.9,
XP_018720502.1:reversed,3.24,1,-1.8,9.61,71.3,
XP_010041136.1:reversed,3.06,1,-1.8,5.8,40.5,
XP_010056484.1:reversed,3.09,1,-1.8,5.57,69.1,
XP_010029201.1,3.08,1,-1.8,8.3,31.9,
KCW49570.1:reversed,2.97,1,-1.8,8.73,34.4,
XP_018717320.1,3.1,1,-1.8,8.29,50.3,
XP_010028369.1:reversed,3.01,1,-1.8,9.12,42.6,
XP_010037749.1,3.04,1,-1.8,7.59,86.5,
XP_018718739.1,3.27,1,-1.8,9.09,60.5,
XP_018727535.1:reversed,3.09,1,-1.7,5.94,65.7,
XP_010039321.1,3.15,1,-1.7,6.45,46.7,
XP_010056726.1,2.99,1,-1.7,6.21,12.8,
XP_010024240.1,3.11,2,-1.7,5.65,22.4,
XP_018732085.1:reversed,3.13,1,-1.7,5.08,48.3,
XP_010028169.1,2.99,1,-1.7,9.21,36.9,
XP_010039043.1,2.81,1,-1.7,9.14,63.3,
XP_010040555.1,3.06,1,-1.7,8.97,73.2,
XP_010026954.1,2.59,1,-1.7,4.69,40.2,
XP_010061013.1:reversed,3.1,1,-1.7,5.95,34.9,
XP_018731651.1:reversed,2.86,1,-1.7,10.24,12.5,
XP_010056069.1:reversed,3.22,1,-1.7,8.19,38.9,
XP_010061342.1:reversed,2.72,1,-1.7,8.41,27.1,
XP_010053774.1:reversed,3.08,1,-1.7,7.67,91.9,
XP_010062959.1:reversed,2.9,1,-1.7,6.1,86.2,
XP_018727430.1,3.31,1,-1.7,8.84,43.8,
XP_018730810.1,3.24,1,-1.7,8.77,38.1,
KCW80477.1:reversed,3.12,1,-1.7,6.18,106.9,
KCW51247.1,3.1,1,-1.7,4.47,21.9,
XP_010052051.1,3.16,1,-1.7,7.16,101.8,
XP_010063236.1,3.16,1,-1.7,9.12,36,
XP_010030714.1,3.24,1,-1.7,5.46,44.9,
XP_010034774.1,2.86,1,-1.7,7.48,78.5,
KCW90217.1,2.96,1,-1.7,9.3,7.8,no description available
XP_018721403.1,2.86,1,-1.7,8.59,65.5,
XP_010064333.2,2.98,1,-1.7,5.71,171.4,
KCW89734.1:reversed,3.23,1,-1.7,7.86,139.9,
XP_018726906.1:reversed,2.93,1,-1.7,5.13,62.3,
XP_010033721.1:reversed,2.86,1,-1.7,7.2,46.2,
XP_018726190.1:reversed,2.92,1,-1.7,9.14,47.8,
XP_018720535.1:reversed,2.91,1,-1.7,6.63,66,
XP_010047775.1:reversed,2.61,1,-1.7,5.86,18.7,
XP_010063219.1,3.06,1,-1.7,6.16,35.8,
XP_010052867.1,2.87,1,-1.7,9.59,61.3,
XP_010038143.1,3.09,1,-1.7,8.99,44.5,
KCW54672.1,3.09,1,-1.7,7.55,63.2,
XP_010030753.1,3.02,1,-1.7,9.34,19.1,
XP_010044274.1:reversed,3.34,1,-1.7,8.63,15.2,
XP_010046052.1,2.9,1,-1.7,4.89,26.5,
KCW81027.1,3.38,1,-1.7,8.97,41.1,
XP_010037169.1,2.36,1,-1.7,9.1,11.6,
XP_018727684.1:reversed,3.11,1,-1.7,9.97,37.2,
XP_010037954.1,3.03,1,-1.7,6.08,54.2,
XP_010044010.1,2.75,1,-1.7,5.8,59.2,
XP_010037008.1,3,1,-1.7,4.96,27.1,
XP_010031296.1:reversed,3.31,1,-1.7,8.11,68.5,
XP_010042261.1,3,1,-1.7,7.88,163.3,
XP_018730827.1,2.97,1,-1.7,5.26,26.5,
XP_010029562.1,2.93,1,-1.7,5.38,78.2,
XP_010028051.1:reversed,3.11,1,-1.7,5.41,126.1,
XP_018717850.1,3.09,1,-1.7,9.64,17.7,
XP_010035736.1,2.82,1,-1.7,8.43,28.1,
XP_010061377.1:reversed,3.12,1,-1.7,5.01,81.3,
KCW83027.1,3.05,1,-1.7,5.37,55.9,
XP_010045601.1,3.04,1,-1.7,9.29,47.3,
XP_010031801.1:reversed,3.29,1,-1.7,5.07,48.8,
XP_010046927.1,3.19,1,-1.7,5.83,43.3,
XP_018731894.1,3.28,2,-1.7,6.07,143.1,
XP_010063141.1,2.95,1,-1.7,5.47,49.8,
XP_018726066.1,2.75,1,-1.6,9.34,27.6,
XP_010040416.1,3.22,1,-1.6,4.54,21.3,
XP_010051287.1,2.95,1,-1.6,8.74,30.6,
XP_018730085.1:reversed,3.15,1,-1.6,5.79,13.9,
XP_010031090.1,3.08,1,-1.6,9.42,28.2,
XP_010066879.1,3.23,1,-1.6,8.98,40.2,
XP_018716875.1:reversed,3.26,1,-1.6,7.08,97.8,
XP_010033757.1,3.2,1,-1.6,5.37,616.5,
XP_018715378.1,2.94,1,-1.6,6.03,45.4,
XP_010057417.1:reversed,3.33,1,-1.6,5.93,81.4,
XP_010042222.1:reversed,3.08,2,-1.6,6.7,33.6,
XP_010050089.1,3.23,1,-1.6,8.3,42.3,
XP_018719953.1:reversed,2.99,1,-1.6,9.1,32,
KCW76692.1:reversed,3.43,1,-1.6,9.41,60.1,
XP_010023959.1,2.91,1,-1.6,8.81,58.6,
XP_010058315.1,3.14,1,-1.6,8.23,27.6,
XP_010043219.2:reversed,3.22,1,-1.6,6.45,124.1,
XP_018720879.1,3.15,1,-1.6,5.02,143,
XP_018725918.1:reversed,3.24,1,-1.6,4.49,18.4,
XP_010025593.1,2.95,1,-1.6,6.25,63.7,
XP_010069461.1,3.13,1,-1.6,8.42,20.7,
XP_018727668.1,2.88,1,-1.6,8.44,75.1,
XP_010068014.1,3.16,1,-1.6,6.69,73.8,
XP_010025727.1:reversed,3,1,-1.6,7.58,60.1,
XP_010067616.1,2.88,1,-1.6,5.36,32.3,
XP_010056602.1,2.66,1,-1.6,8.23,19.3,
XP_010063520.1,2.99,1,-1.6,5,41,
XP_018726342.1,2.8,1,-1.6,6.03,52,
KCW44692.1,3.35,1,-1.6,5.45,11.3,
XP_010056165.1,3.44,1,-1.6,8.81,40,
XP_010037163.1,3.04,1,-1.6,5.49,89.8,
XP_010037066.1,3,1,-1.6,9.18,17.9,
XP_010045821.1,2.71,1,-1.6,9.79,107.5,
XP_018732794.1,3.13,1,-1.6,5.76,33.2,
XP_010060288.1:reversed,2.9,1,-1.6,8.9,42.3,
XP_010070110.1,2.76,1,-1.6,8.84,15.7,
XP_010038525.2,3.07,1,-1.6,8.56,161.3,
XP_010050481.1,3.08,1,-1.6,5.39,49.5,
XP_018715223.1,3.09,1,-1.6,5.84,139,
XP_010056251.1:reversed,2.78,1,-1.6,9.66,47.9,
KCW52375.1,3.37,1,-1.6,6.46,58.4,
XP_010038752.2:reversed,2.68,1,-1.6,9.53,61.1,
XP_010067000.1,2.99,1,-1.6,10.35,37.2,
XP_010041664.2,3.16,1,-1.6,6.69,112.5,
XP_010060685.2:reversed,3.17,1,-1.6,8.05,47.2,
XP_010024279.1,2.73,1,-1.6,5.56,15.9,
XP_010027977.1:reversed,3.4,1,-1.6,9.04,24,
XP_018720274.1,2.83,1,-1.6,5.44,32.1,
XP_018732034.1:reversed,3.23,1,-1.6,6.08,57.5,
XP_010048231.2,3.11,1,-1.6,8.52,58.3,
XP_010032783.1:reversed,2.67,1,-1.6,7.96,50.3,
XP_018718230.1:reversed,3.28,1,-1.6,5.93,68.1,
XP_010030566.1:reversed,2.86,1,-1.6,9.11,22.1,
KCW88844.1,3.21,1,-1.6,4.96,44,
XP_018720582.1,2.84,1,-1.6,5.65,48.4,
XP_018733071.1,3.13,1,-1.6,5.33,53.4,
XP_010039801.2,2.69,1,-1.6,8.4,133.2,
XP_010067585.1,3.19,1,-1.6,5.46,68.5,
XP_010031749.1,2.59,1,-1.6,5.76,158.2,
XP_010062236.1,3.29,1,-1.6,5.78,122,
XP_010049073.1,3.03,1,-1.6,9.28,64.4,
KCW72802.1:reversed,2.7,1,-1.6,11.77,11.1,
XP_018716895.1:reversed,2.64,1,-1.6,9.87,42.7,
XP_010062810.1,3.4,2,-1.6,6.73,17.2,
XP_010025675.1:reversed,3.13,1,-1.6,5.93,81.5,
XP_010063618.1,3.1,1,-1.6,6.86,33.4,
XP_010034575.1,3,1,-1.6,9.34,19.3,
XP_018730400.1,3.09,1,-1.6,7.03,98.2,
XP_018720342.1,3.08,1,-1.6,6.62,71.7,
KCW47513.1,3.01,1,-1.6,10.51,9.5,
XP_018730455.1:reversed,3.24,1,-1.6,11.63,19.3,
XP_010031821.1:reversed,3.12,1,-1.6,9.22,29.3,
XP_010034925.1:reversed,2.99,1,-1.6,9.19,59.7,
KCW63362.1,3.33,1,-1.6,6.35,66.3,
XP_010043098.1,2.97,1,-1.6,9.01,53.5,
XP_010062108.1:reversed,2.81,1,-1.6,5.36,72.9,
XP_010037912.1,2.73,1,-1.6,9.25,28.5,
KCW45737.1,2.69,1,-1.6,5.83,71.8,
XP_010061517.1:reversed,3.16,1,-1.6,8.23,109.5,
XP_018727860.1,3.35,2,-1.6,7.72,39.6,
XP_010031496.1:reversed,2.73,1,-1.6,8.12,43.3,
XP_010037974.1,2.96,1,-1.6,6.05,31.8,
XP_018729700.1,3.04,1,-1.5,4.6,19.8,
XP_018715087.1:reversed,3.34,1,-1.5,6.25,87.6,
XP_010062605.1,3.29,1,-1.5,9.85,21,
XP_018723010.1:reversed,2.65,1,-1.5,8.57,44.4,
XP_010029282.1,3.1,1,-1.5,6.83,15.2,
KCW75411.1:reversed,3.28,1,-1.5,8.66,35.2,
XP_010066634.1,2.61,1,-1.5,5.83,70.9,
XP_010039220.1,3.11,1,-1.5,8.93,11.5,
XP_010056223.1:reversed,3.2,1,-1.5,8.6,105.8,
XP_018724179.1,2.79,1,-1.5,5.75,102.8,
XP_018725337.1:reversed,2.84,1,-1.5,8.8,86.2,
XP_018732657.1,3.33,1,-1.5,5.97,50.8,
XP_010036939.1,3.2,2,-1.5,7.07,36.1,
XP_010051132.1:reversed,2.5,1,-1.5,8.16,35.8,
XP_010028811.1,2.87,1,-1.5,7.78,34.7,
XP_010043211.1,2.82,1,-1.5,5.21,58.4,
XP_018728878.1,3.01,1,-1.5,8.87,83,
XP_010043220.2:reversed,3,1,-1.5,8.98,58.6,
XP_010029767.1,2.89,1,-1.5,5.61,48.9,
XP_010061960.1,2.94,1,-1.5,5.41,35.8,
XP_010049456.1:reversed,3.08,1,-1.5,9.7,53,
XP_010027694.1,3.24,1,-1.5,8.23,24.9,
XP_010032543.1,2.9,1,-1.5,5.67,40.2,
XP_010044257.1,2.95,1,-1.5,6.51,17,
XP_018727277.1,3.11,1,-1.5,6.29,132.6,
XP_010060161.1,2.6,1,-1.5,7.48,17.6,
XP_010030824.1:reversed,3.09,1,-1.5,5.96,75,
XP_010023912.1,2.84,1,-1.5,5.61,28,
XP_010062426.2:reversed,3.05,1,-1.5,7.41,124.2,
XP_010056810.1:reversed,3.38,1,-1.5,6.29,51.6,
XP_010066758.1,2.95,1,-1.5,8.62,64.9,
XP_010036671.1,2.55,1,-1.5,5.55,15,
XP_010062022.1:reversed,2.83,1,-1.5,6.76,55.4,
XP_010040047.1,2.94,1,-1.5,6.97,25.2,
KCW78740.1,2.94,1,-1.5,4.85,11.5,
XP_010067519.1,3.03,1,-1.5,5.77,68.2,
XP_018723237.1,3.23,2,-1.5,4.54,28.6,
XP_010053283.1:reversed,3.27,1,-1.5,5.64,72.8,
XP_010061557.1:reversed,3.12,1,-1.5,5.79,58.7,
XP_010047167.1,3.18,1,-1.5,9.19,83.2,
XP_010069089.1,3.03,1,-1.5,5.25,87.5,
XP_010024400.1,3.09,1,-1.5,8.82,45.4,
XP_010061750.1,3.01,1,-1.5,9.06,86,
XP_010055294.1,2.82,1,-1.5,8.96,137.6,
XP_010045340.1:reversed,3.22,1,-1.5,6.37,83.7,
XP_018731256.1:reversed,3.07,1,-1.5,5.46,87,
KCW87983.1,3.03,1,-1.5,5.42,32.7,
XP_010047461.1,3.02,1,-1.5,8.74,36.5,
XP_010058514.1:reversed,3.34,1,-1.5,6.31,36.3,
KCW66954.1:reversed,3.1,1,-1.5,5.7,23.6,
XP_010039541.1,3.26,1,-1.5,8.71,52.5,
KCW59933.1:reversed,3.11,1,-1.5,10.45,12.1,
XP_018724118.1,3.36,1,-1.5,7.76,99.6,
XP_018716870.1,2.63,1,-1.5,6.6,55.6,
XP_010023918.1,2.37,1,-1.5,10.37,15.5,
XP_018725056.1:reversed,2.9,1,-1.5,7.31,117,
XP_018727483.1:reversed,2.86,1,-1.5,6.46,93.6,
XP_010055614.1:reversed,2.79,1,-1.5,9.34,95.1,
XP_018717030.1:reversed,2.94,1,-1.5,6.67,97.5,
XP_010026116.1:reversed,3.1,1,-1.5,9.22,28.4,
XP_010050189.1,3.3,1,-1.5,5.66,93.1,
XP_010025743.1,3.19,1,-1.5,5.8,105.8,
XP_010060049.1,2.96,1,-1.5,5.8,30.6,
XP_010030735.1,3.14,1,-1.5,8.97,33,
XP_010030124.1:reversed,3.02,1,-1.5,5.65,54.9,
XP_010024067.1,3.05,1,-1.5,6.55,27.7,
XP_010030844.2:reversed,3.19,1,-1.5,6.44,83.3,
XP_018717274.1,3.22,1,-1.5,4.55,31.8,
XP_010058812.1:reversed,3.18,1,-1.5,5.8,47.4,
XP_018717847.1:reversed,3.29,1,-1.5,7.66,36.2,
XP_010050791.1:reversed,2.89,1,-1.5,4.6,35.4,
KCW67036.1,3.05,1,-1.5,9.25,54.6,
XP_010024778.1,2.88,1,-1.5,9.17,84.9,
XP_010044352.1,3.19,1,-1.5,4.91,90.5,
XP_010033205.1,2.9,1,-1.5,6.56,39.6,
XP_018730639.1:reversed,3.03,1,-1.5,4.89,25,
XP_010033257.1,3.02,1,-1.5,9.4,14.8,
XP_018724644.1:reversed,3.34,1,-1.5,6.89,40.5,
XP_010048688.1,3.23,1,-1.5,8.93,67,
XP_010055331.1,2.62,1,-1.5,9.28,49.3,
XP_010053342.1:reversed,3.08,1,-1.5,6.04,57.5,
XP_010042694.2,2.97,1,-1.5,5.65,44.6,
XP_018724233.1:reversed,3.17,1,-1.5,8.05,29.8,
XP_010047735.1,2.84,1,-1.4,5.31,35.7,
XP_010033507.1:reversed,2.82,1,-1.4,4.48,42.6,
XP_010038702.1:reversed,3.34,1,-1.4,5.14,22.1,
XP_010031315.1,3.04,1,-1.4,4.58,15.1,
XP_010037181.1,2.88,1,-1.4,9.18,25.6,
XP_010067222.1,3.02,1,-1.4,5,75.7,
KCW62629.1:reversed,3.13,1,-1.4,6,55.9,
XP_010050737.1,2.86,1,-1.4,4.73,13,
KCW74399.1:reversed,3.24,1,-1.4,7.2,82,
XP_018718547.1,3.07,1,-1.4,4.7,51.5,
XP_010037230.1:reversed,3.19,1,-1.4,5.94,145.1,
XP_010049952.1,3.5,2,-1.4,6.11,61.4,
XP_010068364.1:reversed,2.75,1,-1.4,6.01,55.4,
XP_018724288.1:reversed,3.19,1,-1.4,5.6,75.3,
XP_010035931.1:reversed,2.93,1,-1.4,5.57,67.2,
XP_018733387.1:reversed,2.99,1,-1.4,6.04,53,
XP_018719740.1:reversed,2.9,1,-1.4,9.23,43.9,
KCW74497.1,2.86,1,-1.4,7.23,22.6,
KCW83963.1:reversed,3.06,1,-1.4,7.88,20.6,
XP_010062641.1:reversed,2.99,1,-1.4,8.82,64.4,
XP_010027818.1,3.27,2,-1.4,9.5,10.2,
XP_010036768.1,2.74,1,-1.4,5.04,63.9,
XP_018717378.1,2.79,1,-1.4,5.45,28.5,
XP_010031794.1:reversed,2.93,1,-1.4,8.64,70.7,
KCW88349.1,2.88,1,-1.4,7.84,45.7,
KCW74213.1,3.26,1,-1.4,5.54,41.3,
XP_010040710.1:reversed,3.16,1,-1.4,8.86,67.6,
XP_010044784.1,2.87,1,-1.4,6.73,24.8,
XP_010038283.1,3.13,1,-1.4,8.72,46.7,
XP_010058970.1,2.82,1,-1.4,5.89,38,
XP_010034595.2:reversed,3.07,1,-1.4,6.44,30,
XP_018732521.1:reversed,3.3,1,-1.4,7.84,73.7,
XP_010054008.1,2.93,1,-1.4,5.83,24.5,
XP_018720305.1:reversed,2.83,1,-1.4,9.28,49.9,
XP_010031903.1,2.93,1,-1.4,5.69,59.5,
XP_018720376.1,3.23,1,-1.4,6.3,32.6,
XP_010063416.1,3.17,1,-1.4,6.94,62.1,
KCW69209.1,3.03,1,-1.4,6.14,35.8,
KCW82928.1:reversed,2.89,1,-1.4,5.84,77.6,
XP_010044588.1,3.32,1,-1.4,5.54,41.3,
KCW58519.1,3.11,1,-1.4,8.66,63.9,
XP_010052698.1:reversed,2.54,1,-1.4,5.88,227.2,
XP_018719450.1,3.03,1,-1.4,6.93,126.4,
XP_010031931.1:reversed,2.93,1,-1.4,5.43,16.8,
XP_010026684.1:reversed,3.19,1,-1.4,5.91,51.8,
XP_018729431.1:reversed,3.02,1,-1.4,9.2,32.6,
XP_018717998.1,2.86,1,-1.4,5.89,254.7,
XP_018731627.1,3.41,1,-1.4,8.1,32.3,
KCW58424.1:reversed,3.05,1,-1.4,9.14,57.4,
XP_010051593.2:reversed,2.92,1,-1.4,9.38,74.8,
XP_018721200.1,2.89,1,-1.4,6.32,46.2,
XP_018718608.1,3.26,1,-1.4,5.4,33.4,
XP_010033976.1:reversed,2.77,1,-1.4,8.55,42.4,
XP_010052888.1,2.88,1,-1.4,5.93,74.1,
XP_010063566.1:reversed,2.79,1,-1.4,9.32,42.9,
XP_018728063.1,2.95,1,-1.4,9.03,133.1,
XP_018719272.1,2.6,1,-1.4,8.75,40.3,
XP_010030995.1:reversed,2.96,1,-1.4,6.47,39,
XP_018728383.1,2.98,1,-1.4,9.68,60.2,
XP_010039842.1:reversed,2.81,1,-1.4,6.01,45.4,
XP_010057858.1,3.04,1,-1.4,5,49,
XP_010035314.1,3.08,1,-1.4,4.31,11.2,
XP_010046930.1:reversed,3.16,1,-1.4,4.53,30.4,
XP_010030458.1:reversed,3.08,1,-1.4,9.98,10.3,
XP_018733245.1,2.92,1,-1.4,9.16,21.3,
XP_018715589.1,2.98,1,-1.4,8.24,30.5,
XP_010047304.1,3.25,1,-1.4,6.07,156.7,
XP_010063401.1,2.92,1,-1.4,7.59,46.4,
XP_018716930.1:reversed,2.83,1,-1.4,9.21,55.4,
sp|CAS1_BOVIN|,2.76,1,-1.4,4.98,24.5, Alpha-S1-casein; Bos d 8; Contains: Antioxidant peptide; Flags: Precursor; 
XP_010047418.1,3.1,1,-1.4,5.28,25.5,
XP_010047030.1,3.22,1,-1.4,9.48,20.9,
XP_010066639.1,3.04,1,-1.4,6.43,64.9,
XP_010055185.1,2.85,1,-1.4,6,28.2,
KCW63064.1,2.99,1,-1.4,8.65,85.7,
XP_018733005.1:reversed,3.31,1,-1.4,6.2,213.6,
XP_010037717.1,3.18,1,-1.4,10.75,12.9,
XP_018718509.1,3.24,1,-1.4,6.04,72.4,
XP_010029571.1,3.1,1,-1.4,9.08,49.6,
XP_010043038.1:reversed,3.15,1,-1.4,6.47,30.7,
XP_010046452.1:reversed,3.36,1,-1.4,5.38,36.9,
KCW61152.1,3.29,1,-1.4,7.75,38.9,
KCW53960.1:reversed,3.42,1,-1.4,9.88,8.3,
XP_018718952.1:reversed,3.16,1,-1.4,5.79,50,
XP_010052043.1:reversed,3.02,1,-1.4,9.45,32.3,
XP_010032708.1,2.9,1,-1.4,4.57,110.7,
XP_010026009.2,2.76,1,-1.4,5.87,24.9,
XP_010033008.1:reversed,3.08,1,-1.4,6.36,56.1,
XP_018716731.1:reversed,3.24,1,-1.4,8.59,163.1,
KCW62868.1,3.03,1,-1.4,6.48,39.3,
XP_018725198.1:reversed,3.29,1,-1.4,6.41,48.7,
XP_018719640.1,3.37,1,-1.4,5.22,75.1,
XP_010058211.1:reversed,3.07,1,-1.4,7.9,80.2,
XP_018725313.1:reversed,3.06,1,-1.4,6.47,94.8,
XP_010067366.1,2.84,1,-1.4,9.02,26.8,
XP_018720354.1:reversed,3.22,1,-1.4,6.05,106.5,
ADO23647.1,2.64,1,-1.4,10.85,10.8,
XP_010045151.1,3.34,1,-1.4,7.72,31.6,
XP_010027975.1,3.12,1,-1.4,5.3,41.5,
XP_018715335.1:reversed,3.18,1,-1.4,6.46,24.4,
XP_010044427.1:reversed,3.19,1,-1.4,8.41,33.2,
XP_010070147.1:reversed,3.29,1,-1.4,6.92,35.9,
XP_010024303.1,3.34,1,-1.4,8.72,39,
XP_010027491.1,3.22,1,-1.4,5.64,35.8,
XP_010053583.1:reversed,3.2,1,-1.4,8.3,222.9,
XP_010058332.2,3.05,1,-1.4,6.65,43.5,
KCW84195.1,2.93,1,-1.4,6.46,66,
XP_010050405.1:reversed,3.05,1,-1.4,5.96,55.2,
KCW59365.1,2.93,1,-1.4,8.62,56.1,
KCW44313.1,2.92,1,-1.4,7.14,59.4,
XP_018719145.1,3.05,1,-1.4,5.44,201.3,
XP_018715210.1:reversed,3.01,1,-1.4,5.52,66.8,
XP_010026937.2,2.48,1,-1.3,10.39,13.4,
XP_018725150.1,3.18,1,-1.3,6.85,55.3,
XP_010029204.1:reversed,2.9,1,-1.3,4.6,30.7,
XP_010027291.1,3.06,1,-1.3,9.16,19.4,
XP_010053070.1:reversed,3.22,1,-1.3,9.18,73.5,
XP_018732304.1:reversed,2.85,1,-1.3,8.77,132.2,
XP_010033484.1,2.82,1,-1.3,5.52,57.8,
XP_018719122.1:reversed,2.91,1,-1.3,9.54,20.8,
KCW47558.1,3.03,1,-1.3,9.2,57.9,
XP_010038556.1:reversed,3.37,1,-1.3,6.47,90.8,
XP_018720602.1:reversed,3.07,1,-1.3,5.95,64.2,
XP_010053021.1:reversed,3.11,1,-1.3,9.46,62.8,
XP_018718890.1:reversed,3.17,1,-1.3,9.56,141.7,
XP_018731298.1,3.07,1,-1.3,8.89,43.2,
XP_010035018.1,2.96,1,-1.3,6.04,80.7,
XP_010050560.1:reversed,3.07,1,-1.3,8.51,78.3,
XP_010047279.1:reversed,2.48,1,-1.3,9.74,21.2,
KCW44532.1,3.26,1,-1.3,8.45,31.2,
XP_018727885.1,3.27,1,-1.3,8.25,60.3,
XP_010031626.2:reversed,2.93,1,-1.3,6.45,29.6,
XP_010033851.1,3.13,1,-1.3,10.06,26.5,
XP_010045217.1:reversed,3.11,1,-1.3,5.98,50.6,
XP_010049419.2,3.11,1,-1.3,8.63,64,
XP_010026962.1:reversed,2.92,1,-1.3,5.1,83.3,
XP_010039058.1:reversed,3.17,1,-1.3,5.38,28.6,
XP_010053156.1,2.82,1,-1.3,7.27,106.7,
XP_018723440.1,3.2,1,-1.3,5.52,107.1,
KCW49720.1:reversed,2.9,1,-1.3,9.64,8.5,
XP_010038232.1:reversed,2.96,1,-1.3,6.08,36.4,
XP_010048382.1,2.8,1,-1.3,4.48,27.5,
XP_010063312.1,3.28,1,-1.3,8.71,34.3,
XP_010062150.1:reversed,2.88,1,-1.3,8.3,55.1,
XP_010064813.1:reversed,3.31,1,-1.3,9.23,43.3,
KCW85625.1:reversed,3.14,1,-1.3,9.62,20.7,
KCW89017.1:reversed,2.67,1,-1.3,7.8,86.8,
XP_010070458.1,3.01,1,-1.3,6.28,171.2,
XP_010037606.1,3,1,-1.3,6.62,69.7,
XP_010023648.1:reversed,2.45,1,-1.3,5.93,54.3,
XP_010064504.1,3.17,1,-1.3,7.24,70.1,
XP_010067402.1:reversed,3.36,1,-1.3,6.61,49.9,
KCW49575.1:reversed,2.92,1,-1.3,9.7,36.7,
XP_010062976.2,2.95,1,-1.3,9.29,60.9,
XP_010023876.1,2.88,1,-1.3,11.06,16.6,
XP_018724032.1:reversed,3.05,1,-1.3,5.52,14,
XP_010034606.1,2.88,1,-1.3,7.95,60.8,
XP_010031872.1:reversed,3.12,1,-1.3,5.87,133.9,
XP_010027994.1:reversed,3.17,1,-1.3,9.04,66.6,
KCW88005.1,2.88,1,-1.3,9.19,7.9,
XP_010059275.1:reversed,2.78,1,-1.3,8.71,22.4,
XP_010046686.1,2.94,1,-1.3,7.57,40.2,
XP_018719803.1:reversed,2.91,1,-1.3,6.54,42.7,
XP_018733165.1,2.99,1,-1.3,5.38,31.2,
XP_018718170.1,2.54,1,-1.3,9.37,133.4,
XP_010041842.1:reversed,3.32,1,-1.3,5.71,57.2,
XP_010048172.2:reversed,3.36,1,-1.3,5.64,191.9,
KCW63741.1,2.66,1,-1.3,10.6,11.7,
XP_018719087.1:reversed,3,1,-1.3,8.91,206.5,
KCW84350.1,3.29,1,-1.3,9.95,22.9,
XP_010025472.1,3.09,1,-1.3,9.36,149.2,
XP_010037313.1,2.46,1,-1.3,9.18,41.5,
XP_018724853.1:reversed,3.2,1,-1.3,6.44,98.8,
XP_018717862.1,2.72,1,-1.3,8.83,19.2,
XP_010063873.1,3.18,1,-1.3,5.32,67.8,
KCW66947.1:reversed,3.43,1,-1.3,7.07,78.6,
XP_010036841.1:reversed,2.97,1,-1.3,6.57,108,
XP_010035721.1:reversed,3.02,1,-1.3,6.41,56.1,
XP_018729081.1:reversed,2.95,1,-1.3,9.99,45.4,
XP_018719433.1:reversed,3.03,1,-1.3,7.92,121.6,
XP_010029301.1,3.14,1,-1.3,5.07,87.8,
XP_010066517.1:reversed,3.28,1,-1.3,6.1,87.5,
XP_010070356.1:reversed,3.08,1,-1.3,7.54,171.7,
XP_010039759.1,3.07,1,-1.3,5.79,20.9,
XP_010043861.1,2.92,1,-1.3,8.98,51.9,
XP_010065475.1,2.79,1,-1.3,8.43,51.4,
XP_018722547.1:reversed,2.91,1,-1.3,6.6,207.8,
XP_018731632.1,2.77,1,-1.3,5.55,13.3,
XP_018716967.1,3.19,1,-1.3,5.77,157.7,
XP_010057351.1:reversed,3.04,1,-1.3,5.65,41.6,
KCW76727.1:reversed,3.06,1,-1.3,6.23,9.4,
XP_010024797.1,3.04,1,-1.3,6.48,85.5,
XP_010045305.1:reversed,3.25,1,-1.3,5.63,31.1,
