Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010033507.1,2.85,1,-2.1,4.48,42.6,
KCW89811.1,2.85,1,-2.1,8.05,56.3,
XP_018721348.1,2.82,1,-2.1,6.35,50.4,
XP_010042271.1,2.97,1,-2.1,6.46,34.6,
XP_018730530.1,2.96,1,-2.1,8.11,68.3,
XP_018731112.1,2.91,1,-2.1,8.91,14.2,
KCW68806.1:reversed,3.26,1,-2.1,8.02,58.8,
XP_010030132.1,2.55,1,-2.1,5.73,51.3,
XP_018716785.1,2.95,1,-2.1,9.16,14.8,
KCW49938.1:reversed,3.04,1,-2.1,11.34,16,
XP_010069705.1,2.92,1,-2.1,6.46,41.5,
XP_018727823.1:reversed,2.8,1,-2.1,9.07,47.2,
XP_010028818.1,2.77,1,-2.1,5.11,38.1,
XP_018727541.1,3.38,1,-2.1,5.95,33.1,
XP_010034721.1:reversed,2.97,1,-2.1,8.17,171.1,
XP_018718815.1,2.98,1,-2.1,6.05,29.1,
XP_018717440.1,2.97,1,-2.1,5.81,91.8,
KCW80102.1:reversed,2.95,1,-2.1,6.07,140.2,
XP_018729807.1:reversed,2.88,1,-2,8.3,105.8,
XP_010047670.1,3.11,1,-2,6.1,11,
KCW44432.1,3,1,-2,10.27,7.5,
XP_010052798.1,2.95,1,-2,6.24,92.1,
XP_018730099.1,2.87,1,-2,7.7,79.7,
XP_018730031.1:reversed,3.04,1,-2,6.9,69.2,
XP_010044744.1,2.98,1,-2,4.76,151.6,
XP_010034357.1,2.83,1,-2,9.33,36.6,
XP_018718900.1,3.12,1,-2,5.67,127.3,
XP_010045604.1,2.8,1,-2,6.59,44.4,
XP_010068171.1,2.82,1,-2,6.19,162.7,
XP_010030032.1:reversed,3.01,1,-2,5.11,93.2,
XP_010055872.1,2.78,1,-2,11.05,8.2,
XP_010038487.2,3.26,1,-2,8.78,72,
KCW81708.1,3.11,1,-2,5.43,73.3,
XP_010069948.1,2.98,1,-2,4.7,147.8,
XP_010040077.1,2.53,1,-2,5.03,16.7,
XP_010053530.1,2.87,1,-2,9.95,26.3,
XP_018726518.1,2.77,1,-2,9.69,25.3,
XP_010037851.1,3.01,1,-2,8.16,50.1,
XP_010036012.1,3.11,1,-2,5.19,42.1,
XP_010037256.1,2.48,1,-2,6.25,41.9,
XP_018719596.1,3.08,1,-2,8.69,132.9,
XP_010027287.1:reversed,3.17,1,-2,8.34,59.4,
XP_018722893.1:reversed,3.13,1,-2,9.2,19.8,
XP_018721767.1,2.97,1,-2,9.63,18.4,
XP_010038837.1,2.51,1,-2,8.77,26.1,
XP_010049382.1:reversed,2.89,1,-2,9.49,27.8,
XP_010036062.1:reversed,2.79,1,-2,5.03,53.7,
XP_018730845.1,3.02,1,-2,6.1,114.6,
XP_010066197.1,2.85,1,-2,6.14,40.9,
XP_010024433.1,2.98,1,-2,5.32,26.3,
XP_010030022.1,3.06,1,-1.9,5.86,141.6,
XP_010034790.1:reversed,2.87,1,-1.9,5.58,71.2,
XP_010051193.1:reversed,3.22,1,-1.9,6.28,47.8,
XP_010064666.1,2.91,1,-1.9,5.95,18.1,
XP_010024397.1,2.81,1,-1.9,5.13,25.4,
XP_010066477.2,2.61,1,-1.9,8.83,83.2,
XP_010067942.1,2.88,1,-1.9,7.96,37.6,
XP_010063034.1,2.82,1,-1.9,7.31,60.7,
ADO23579.1,2.89,1,-1.9,6.84,20.8,no description available
XP_018717485.1:reversed,2.75,1,-1.9,7.16,63.9,
XP_010025746.1,3.19,1,-1.9,5.86,47.6,
XP_010056301.1,2.95,1,-1.9,9.36,25.6,
XP_010049110.1,2.81,1,-1.9,8.6,109.9,
XP_010036636.2:reversed,3.03,1,-1.9,7.45,66.8,
XP_010054283.1:reversed,3.01,1,-1.9,8.53,82.9,
XP_010059954.1:reversed,2.98,1,-1.9,6.72,38.1,
XP_010031780.1,2.99,2,-1.9,9.25,8.6,
XP_018732045.1:reversed,3,2,-1.9,7.6,53.7,
XP_010043310.1,3.24,1,-1.9,9.47,38.8,
XP_010061330.1,2.95,1,-1.9,9.27,23.4,
XP_018723442.1,3.44,1,-1.9,5.86,123.1,
XP_010037333.1:reversed,2.59,1,-1.9,9.41,46.2,
XP_018731109.1,2.8,1,-1.9,5.6,42,
XP_010066086.1:reversed,2.91,1,-1.9,5.04,67,
XP_010025405.1,3.07,1,-1.9,6.06,26.7,
XP_018726736.1,3.12,1,-1.9,8.29,241,
XP_010024952.1,2.71,1,-1.9,10.39,22.4,
XP_010046339.1,2.88,1,-1.9,10.5,34.4,
XP_010043306.1:reversed,3.17,1,-1.9,9.29,44.3,
XP_010024883.1:reversed,3.09,1,-1.9,6.63,56,
KCW89904.1,3.31,1,-1.9,7.04,57.7,
XP_010070256.1:reversed,2.95,1,-1.9,5.48,56.8,
XP_018719380.1:reversed,3.1,1,-1.9,8.91,13,
XP_010027856.1:reversed,3.35,1,-1.9,9.35,57.8,
XP_010025148.1,2.95,1,-1.9,6.45,24.9,
XP_010033347.1,3.24,1,-1.9,7.66,29.8,
XP_010043472.1:reversed,3.13,1,-1.9,5.95,50.7,
XP_018726089.1,2.92,1,-1.9,7.05,37.2,
XP_010065988.1:reversed,3.12,2,-1.9,7.19,35.2,
XP_010046960.1,2.74,1,-1.9,5.11,38,
XP_018719759.1,2.54,1,-1.9,6.35,88.4,
XP_010031640.1,3.07,2,-1.9,9.61,12.3,
XP_018720975.1,3.08,2,-1.9,6.54,58.2,
XP_018715396.1:reversed,2.96,1,-1.9,8.25,60.9,
XP_010037809.1,2.98,1,-1.8,10.36,13.1,
XP_010060874.1,3.16,1,-1.8,6.54,28.4,
XP_018719699.1,2.78,1,-1.8,6.06,112.5,
XP_010044491.1,2.96,1,-1.8,8.98,26.8,
XP_010061864.1,2.93,1,-1.8,9.16,27.3,
XP_010053755.1:reversed,2.8,1,-1.8,8.36,40.7,
XP_010069705.1:reversed,2.79,1,-1.8,6.46,41.5,
XP_010049273.1,2.82,1,-1.8,8.7,43.6,
XP_010028730.1,2.97,1,-1.8,9.21,17.4,
XP_010064440.1:reversed,2.91,1,-1.8,5.33,80.9,
XP_010033242.1:reversed,2.97,1,-1.8,8.45,136.6,
KCW67229.1,3.06,1,-1.8,5.05,67.8,
XP_010045864.1,2.62,1,-1.8,5.2,89.2,
XP_010039296.1,3.07,1,-1.8,5.34,36.6,
XP_010038176.2:reversed,3.2,1,-1.8,6.16,91.7,
XP_010062321.1,3.14,1,-1.8,9.06,28.7,
XP_010065287.1,3.21,1,-1.8,5.76,21,
XP_018716417.1,3,1,-1.8,9.35,87.4,
KCW61569.1,3.17,1,-1.8,10.06,17.5,
XP_018722097.1,2.74,1,-1.8,5.89,37.4,
XP_010057842.1,2.76,1,-1.8,7.02,56.6,
XP_018724868.1,3.04,1,-1.8,8.39,101.7,
XP_010043882.1,3.08,1,-1.8,5.33,38,
XP_010054140.1,3.14,1,-1.8,6.28,41,
XP_010069076.1,2.96,1,-1.8,8.44,48.5,
XP_010065396.1,2.88,1,-1.8,5.42,50,
XP_010045302.1,3.17,1,-1.8,6.09,22.3,
XP_018729085.1:reversed,2.56,1,-1.8,7.22,147.2,
XP_010024180.1,2.56,1,-1.8,8.78,18.8,
XP_010036917.1,2.6,1,-1.8,6.74,57.5,
XP_010061895.1,3.32,1,-1.8,6.22,55.1,
XP_010036149.1,2.93,1,-1.8,9.01,43.1,
XP_010040522.1:reversed,2.42,1,-1.8,8.57,121.8,
XP_010067574.1,2.73,1,-1.8,5.08,32.8,
XP_018726066.1,2.96,3,-1.8,9.34,27.6,
XP_010062776.1,3.05,1,-1.8,6.36,104,
XP_018717545.1:reversed,3.01,1,-1.8,8.15,60.8,
KCW67829.1:reversed,2.64,1,-1.8,6.92,20.1,
XP_018732179.1:reversed,2.94,1,-1.8,8.73,74.8,
XP_010061750.1,2.84,1,-1.8,9.06,86,
XP_010036881.1,2.91,1,-1.8,4.27,18.3,
XP_018728817.1,3.18,1,-1.8,4.81,37.7,
XP_010037896.1,2.7,1,-1.8,5.34,37.2,
XP_010052267.1:reversed,3.17,1,-1.8,8.66,34,
XP_010056299.1,2.94,1,-1.8,6.89,24.6,
KCW80109.1,2.91,1,-1.8,6.04,45.1,
XP_010036828.1,3.11,1,-1.8,5.89,29.6,
XP_010039538.1:reversed,3.02,1,-1.8,5.48,39.6,
XP_018722819.1:reversed,2.74,1,-1.8,6.51,149.9,
XP_010036981.1:reversed,2.96,1,-1.8,9.28,23.6,
XP_010043058.1,2.85,1,-1.8,8.52,27.4,
XP_010045371.1,2.93,1,-1.8,9.85,27.7,
XP_010066441.1,2.82,1,-1.8,5.01,14.8,
XP_010063532.1,3.06,1,-1.8,6.77,122.9,
KCW82677.1,3.29,1,-1.8,6.23,41.9,
XP_010045165.2:reversed,2.91,1,-1.8,6.89,112.6,
XP_010023554.1,3.08,1,-1.8,5.31,54,
XP_010032603.1:reversed,3.16,1,-1.8,5.58,62.3,
XP_018727982.1:reversed,3.24,1,-1.8,5.64,51.5,
XP_018730315.1:reversed,2.84,1,-1.8,6.18,129,
KCW73601.1,3.15,1,-1.8,10.15,17.2,
KCW82205.1,3.36,1,-1.8,9.81,19.4,
XP_018716984.1,3.37,1,-1.7,5.9,139.9,
XP_010055961.1,2.79,1,-1.7,9.26,236.9,
XP_018715267.1,3.02,1,-1.7,5.14,16.4,
XP_010035928.1,3.23,1,-1.7,5.42,43.9,
XP_010031456.1,3.03,1,-1.7,6.4,47.4,
XP_010040023.1,2.49,1,-1.7,8.46,81,
XP_010060936.1,3.26,1,-1.7,9.07,24.4,
XP_010058525.1,3.12,1,-1.7,5.47,104.5,
sp|CAS2_BOVIN|,2.44,1,-1.7,8.55,26, Alpha-S2-casein; Contains: Casocidin-1; Casocidin-I; Flags: Precursor; 
XP_010065745.1:reversed,3.14,1,-1.7,4.87,12.3,
XP_018728100.1,3.14,1,-1.7,6.49,39.5,
XP_018715347.1,2.85,1,-1.7,8.84,51.2,
KCW67096.1,2.86,1,-1.7,9.39,8.9,
XP_010069769.1,2.87,1,-1.7,8.48,61.5,
XP_010048442.1,2.91,1,-1.7,6.3,56.4,
XP_018718024.1,3.17,1,-1.7,6.31,61.2,
KCW72239.1:reversed,2.99,1,-1.7,8.85,44.9,
XP_010041664.2,2.63,1,-1.7,6.69,112.5,
XP_010069896.1,2.82,1,-1.7,9.02,60.9,
XP_018716925.1:reversed,2.56,1,-1.7,4.79,38.5,
XP_010035830.1:reversed,2.92,1,-1.7,6.36,38.9,
XP_010041423.1,2.98,1,-1.7,5.5,40.8,
XP_010028870.1,2.8,1,-1.7,5.3,49,
XP_010069890.1,2.94,1,-1.7,11.43,24.1,
XP_018722413.1:reversed,2.82,1,-1.7,5.01,50.5,
XP_018731553.1,2.74,1,-1.7,8.44,192.5,
XP_010025493.1,2.72,1,-1.7,8.34,52.2,
XP_010023687.1:reversed,3.24,1,-1.7,8.55,39.6,
XP_018719199.1,2.99,2,-1.7,9.84,36.9,
XP_010063062.1,2.93,1,-1.7,9.04,26,
XP_010062177.1,2.9,1,-1.7,9.19,20.6,
XP_010026889.1,2.46,1,-1.7,9.13,48.5,
XP_010056787.1:reversed,3.03,1,-1.7,6.35,38.9,
XP_010043793.1,2.92,1,-1.7,5.89,79.8,
XP_010053613.1,2.96,1,-1.7,5.17,78.6,
XP_010049344.1,2.95,1,-1.7,8.44,57.7,
XP_010056945.1:reversed,2.94,1,-1.7,6.38,58.9,
XP_010036920.1:reversed,2.91,1,-1.7,9.2,64,
XP_010031256.1,2.79,1,-1.7,6.07,34.9,
XP_010054808.1,2.7,1,-1.7,8.88,32.6,
XP_010026533.2:reversed,3.29,1,-1.7,8.65,70.5,
XP_010025532.1,2.78,1,-1.7,6.3,41.6,
KCW80489.1,2.94,1,-1.7,8.49,51.7,
XP_018717438.1:reversed,2.47,1,-1.7,5.47,41.6,
XP_010056447.1:reversed,2.96,1,-1.7,5.45,73.7,
KCW78847.1,3,1,-1.7,6.51,46,
XP_018715463.1:reversed,2.55,1,-1.7,6.38,42.8,
XP_010036085.1,3.05,1,-1.7,6.48,45.5,
XP_010042660.2:reversed,2.9,1,-1.7,6.91,71.4,
KCW46713.1:reversed,3.01,1,-1.7,8.86,82.4,
XP_018718435.1,2.89,1,-1.7,5.05,15.3,
XP_018727059.1,2.82,1,-1.7,6.99,40.1,
XP_010048839.1,2.93,1,-1.7,8.17,73.6,
XP_010069806.1,3.14,1,-1.7,6.22,61.1,
XP_010064954.1,3.02,1,-1.7,8.86,62.1,
XP_010066040.1:reversed,3.11,1,-1.7,5.42,35,
XP_010055859.1:reversed,2.97,1,-1.7,7.15,67.4,
XP_010030627.1,3.09,1,-1.7,5.98,22.1,
XP_018717967.1:reversed,3.13,1,-1.7,5.91,414.9,
XP_010027321.1,2.99,1,-1.7,8.77,66.1,
XP_010033771.1,2.8,1,-1.7,5.58,44.3,
XP_010053652.1:reversed,3.06,1,-1.7,5.44,69.2,
XP_018730109.1,3.03,1,-1.7,8.46,32.2,
XP_018715483.1,3.16,1,-1.7,8.98,37.3,
XP_010062030.1:reversed,3.23,1,-1.7,5.34,66.6,
XP_010057770.1,2.79,1,-1.7,5.5,39.2,
XP_010061061.1,3.04,1,-1.7,8.65,10.7,
XP_010064086.1,2.62,1,-1.7,8.87,45,
KCW87782.1,2.81,1,-1.7,10.36,22.8,
XP_018716724.1:reversed,3.05,1,-1.7,4.92,129.2,
KCW75636.1,2.88,1,-1.7,5.73,83.9,
XP_010025006.1,2.81,1,-1.6,11.9,31.1,
XP_018717674.1,3.2,1,-1.6,9.44,30.1,
XP_018716709.1,3.07,1,-1.6,8.02,89.9,
KCW65258.1,2.86,1,-1.6,9.94,7.4,
XP_010042808.2,2.75,1,-1.6,6.27,32.4,
XP_010029813.1,3.13,1,-1.6,6.14,68.8,
KCW87276.1,3.08,1,-1.6,10.36,9.6,
XP_010065508.1:reversed,3.2,1,-1.6,5.52,56.9,
XP_010047753.1:reversed,2.97,1,-1.6,9.6,36.6,
KCW54160.1,3.02,1,-1.6,8.44,12.4,
XP_010044289.1:reversed,2.87,1,-1.6,5.56,41.1,
XP_010024427.1,3.22,1,-1.6,6.32,138.4,
XP_010067671.1:reversed,2.7,1,-1.6,6.87,91.1,
XP_010069206.1:reversed,2.52,1,-1.6,9.57,61.7,
XP_010066226.1,3,1,-1.6,6.55,35.2,
XP_010048576.1:reversed,2.88,1,-1.6,8.98,38.9,
KCW67945.1,3,1,-1.6,8.2,58.2,
XP_010035176.1,3.14,1,-1.6,7.15,57.6,
XP_010049219.1,3.08,1,-1.6,6.49,120.5,
XP_010038864.1,3.08,1,-1.6,6.25,32.6,
XP_010059957.1,3.11,1,-1.6,6.01,23.8,
XP_018722335.1:reversed,2.84,1,-1.6,5.55,116.5,
XP_018719525.1,2.77,1,-1.6,8.65,39.3,
XP_010055596.1,3.11,1,-1.6,9.25,52.3,
XP_010028100.1,3,1,-1.6,8.8,29.7,
XP_010065472.1:reversed,3.1,1,-1.6,6.14,36.1,
XP_010066390.1,2.76,1,-1.6,6.13,13.2,
KCW74483.1:reversed,2.86,1,-1.6,5.26,112.8,
XP_010057621.1,3.17,1,-1.6,9.6,25.5,
XP_010056015.1,2.74,1,-1.6,6.91,49.7,
XP_010041962.1:reversed,2.82,1,-1.6,8.84,35.6,
XP_018716189.1:reversed,2.71,1,-1.6,6.64,82.8,
XP_010028895.1,2.83,1,-1.6,8.38,19.6,
XP_010048758.1,3.15,1,-1.6,9.55,32.1,
XP_018731973.1:reversed,2.96,1,-1.6,9.88,18.3,
XP_010037962.1,3.07,1,-1.6,8.81,17.7,
KCW65653.1,3.05,1,-1.6,6.17,52.5,
XP_010059925.1:reversed,3.03,1,-1.6,5.95,27.5,
XP_010031710.1:reversed,2.59,1,-1.6,5.95,57.5,
KCW57776.1:reversed,3.23,1,-1.6,7.56,13.6,
XP_010053499.1,2.74,1,-1.6,11.49,24.2,
XP_010029199.1,3.2,1,-1.6,5.3,37.5,
XP_010057260.1,3.22,1,-1.6,5.41,87.9,
XP_010062810.1,2.63,1,-1.6,6.73,17.2,
XP_018724268.1,3.07,1,-1.6,5.79,50.5,
XP_010047145.1:reversed,2.74,1,-1.6,10.2,28.5,
XP_010043959.1:reversed,3.14,1,-1.6,5.7,52.3,
XP_010062542.1,3.31,1,-1.6,6.24,90.1,
XP_010028830.1,2.82,1,-1.6,6.16,27.3,
XP_018726074.1:reversed,3.08,1,-1.6,6.49,253.7,
XP_010046219.1:reversed,2.86,1,-1.6,6.39,65.8,
XP_010038068.2,3.34,1,-1.6,9.42,66.9,
XP_010032280.1,2.9,1,-1.6,9.1,9.9,
KCW66741.1:reversed,2.9,1,-1.6,11.9,10.4,
XP_010066901.1:reversed,2.9,1,-1.6,9.66,34.6,
XP_018726390.1,2.78,1,-1.6,8.21,130.5,
XP_010036424.1:reversed,2.89,1,-1.6,8.44,53.9,
XP_018728577.1,2.87,1,-1.6,5.48,22.6,
XP_010044852.1,3.37,1,-1.6,5.48,176.3,
XP_018721269.1:reversed,3.14,1,-1.6,5,78.2,
XP_010046315.1:reversed,3.04,1,-1.6,5.55,21.8,
XP_018718658.1,3.1,1,-1.6,6,31.5,
XP_010049073.1,3.04,1,-1.6,9.28,64.4,
XP_018733001.1:reversed,3.06,1,-1.6,6.03,265.6,
XP_018720354.1,3.04,1,-1.6,6.05,106.5,
KCW82667.1:reversed,2.78,1,-1.6,6.22,22.5,
KCW63179.1,2.92,1,-1.6,6.06,70.8,
XP_010047392.1,2.98,1,-1.6,8.13,28.9,
XP_010050873.1:reversed,3.09,1,-1.6,9.2,15.4,
KCW85224.1,2.81,1,-1.6,9.96,27.8,
XP_018720585.1,2.99,1,-1.6,4.74,67.5,
XP_018720528.1:reversed,2.91,1,-1.6,8.41,34.2,
XP_018729867.1,2.88,1,-1.6,5.39,65.7,
XP_018723740.1,3.18,1,-1.6,8.72,47.6,
XP_010029632.1,3.06,1,-1.6,6.44,18.6,
XP_010052118.1,3,1,-1.6,6.14,39,
XP_010040100.1,2.91,1,-1.5,6.82,38.2,
XP_010065858.1,3.02,1,-1.5,5.14,62.6,
XP_010056023.1,3.1,1,-1.5,5.55,46.5,
XP_010062846.1:reversed,2.98,1,-1.5,6,38.6,
KCW80297.1,3.01,1,-1.5,7.65,35.9,
XP_018726174.1:reversed,3.02,1,-1.5,8.67,69,
XP_018728853.1,2.97,1,-1.5,5.87,47.5,
XP_010063409.1,2.8,1,-1.5,5.32,229.5,
XP_018715382.1,2.99,1,-1.5,5.87,52.3,
XP_010052662.1,3,1,-1.5,10.48,15.5,
XP_010029032.1,2.83,1,-1.5,9.06,33.6,
XP_018731632.1,2.98,1,-1.5,5.55,13.3,
KCW56166.1:reversed,3.12,1,-1.5,6.21,42,
KCW62534.1,3.03,1,-1.5,8.75,44.9,
XP_010031373.1,2.86,1,-1.5,6.39,34.5,
XP_018732603.1:reversed,2.96,1,-1.5,5.7,26.7,
XP_018716962.1,3,1,-1.5,6.26,125.8,
XP_018728950.1,3.36,1,-1.5,6.35,40.7,
XP_010043171.1,3.1,1,-1.5,9.21,11.7,
XP_010055103.1:reversed,2.73,1,-1.5,5.1,29.7,
XP_010051730.1,2.8,1,-1.5,5.69,101.3,
XP_018729950.1,3.1,1,-1.5,6.64,64.6,
XP_010063178.1:reversed,2.92,1,-1.5,4.68,32.7,
XP_018731024.1,3.39,1,-1.5,6.37,184.8,
XP_010029386.1:reversed,2.87,1,-1.5,5.27,74.7,
XP_010055556.1,3.07,1,-1.5,9.3,32.3,
XP_018721327.1,2.95,1,-1.5,6.5,57.6,
XP_010044055.1,3.26,1,-1.5,5.43,22.1,
KCW87316.1:reversed,2.96,1,-1.5,4.79,30.2,
KCW45144.1,2.97,1,-1.5,6.46,31.3,
KCW84576.1:reversed,2.26,1,-1.5,8.44,39.2,
XP_010063606.1,3.08,1,-1.5,7.52,105.5,
XP_010056889.1,2.87,1,-1.5,5.77,50.9,
XP_018722779.1,2.51,1,-1.5,8.97,28.8,
XP_010042228.1,2.91,1,-1.5,5.74,23.1,
KCW84364.1:reversed,2.74,1,-1.5,10.38,21.2,
XP_010028853.1,2.97,1,-1.5,8.72,38.9,
KCW89597.1:reversed,2.89,1,-1.5,8.63,28.5,
XP_010067556.1,2.55,1,-1.5,7.23,67.1,
XP_010053332.1:reversed,3.35,1,-1.5,8.32,58.1,
XP_010024367.1,2.64,1,-1.5,5.33,36.2,
KCW67964.1,2.42,1,-1.5,7.45,12,
XP_018717222.1,2.98,1,-1.5,7.13,66.8,
XP_010035765.1,3.11,1,-1.5,6.98,24.2,
XP_018730410.1:reversed,2.89,1,-1.5,6.37,74.4,
XP_010067002.1,3.1,1,-1.5,6.44,53.5,
XP_010054591.1,2.85,1,-1.5,7.08,53.9,
KCW64535.1:reversed,2.73,1,-1.5,8.97,10.5,
XP_010053024.1,2.68,1,-1.5,8.39,62.4,
XP_010055324.1,2.92,1,-1.5,4.77,47,
XP_018716138.1,2.96,1,-1.5,5.62,165.2,
KCW87184.1:reversed,3,1,-1.5,11.58,13.9,
XP_010047136.1,3.26,1,-1.5,7.7,22.5,
XP_010068592.1:reversed,3.04,1,-1.5,9.35,54.6,
XP_010030558.1:reversed,3.11,1,-1.5,9.04,58.2,
XP_010027694.1,3.15,1,-1.5,8.23,24.9,
XP_010035003.1:reversed,2.83,1,-1.5,6.08,34.5,
XP_018728618.1:reversed,3.05,1,-1.5,5.38,26.8,
XP_010035162.1,2.74,1,-1.5,6.35,49.1,
XP_018727903.1,3.19,1,-1.5,8.76,80.5,
XP_010058995.1,2.96,1,-1.5,7.08,34.1,
XP_010068174.1:reversed,3.14,1,-1.5,6.61,45.2,
XP_010062218.1,3.01,1,-1.5,4.06,21.7,
XP_010036501.1:reversed,3.05,1,-1.5,6.81,96.5,
XP_010032736.1:reversed,2.73,1,-1.5,6.13,81,
XP_010047569.1:reversed,3.13,1,-1.5,6.59,66.7,
XP_010047430.1,2.89,1,-1.5,7.97,57.1,
XP_010043066.1:reversed,2.91,1,-1.5,5.24,74.6,
XP_010025281.1,2.94,1,-1.5,5.85,14.7,
KCW64534.1,3.13,1,-1.5,7.26,77.7,
XP_010034405.1:reversed,2.94,1,-1.5,6.39,47.6,
KCW66811.1,2.93,1,-1.5,6.72,9.5,
XP_010029769.1:reversed,2.93,1,-1.5,10.1,12.7,
XP_010069423.1,3.04,1,-1.5,5.29,42,
XP_018722418.1,2.94,1,-1.5,6.57,49.3,
XP_010038315.1,2.66,1,-1.5,8.71,46.4,
XP_010049782.1,2.51,1,-1.5,5.46,190,
XP_010046452.1,2.81,1,-1.5,5.38,36.9,
XP_010024279.1,2.96,1,-1.5,5.56,15.9,
KCW75016.1,2.99,1,-1.5,6.23,37.7,
XP_010055509.1,3.09,1,-1.5,6.76,37.8,
XP_018722098.1,2.99,1,-1.5,6.2,37.7,
XP_018719511.1,2.86,1,-1.5,5.76,32.6,
XP_010043527.1:reversed,2.88,1,-1.5,5.03,89.6,
KCW85894.1:reversed,2.76,1,-1.5,10.27,13.5,
XP_018721784.1,2.99,1,-1.5,7.61,133.3,
XP_018725757.1,3,1,-1.4,9.25,28,
XP_010023479.1:reversed,3.08,1,-1.4,8.28,72.2,
XP_010033077.1:reversed,2.66,1,-1.4,8.72,16.8,
XP_010036874.1,2.61,1,-1.4,7.91,62.6,
XP_010070474.1,2.78,1,-1.4,9.27,20.6,
XP_010039911.1:reversed,2.72,1,-1.4,5.54,31.4,
XP_010027119.1:reversed,2.95,1,-1.4,5.54,33.9,
XP_010032852.1,2.97,1,-1.4,5.47,37.6,
XP_018732635.1,3.02,1,-1.4,5.62,44.4,
KCW53048.1,3,1,-1.4,9.21,25.8,
XP_018729580.1:reversed,3.11,1,-1.4,8.01,28.8,
XP_010058512.2:reversed,3.29,1,-1.4,6.96,94.9,
XP_018721659.1,2.89,1,-1.4,9.22,11.4,
XP_010062885.1,2.99,1,-1.4,8.02,64.7,
XP_018723161.1:reversed,2.82,1,-1.4,6.09,19.3,
XP_018723035.1,2.92,1,-1.4,8.09,38.5,
XP_010052351.1,2.96,1,-1.4,8.4,221.6,
XP_010038670.1:reversed,3.23,1,-1.4,6.69,74.1,
KCW85022.1:reversed,3.05,1,-1.4,5.39,84.9,
XP_018717196.1,2.97,1,-1.4,10.18,21.2,
XP_010035897.1,2.74,1,-1.4,7.58,76.1,
XP_018715448.1,2.58,1,-1.4,6.45,45.5,
XP_010046603.1,2.79,1,-1.4,6.13,109.3,
XP_010054535.1:reversed,3.07,1,-1.4,10.69,37.3,
XP_018719596.1:reversed,3.06,1,-1.4,8.69,132.9,
XP_018732495.1:reversed,3.08,1,-1.4,9.37,60.8,
XP_010043860.1,3.07,1,-1.4,8.62,41.5,
XP_018722042.1,3.11,1,-1.4,9.65,30.8,
XP_010063528.1,2.8,1,-1.4,3.49,18.9,
XP_010038620.1,3.07,1,-1.4,6.45,40,
XP_018718161.1:reversed,3.06,1,-1.4,9.16,27.4,
XP_010032110.1:reversed,3.22,1,-1.4,9.4,69.7,
XP_010041173.2:reversed,3.13,1,-1.4,6.19,82.5,
XP_010053189.1:reversed,3.19,1,-1.4,7.25,58.1,
KCW62620.1,2.98,1,-1.4,3.97,4.7,
KCW55489.1,2.95,1,-1.4,8.89,44.7,
XP_010028430.1,3.06,1,-1.4,6.43,38.9,
XP_010053059.1:reversed,3.02,1,-1.4,7.22,42.8,
XP_010067115.2:reversed,3.23,1,-1.4,9.02,17.9,
XP_010055472.1:reversed,2.5,1,-1.4,5.74,108.5,
XP_010032818.1,3.18,1,-1.4,4.8,34,
XP_010065498.1:reversed,2.85,1,-1.4,6.77,30.8,
XP_010061983.1,2.66,1,-1.4,10.29,11.1,
XP_010054786.2:reversed,3.15,1,-1.4,11,27.3,
XP_010069102.1,2.9,1,-1.4,8.73,31.7,
KCW78758.1,3.15,1,-1.4,8.47,43.7,
XP_018718394.1,2.9,1,-1.4,6.39,46.3,
XP_010056246.1,3.1,1,-1.4,4.83,40.7,
XP_010046587.1:reversed,2.9,1,-1.4,8.95,70.6,
XP_010062076.1,3.01,1,-1.4,5.73,117.4,
KCW80085.1:reversed,3.16,1,-1.4,8.73,50.9,
XP_010030140.1,3.11,1,-1.4,8.05,49.7,
XP_010026593.2,2.83,1,-1.4,6.56,175.4,
XP_010045301.2,3.03,1,-1.4,6.65,35.4,
XP_018726011.1,3,1,-1.4,4.67,131.2,
XP_010031875.1,3.14,1,-1.4,5.98,86.4,
XP_018721898.1:reversed,3.19,1,-1.4,8.63,72.2,
XP_010050969.1,3.17,1,-1.4,8.05,43,
XP_010053825.1:reversed,2.94,1,-1.4,6.4,208.4,
XP_010027217.1:reversed,2.71,1,-1.4,5.85,70.8,
XP_018715076.1,2.7,1,-1.4,6.34,109.4,
XP_018730011.1,3.14,1,-1.4,5.99,59.7,
XP_010040925.1,3.15,1,-1.4,5.98,53.1,
XP_018727884.1,2.43,1,-1.4,8.06,65.3,
XP_018715411.1:reversed,3.06,1,-1.4,8.58,52,
XP_010026057.1,2.96,1,-1.4,4.39,30,
XP_018723648.1,2.98,1,-1.4,5.48,65.8,
XP_010043443.1,3.09,1,-1.4,5.54,16.6,
XP_010044762.1,2.82,1,-1.4,9.23,34.1,
KCW74331.1,3.01,1,-1.4,6.75,71.8,
XP_010032620.1:reversed,3.25,1,-1.4,8.91,22,
XP_010067462.1,2.99,1,-1.4,9.73,37.8,
XP_010033639.1:reversed,2.79,1,-1.4,6.37,65.5,
XP_010065540.1:reversed,2.68,1,-1.4,9.07,22.9,
XP_010037883.1:reversed,3.03,1,-1.4,9.12,59.5,
XP_018725474.1:reversed,2.65,1,-1.4,5.68,139.6,
XP_010033484.1,3.34,4,-1.4,5.52,57.8,
