Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010029220.2,2.65,1,-5.3,9.26,26,
XP_010028086.1,2.66,1,-5.3,9.86,17,
XP_010037697.1,3.06,1,-5.3,6.8,25.3,
XP_010037338.1,2.95,1,-5.3,8.74,35.6,
XP_010037691.1,2.89,1,-5.3,6.12,43.2,
XP_010038888.1,2.78,1,-5.3,9.21,20.9,
XP_010044738.1,3.05,1,-5.2,6.36,40.7,
XP_010062369.1,2.55,1,-5.2,4.75,44.6,
XP_010057192.1,2.71,1,-5.2,4.99,27.2,
XP_010032547.1,2.84,1,-5.1,5.19,12.5,
XP_010036233.1,2.82,1,-5.1,6.14,32,
XP_010027647.1,3.02,1,-5.1,7.07,44.6,
XP_018727893.1,2.9,2,-5.1,7.04,36.3,
XP_010061309.1,2.38,1,-5.1,5.06,22.2,
XP_018715347.1,2.67,1,-5.1,8.84,51.2,
XP_010033110.1,3.02,1,-5.1,9.64,25.5,
XP_010050769.1,2.77,1,-5.1,9.56,34.2,
XP_010025179.1,3.02,1,-5,6.09,51.3,
XP_010055429.1,2.85,1,-5,7.67,25.1,
XP_010044612.1,2.96,1,-5,8.09,56.6,
XP_010037399.1,3.06,1,-4.9,8.84,27.3,
XP_010034072.1,2.98,1,-4.9,7.52,46.2,
XP_010061143.1,2.79,1,-4.9,6.5,83.2,
XP_010046382.1,3.17,1,-4.9,10.07,24.9,
XP_010024433.1,2.7,2,-4.8,5.32,26.3,
XP_010037523.1,2.95,1,-4.8,10.46,16.4,
XP_010053520.1,2.91,1,-4.8,7.63,37,
XP_010055689.2,2.4,1,-4.8,9.6,24.4,
XP_010056206.1,2.82,1,-4.8,9.34,56.9,
XP_010049098.1,2.98,1,-4.7,4.76,38.1,
XP_010056494.1,2.74,1,-4.7,4.2,15.7,
XP_010062810.1,3.3,2,-4.7,6.73,17.2,
XP_010037819.1,2.73,1,-4.7,10.06,13.8,
XP_010069915.1,3.12,1,-4.7,9.43,21.1,
XP_018715793.1,2.71,1,-4.7,5.93,44.9,
XP_010025934.1,2.96,1,-4.7,4.33,21.2,
XP_010036023.1,3.16,1,-4.6,8.54,39.2,
XP_010041498.1,3.04,2,-4.6,5.39,25.6,
XP_010036123.1,2.97,1,-4.6,5.32,64.6,
XP_010064504.1,2.96,1,-4.6,7.24,70.1,
XP_018727218.1,2.92,1,-4.6,6.32,32.4,
XP_010053426.1,3.08,1,-4.6,5.85,65.1,
XP_010053653.1,3.03,1,-4.5,10.29,24,
XP_010059860.1,3.57,2,-4.5,5.12,44,
XP_010033272.1,2.78,1,-4.5,6.61,15.5,
XP_010033871.1,3.18,2,-4.4,11.96,10.7,
XP_018715490.1,3.14,1,-4.4,5.9,24.1,
XP_018719539.1,3.07,1,-4.4,8.67,29.7,
XP_010032559.1,2.62,1,-4.3,6.75,36.1,
XP_018723538.1,2.93,1,-4.3,9.24,56.2,
XP_018719440.1,2.86,1,-4.3,4.86,72.1,
XP_010029282.1,2.79,1,-4.3,6.83,15.2,
XP_010067027.1,3.04,1,-4.3,9.28,32.2,
XP_010062999.1,2.79,1,-4.3,5.9,44.1,
XP_010062040.1,2.73,1,-4.3,6.01,38.9,
XP_010028423.1,2.87,1,-4.3,8.79,26.3,
XP_018725554.1,3.36,2,-4.3,7.55,35.6,
XP_010028389.1,2.88,1,-4.3,9.5,9.6,
XP_010069569.1,2.56,1,-4.3,7.72,12.6,
XP_010024271.1,2.91,1,-4.3,5.55,15.9,
XP_018716870.1,3,1,-4.3,6.6,55.6,
XP_010032210.1,3,1,-4.2,6.06,34.9,
XP_010047035.1,2.87,1,-4.2,8.83,30.5,
XP_010060934.1,3.02,1,-4.2,6.43,21,
XP_010034374.1:reversed,2.98,1,-4.2,5.04,41.9,
XP_010046559.1,3.32,2,-4.2,6.43,41.3,
XP_010038421.1,3.17,1,-4.2,4.93,33.6,
XP_018727416.1,2.98,1,-4.2,4.86,78.2,
XP_010044444.1,3.42,2,-4.2,6.38,19.1,
XP_018726342.1,2.84,1,-4.2,6.03,52,
XP_010034959.1,2.38,1,-4.2,9.67,28.5,
XP_010061685.1,3.07,2,-4.2,8.46,27.7,
XP_018731355.1,2.68,1,-4.1,6,110,
XP_010054048.1,2.74,1,-4.1,6.38,26.6,
XP_010038357.1,3.27,1,-4.1,10.55,26.4,
XP_010061866.1,3.34,2,-4.1,9.28,31.3,
XP_010052213.1,2.88,1,-4,5.69,39.6,
XP_010066465.1,2.81,1,-4,6.32,80.6,
XP_010041619.1,2.69,1,-4,9.8,42.8,
XP_010047755.1,2.88,1,-4,8.62,16.6,
XP_010047775.1:reversed,2.86,1,-4,5.86,18.7,
XP_010036706.1,2.98,1,-4,9.38,24,
XP_010035249.1,3.16,1,-4,8,64.1,
XP_010025422.1,2.65,1,-4,8.85,58.7,
XP_010043383.1,3.02,1,-4,5.38,12.4,
XP_010050030.1,2.88,1,-4,8.48,24.4,
XP_010044581.1,3.09,1,-3.9,5.66,57.6,
XP_010031311.1,2.75,1,-3.9,7.1,34.7,
XP_018720274.1,2.6,1,-3.9,5.44,32.1,
XP_010070343.1,2.99,1,-3.9,4.83,19.4,
XP_010029298.1,2.6,1,-3.9,8.38,49.5,
XP_010025317.1,3.24,1,-3.9,10.26,20.1,
XP_010053196.1,2.97,1,-3.9,7.78,28,
XP_010069371.1,3.12,1,-3.8,5.72,35.7,
XP_010035313.1:reversed,2.98,1,-3.8,7.59,41.3,
XP_010040207.1,2.69,1,-3.8,4.85,37.5,
XP_010069414.1,3.22,1,-3.8,6.2,20.5,
XP_018725282.1,2.97,1,-3.8,4.96,58.9,
XP_010047138.1,2.95,1,-3.8,6.64,21.4,
XP_010043206.1,2.9,1,-3.8,6.27,36.2,
XP_018733245.1,3.08,1,-3.8,9.16,21.3,
XP_018722607.1,2.89,1,-3.8,6.5,23.9,
XP_010047394.1,3.06,1,-3.7,6.09,23.2,
XP_010025021.1,2.9,1,-3.7,6.04,42.5,
XP_018725744.1,2.91,1,-3.7,8.86,22,
XP_010056741.1,3,1,-3.7,5.55,51.2,
XP_010067450.1,2.87,1,-3.7,8.83,32.4,
XP_010061114.1,2.87,1,-3.7,5.84,40.1,
XP_010063408.1,2.77,1,-3.7,8.13,44.9,
XP_010032625.1,2.97,1,-3.7,8.87,10.8,
XP_010037749.1,3.09,1,-3.7,7.59,86.5,
XP_010053641.1,3.08,1,-3.7,5.1,31.2,
XP_010055530.1,2.8,1,-3.6,7.66,65.9,
XP_010049073.1,3.09,1,-3.6,9.28,64.4,
XP_010061836.1,2.63,1,-3.6,5.89,25.5,
XP_010025169.1,3.02,1,-3.6,6.97,19.1,
XP_010054116.1,2.94,1,-3.6,5.18,44.2,
XP_010037232.1:reversed,3.1,1,-3.6,5.83,101.3,
XP_010040764.1,2.93,1,-3.6,9.75,12.1,
XP_010026892.1,3.28,1,-3.6,7.27,44.7,
XP_010062095.1,3.07,1,-3.6,9.22,21.8,
XP_010067456.1,2.94,1,-3.6,5.89,79.2,
XP_010037184.1,3.42,2,-3.6,8.87,30.3,
XP_010043997.1,2.82,1,-3.5,6.17,35.7,
XP_010036833.1,3.23,1,-3.5,4.81,47.5,
XP_010036126.1,2.98,2,-3.5,5.98,89,
XP_010042671.1,3.04,1,-3.5,5.86,15.6,
XP_010041423.1,3.18,2,-3.5,5.5,40.8,
XP_010030120.1,3.09,1,-3.4,5.48,184.9,
XP_010067002.1,3.36,2,-3.4,6.44,53.5,
XP_010067232.1,2.95,1,-3.4,10.36,37.3,
XP_010028684.1,3.08,1,-3.4,7.08,34,
ADO23621.1,3.02,2,-3.4,11.9,14.9,
XP_010061858.1,2.98,1,-3.4,9.27,25.3,
XP_010062218.1,2.98,1,-3.4,4.06,21.7,
XP_010031225.1,2.71,1,-3.4,5.39,28.7,
XP_018730249.1,2.27,1,-3.3,4.54,16.2,
XP_018720085.1,2.9,1,-3.3,6.4,33.7,
XP_010036658.1,2.84,1,-3.3,6.11,31.8,
XP_010031654.1,3.05,1,-3.3,5.33,52.8,
XP_010062033.1,3.23,1,-3.3,9.52,21.2,
XP_010041169.1,3.59,3,-3.3,10.24,10.3,
XP_010049531.1,3.21,1,-3.3,6.07,31.3,
XP_010035498.1,3,1,-3.3,5.36,47,
XP_010041488.1,2.84,1,-3.3,9.86,16.2,
XP_010069076.1,2.86,1,-3.3,8.44,48.5,
XP_010031712.1,2.92,1,-3.3,6,60.9,
XP_018726723.1,2.64,1,-3.3,8.25,27.5,
XP_018727311.1,3,1,-3.3,5.45,42.6,
XP_010038690.1,3.14,1,-3.2,9.49,38.4,
XP_010053425.1,3.1,1,-3.2,5.43,85.5,
XP_018727565.1,3.03,1,-3.2,8.56,21.8,
XP_010029569.1,2.88,1,-3.2,9.2,18,
XP_010052299.1,3.06,1,-3.2,9.58,14.3,
XP_010069964.1,2.86,1,-3.2,6.38,23.8,
XP_010028954.1,2.8,1,-3.2,9.62,21.4,
XP_010066148.1,3.23,1,-3.2,6.19,38.6,
XP_010057453.1,3.25,1,-3.2,5.14,37.4,
XP_010065641.1,3.14,1,-3.2,9.14,31.2,
XP_010052576.1,3.17,1,-3.2,5.06,32.8,
XP_010028512.1,3.03,1,-3.1,7.7,44.1,
XP_010035969.1,3.03,1,-3.1,5.18,89.5,
XP_010049085.1,3,1,-3.1,5.64,62.1,
XP_010055090.1,3.13,1,-3.1,5.87,43.2,
XP_010028347.1,2.71,1,-3.1,5.27,54.7,
XP_018718789.1,2.99,1,-3.1,5.38,27,
XP_018727308.1,2.88,1,-3.1,6.73,14.3,
XP_018719733.1,2.96,1,-3.1,5.14,66.1,
XP_010039435.1,2.85,1,-3.1,5.58,18.5,
XP_010032958.1,3.19,1,-3.1,8.75,44.6,
XP_010049719.1,2.86,1,-3.1,5.77,75.7,
XP_010039304.1,2.95,1,-3.1,6.81,27,
XP_010070431.1,2.97,1,-3.1,5.8,38.7,
XP_018721376.1,3.04,2,-3.1,9.14,12.7,
XP_010049201.1,3.16,1,-3.1,10.35,30,
XP_018727791.1,2.91,1,-3.1,5.27,99.9,
XP_018731631.1,2.92,1,-3.1,5.21,25,
XP_010063743.1,3.4,2,-3.1,9.01,15.2,
XP_010048665.1,3,1,-3.1,5.63,92.6,
XP_010066867.1,3.21,1,-3.1,8.18,32.2,
XP_018719540.1:reversed,2.83,1,-3,9.28,48.1,
XP_018729134.1,2.74,1,-3,7.8,18.6,
XP_010028730.1,3.03,1,-3,9.21,17.4,
XP_010047689.1,3.01,1,-3,6.79,64,
XP_010044470.1,2.87,1,-3,6.24,47.2,
XP_010063943.1,2.94,1,-3,5.3,22.9,
XP_018724559.1,2.86,1,-3,7.35,110.9,
XP_010065496.1,2.52,1,-3,10.72,18.6,
XP_010042814.1,2.81,1,-3,9.1,13.4,
XP_010069003.1,3.12,1,-3,11.63,8.3,
XP_010043500.1,3.23,1,-2.9,8.88,88.2,
XP_010064136.1,3.17,1,-2.9,8.46,46.6,
XP_018723448.1,3.25,1,-2.9,9.26,19.2,
XP_018730250.1,2.61,1,-2.9,4.44,15.8,
XP_010038203.1,3.11,1,-2.9,6.23,35.4,
XP_010037186.1,3.4,2,-2.9,5.59,17.3,
XP_010062569.1,3.08,1,-2.9,5.88,48.8,
ADO23625.1,3.36,2,-2.9,11.69,15.3,no description available
XP_018722899.1,2.99,1,-2.9,6.79,50.6,
XP_010036049.1,3.26,1,-2.9,5.01,50.1,
XP_010048505.1,3.13,1,-2.9,7.11,35.2,
XP_010031908.1,2.9,1,-2.9,8.8,34.3,
XP_010056893.1,2.67,1,-2.9,6.75,16.9,
XP_010046325.1,3.13,1,-2.9,5.19,55.4,
XP_010063411.1,2.96,1,-2.9,5.12,16.6,
XP_010036312.2,3.07,1,-2.9,5.97,37.2,
XP_010062575.1,2.87,1,-2.8,9.08,22.4,
XP_010032117.1,3.22,1,-2.8,8.65,54.9,
XP_010023648.1:reversed,3.26,2,-2.8,5.93,54.3,
XP_010057910.1:reversed,3.13,1,-2.8,9.32,42.5,
XP_010044066.1,2.45,1,-2.8,6.25,84.7,
XP_010049168.1,3.2,1,-2.8,5.33,53.6,
XP_010044352.1,3.04,2,-2.8,4.91,90.5,
XP_010039942.1,3.04,1,-2.8,8.8,34.5,
XP_010044070.1,2.95,1,-2.8,7.91,20.4,
XP_010057883.1,2.94,1,-2.8,6.3,61.5,
XP_010052073.1,2.98,1,-2.7,8.32,49.4,
XP_010047772.1,2.97,1,-2.7,9.09,44.1,
XP_010066382.2,2.99,1,-2.7,7.59,27.5,
XP_010046503.1,2.94,1,-2.7,9.38,32.4,
XP_018730300.1,3,1,-2.7,8.67,53.2,
XP_018721526.1,2.94,1,-2.7,9.37,9.8,
KCW72832.1,3.04,1,-2.7,9.18,16.3,
XP_010036003.1,3.03,1,-2.7,6.8,37,
XP_010066996.1,2.84,1,-2.7,6.5,36.8,
XP_010029108.2,3.05,1,-2.7,6.12,44.6,
XP_010054231.2,2.98,1,-2.7,5.81,31.6,
XP_010060812.1,2.91,1,-2.7,5.58,25.4,
XP_010036162.1,3.06,1,-2.7,5.04,80.9,
XP_010046984.1,2.93,1,-2.7,4.36,9.9,
XP_010066514.1,3,1,-2.7,5.29,46.6,
XP_018732787.1,2.98,1,-2.7,7.64,39,
XP_010024019.1,2.72,1,-2.7,5.31,52.2,
XP_010036538.1,3.01,1,-2.7,5.78,44.7,
XP_010058582.2,3.1,1,-2.7,8.35,47.7,
XP_010070358.1,2.67,1,-2.7,6.2,46,
KCW48323.1,2.63,1,-2.7,8.06,8.2,no description available
XP_010066152.1,2.99,1,-2.7,8.54,31.5,
XP_010042385.1,3.31,1,-2.7,5.79,40.5,
XP_010067574.1,3.25,2,-2.6,5.08,32.8,
XP_010069828.1,3.24,1,-2.6,5.83,130.9,
XP_010062653.1,2.79,1,-2.6,5.27,17.4,
XP_010033612.1,3.13,1,-2.6,9.47,47,
XP_010061051.1,3.1,1,-2.6,5.92,53.4,
ADO23633.1,3,1,-2.6,10.64,13.6,
XP_018733099.1,2.78,1,-2.6,6.84,91.3,
XP_010029720.1:reversed,2.78,1,-2.6,4.38,45.5,
XP_010028485.1,2.64,1,-2.6,5.3,33.8,
XP_010048687.1,2.92,1,-2.6,5.25,20.3,
XP_010029875.1,2.7,1,-2.6,8.86,24.6,
XP_010032071.1,3.14,1,-2.6,5.2,32.2,
XP_018725063.1,3.03,1,-2.6,5.83,105.4,
XP_010069729.1,3.05,1,-2.6,10.27,12.9,
XP_018730189.1:reversed,2.88,1,-2.6,8.78,72.6,
XP_010061046.1,2.93,1,-2.6,5.83,57.3,
XP_018717443.1,2.54,1,-2.6,6.51,37.9,
XP_010052295.1,3.02,1,-2.6,9.83,32.9,
XP_010066258.1,3.18,1,-2.6,8.92,35.5,
XP_010035936.2,3.04,1,-2.6,5.37,24.4,
XP_010028248.1,3.16,1,-2.6,6.93,72.9,
XP_010063073.1,2.79,1,-2.6,5.67,138.4,
XP_010054765.1,3.04,1,-2.6,4.76,26.4,
XP_010038489.1,3.15,1,-2.5,6.23,50.3,
XP_010063783.2,3.4,1,-2.5,8.65,37,
XP_010036214.1,3.09,1,-2.5,7.66,38.7,
XP_010053960.1,3.24,1,-2.5,6.19,84.1,
XP_010033659.1,3.05,1,-2.5,5.33,45.3,
XP_010043093.1,3.15,1,-2.5,6.03,40.9,
XP_010031852.1,3.03,1,-2.5,5.24,42.9,
XP_010062556.1,3.04,1,-2.5,8.87,38,
XP_018732752.1:reversed,3,1,-2.5,6.29,134.6,
XP_010047495.1,3.13,1,-2.5,6.6,25.4,
XP_010061994.1,2.96,1,-2.5,9.43,25.8,
XP_010060278.1,2.93,1,-2.5,7.08,35.1,
XP_018724240.1,2.94,1,-2.5,9.22,55.8,
XP_018733029.1,3.01,1,-2.5,6.08,35.6,
XP_010028455.1,3.24,1,-2.5,8.33,39.4,
XP_010033838.1,2.74,1,-2.5,6.31,71.1,
XP_018716936.1,2.83,1,-2.5,9.05,113.8,
XP_010060138.1,2.35,1,-2.5,7.66,19.5,
XP_010040497.2,2.62,1,-2.4,6.95,33.4,
XP_010067820.1,2.84,1,-2.4,9.06,38.8,
XP_010047940.1,2.52,1,-2.4,6.09,23.9,
XP_010047330.1,3.05,1,-2.4,7.2,50.9,
XP_010027660.1:reversed,2.78,1,-2.4,5.5,155.3,
XP_010054060.1:reversed,2.58,1,-2.4,9.31,50.2,
KCW75264.1,3.04,1,-2.4,6.09,34.1,
XP_010025470.1,3.04,1,-2.4,6.48,36.1,
XP_010061211.1,3.26,2,-2.4,8.09,68.7,
XP_010039931.1,3.03,1,-2.4,6.9,22.7,
XP_010033258.1,2.87,1,-2.4,4.75,21.2,
XP_018729592.1,3.18,1,-2.4,10.01,51.1,
XP_010033700.1,3.04,1,-2.4,8.75,26.5,
XP_010061293.1,2.95,1,-2.4,9.76,14.8,
XP_010043278.1,3.01,1,-2.4,9.81,30.7,
XP_010037134.1,2.73,1,-2.4,5.56,26.1,
XP_010032814.1:reversed,2.89,1,-2.4,5.49,32,
XP_010029789.1,3.04,1,-2.4,6.47,40.3,
XP_010030130.1,2.91,1,-2.4,4.55,27.2,
XP_010055797.1,2.65,1,-2.4,8.35,30,
XP_010054649.1,2.83,1,-2.4,6.5,26.4,
XP_010053077.1,3.23,1,-2.4,5.99,28,
XP_018733130.1,2.99,1,-2.4,7.9,79.8,
XP_010053434.1,2.76,1,-2.4,5.95,31.2,
XP_010047674.1,2.71,1,-2.3,8.87,35.6,
XP_010062068.1,2.97,1,-2.3,5.16,71.2,
XP_018717830.1,3.2,1,-2.3,8.25,49.4,
XP_010023318.1:reversed,2.73,1,-2.3,9.52,32.3,
KCW58777.1,2.55,1,-2.3,5.5,22,
XP_010060334.1,3.06,1,-2.3,6.84,33.1,
XP_018726779.1,3.15,1,-2.3,5.54,35,
XP_010060737.1:reversed,3.06,1,-2.3,6.02,109.7,
XP_010046355.2,2.91,1,-2.3,5.17,19.2,
ADO23644.1,2.67,1,-2.3,11.28,17.4,no description available
XP_010038753.1,2.97,1,-2.3,8.8,35.5,
XP_010029445.1,3.14,1,-2.3,5.79,53.5,
XP_018720640.1:reversed,3.18,1,-2.3,9.1,19.6,
XP_010061728.1,3.05,1,-2.3,9.54,18.1,
XP_018715483.1,2.85,1,-2.3,8.98,37.3,
XP_018730698.1,3.38,1,-2.3,4.85,62.1,
XP_018721286.1,3.08,1,-2.2,8.31,58.6,
XP_018727346.1,3.06,1,-2.2,8.68,148.8,
XP_010028052.1,3,1,-2.2,5.86,59,
XP_010038207.1,2.96,1,-2.2,7.11,17.1,
XP_010044042.1,3.17,1,-2.2,6.02,62.3,
XP_010052893.1:reversed,2.85,1,-2.2,5.18,85.4,
XP_010056411.1,3.2,1,-2.2,9.09,38.1,
XP_010069073.1,2.99,1,-2.2,8.67,83.7,
XP_010053507.1,2.87,1,-2.2,7.02,31.8,
XP_018727031.1,3.18,1,-2.2,8.76,53.8,
XP_010032867.1,3.07,1,-2.2,7.69,28,
XP_010053729.1,3.05,1,-2.2,9.12,36.4,
XP_010058027.1,2.95,1,-2.2,6.93,82.7,
XP_010062551.1,3.04,1,-2.2,5.72,54.6,
XP_010062321.1,2.89,1,-2.2,9.06,28.7,
XP_010066122.1,3.11,1,-2.2,10.06,13.1,
XP_018720977.1:reversed,2.99,1,-2.2,6.95,57.6,
XP_018725630.1,2.92,1,-2.2,7.11,45.5,
XP_010056882.1:reversed,2.93,1,-2.2,6.04,85.8,
XP_010025419.1:reversed,2.91,1,-2.2,4.74,36,
XP_018726066.1,2.75,1,-2.2,9.34,27.6,
KCW71723.1,2.93,1,-2.2,4.77,34.2,
XP_010026579.1:reversed,2.63,1,-2.2,5.47,85.6,
XP_010065396.1,2.89,1,-2.2,5.42,50,
XP_010048202.2:reversed,2.63,1,-2.2,8.31,82.6,
XP_010049439.1:reversed,2.53,1,-2.2,9.42,44.5,
XP_010033379.1,2.8,1,-2.2,9.16,49.6,
XP_010036488.1,3.11,1,-2.2,5.51,60,
XP_010069219.1,3.04,1,-2.2,7.01,39.5,
XP_018726692.1,2.87,1,-2.2,6.64,38.9,
XP_010069044.1,3.03,1,-2.1,5.29,109.7,
XP_018718813.1,2.96,1,-2.1,5.93,35.6,
XP_010060532.1,2.82,1,-2.1,9.12,43.1,
XP_010029689.2,3.15,1,-2.1,10.56,22.2,
XP_010038110.1,3.24,1,-2.1,8.82,27.9,
XP_018729868.1,2.98,1,-2.1,7.66,19.3,
XP_018719570.1,3.02,1,-2.1,6.08,238.2,
XP_010028930.1,2.52,1,-2.1,8.77,30.5,
XP_010036760.1,3,1,-2.1,5.29,29.5,
XP_010028830.1,2.94,1,-2.1,6.16,27.3,
XP_010051993.1:reversed,2.93,1,-2.1,8.38,169.9,
XP_010047414.1,3.25,1,-2.1,5.47,45.6,
XP_010035795.1,3.02,1,-2.1,5.31,97.6,
XP_010040326.1,2.96,1,-2.1,7.77,28.3,
XP_010061025.1,2.91,1,-2.1,8.82,61.3,
XP_010043404.1,2.82,1,-2.1,5.16,121.1,
XP_010048643.1,3.14,1,-2.1,5.18,78.7,
XP_010055103.1:reversed,2.68,1,-2.1,5.1,29.7,
XP_010046497.1:reversed,2.91,1,-2.1,6.64,108.3,
XP_018722762.1,2.78,1,-2.1,4.89,21.7,
XP_010031575.1,2.98,2,-2.1,5.58,46.1,
XP_010054013.1,2.61,1,-2.1,7.47,68.4,
XP_010045575.1,3.15,1,-2.1,5.83,24.8,
XP_010070292.1:reversed,2.65,1,-2.1,6.43,28.9,
XP_018724629.1:reversed,3.21,1,-2.1,5.81,140.5,
XP_010029042.1,3.07,1,-2.1,6.08,59.4,
XP_010061470.1,2.93,1,-2.1,8.66,35.7,
XP_010069550.1,3.14,1,-2,5.55,21.9,
XP_010049662.1,3.01,1,-2,7.77,38.5,
XP_010047333.1:reversed,2.9,1,-2,10,33.7,
XP_010061949.1,3.26,1,-2,9.46,68.3,
XP_010056708.2,2.9,1,-2,6.69,124.5,
XP_018730616.1,2.9,1,-2,9.56,50.1,
XP_010025153.1,3.35,1,-2,8.43,26.7,
XP_010044516.1,3.02,1,-2,9.55,35.3,
XP_010063744.1,2.82,1,-2,6.41,16.2,
XP_010025015.1:reversed,2.54,1,-2,5.63,21.6,
XP_010056707.1,3.22,1,-2,4.84,21,
XP_018732045.1:reversed,3.36,3,-2,7.6,53.7,
XP_010042931.1,2.57,1,-2,11.49,15.7,
XP_010068870.1:reversed,3.37,1,-2,8.96,68.6,
XP_010027844.1,2.81,1,-2,5.43,20.4,
XP_018718102.1,3.3,1,-2,6.04,30.7,
XP_018721513.1,3.05,1,-2,7.17,49.6,
XP_010069202.1,3.06,1,-2,4.67,35.1,
XP_018725858.1,2.98,1,-2,9.21,89,
XP_018730184.1:reversed,3.14,1,-2,6.96,19,
XP_010065589.1,3.2,1,-2,8.92,47.8,
XP_010061261.1,2.78,1,-2,6.27,81,
KCW69240.1,3.06,1,-2,6.57,12.9,
XP_010025408.1,3.13,1,-2,8.69,41.2,
XP_010040103.1,3.25,1,-2,5.55,12.2,
XP_010043342.1,3.12,1,-2,5.86,54.3,
XP_010038043.1,2.75,1,-2,8.07,28.3,
XP_010049912.1:reversed,3.11,1,-2,5.53,71.7,
XP_018726547.1,3.06,1,-2,8.67,42.5,
XP_018732230.1,3.02,1,-2,9.28,55.2,
XP_010044903.1,3.02,1,-2,4.62,61.8,
KCW56180.1,3.11,1,-2,9.74,11.7,
XP_010036514.1,3.24,1,-2,6.45,66.5,
XP_010066214.1:reversed,2.93,1,-2,4.67,202.8,
XP_010045145.1,2.9,1,-2,9.29,49.5,
XP_010030670.1:reversed,2.93,1,-2,8.16,63.9,
XP_018726043.1:reversed,3.28,1,-2,8.53,72.7,
XP_010052307.1,3.01,1,-2,9.34,10.9,
XP_010035317.2,3.47,1,-1.9,8.45,61,
XP_010028169.1:reversed,3.07,1,-1.9,9.21,36.9,
XP_010023584.1,2.78,1,-1.9,4.96,36.9,
XP_010061969.1,2.99,1,-1.9,5.4,47.7,
XP_010044349.1,3.18,1,-1.9,6.48,147.7,
XP_018715548.1,2.88,1,-1.9,6.58,44.2,
XP_010030052.1,2.98,1,-1.9,9.59,24.5,
XP_010044110.1,2.83,1,-1.9,8.54,21.7,
XP_010068580.1,3.12,1,-1.9,5.35,98.8,
XP_010052755.1,3.47,2,-1.9,9.41,14.4,
XP_010038985.1,3.03,1,-1.9,5.62,14,
XP_018718550.1,2.9,1,-1.9,5.76,66.3,
XP_010048951.1,2.96,1,-1.9,9.6,25.3,
XP_010025157.1,3.07,1,-1.9,5.79,51.5,
XP_010028655.1,2.98,2,-1.9,8.62,16.6,
XP_010069542.1,2.88,1,-1.9,6.04,27.9,
XP_010054160.1,2.98,1,-1.9,5.43,53.6,
XP_018729866.1,2.61,1,-1.9,7.67,64.9,
XP_010030606.1:reversed,2.86,1,-1.9,6.14,237,
XP_010058217.1:reversed,3.02,1,-1.9,5.96,31.3,
XP_010061751.1,2.86,1,-1.9,9.47,13.8,
XP_010035949.1,3.13,1,-1.9,5.03,31.6,
XP_010025542.1,2.88,1,-1.9,4.27,16.9,
KCW90294.1,2.98,1,-1.9,11.41,13,
XP_010053039.1:reversed,3.01,1,-1.9,6.38,56.4,
XP_010060814.1,3.35,1,-1.9,7.17,109.3,
XP_010034093.1,2.79,1,-1.9,9.84,15.8,
XP_010050737.1,3.2,1,-1.9,4.73,13,
XP_010061456.1,3.02,1,-1.9,5.04,32,
XP_010034121.1,2.85,1,-1.9,7.84,13.1,
XP_010029504.1:reversed,3.2,1,-1.9,6.15,83.9,
XP_010048240.1:reversed,3.13,1,-1.9,5.83,78.6,
ADO23622.1,2.79,1,-1.9,11.91,4.5,
XP_018715409.1,2.85,1,-1.9,6.21,69.5,
XP_018717438.1,2.82,1,-1.9,5.47,41.6,
XP_010053080.1,2.85,1,-1.9,5.51,38.2,
XP_010069100.1,2.92,1,-1.9,4.93,30.9,
XP_010048600.1,2.89,1,-1.9,4.15,11.9,
XP_018727298.1,3.08,1,-1.9,8.82,55.7,
XP_018720846.1:reversed,3.09,1,-1.9,5.62,77.4,
XP_010030012.1,3.25,3,-1.9,5.66,214.5,
XP_018728293.1,3.03,1,-1.9,9.44,15.1,
XP_010063064.1,3.24,2,-1.9,7.75,44,
XP_018726951.1:reversed,3.03,1,-1.9,9.13,72.5,
XP_018724958.1:reversed,3.08,1,-1.9,8.62,53.3,
XP_010035126.1:reversed,2.86,1,-1.9,6.37,33.3,
XP_010047758.1,3.01,1,-1.9,5.28,29.8,
XP_018724771.1:reversed,3.09,1,-1.9,6.26,95.8,
XP_010033760.1:reversed,3.08,1,-1.8,5.16,101,
XP_010069264.1,2.46,1,-1.8,9.1,17.6,
XP_010026009.2,2.9,1,-1.8,5.87,24.9,
XP_010038754.1:reversed,2.76,1,-1.8,5.55,38.6,
XP_010036098.1,3.14,1,-1.8,6.43,39.3,
XP_010026064.1,3.35,1,-1.8,8.66,92.6,
XP_010058480.1,2.87,1,-1.8,6.61,55.4,
XP_010045194.1,3.13,1,-1.8,5.35,20.4,
XP_010049944.2,3.07,1,-1.8,6,108.4,
XP_010037602.1,3.04,1,-1.8,6.38,45.5,
XP_010027772.1,2.77,1,-1.8,7.24,37.3,
XP_010046534.1,2.95,1,-1.8,8.18,50.8,
XP_010058100.1,2.93,1,-1.8,4.67,9.7,
XP_010047490.1:reversed,3.03,1,-1.8,5.42,88,
XP_018727978.1,3.13,1,-1.8,9.08,37.8,
XP_018727197.1,2.99,1,-1.8,8.08,51.6,
XP_010060936.1,2.84,1,-1.8,9.07,24.4,
XP_010040023.1,2.85,1,-1.8,8.46,81,
XP_010070121.1,2.66,1,-1.8,8.5,85,
XP_010031496.1,3.04,1,-1.8,8.12,43.3,
