Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010025542.1,2.82,1,-1.9,4.27,16.9,
XP_010025313.1,3.13,1,-1.9,9.05,58.4,
XP_010062123.1,2.81,1,-1.9,6.1,37.2,
XP_018720824.1,2.79,1,-1.9,6.72,88.8,
XP_010061579.1,2.94,1,-1.9,8.84,39.7,
XP_018719157.1,2.58,1,-1.9,8.39,101.9,
XP_018728118.1,3.32,1,-1.9,6.59,105.2,
XP_010034975.1,2.92,1,-1.8,9.41,12.3,
XP_018728158.1,2.97,1,-1.8,5.6,15.1,
XP_018725918.1,3.08,1,-1.8,4.49,18.4,
XP_018716139.1,3.13,1,-1.8,5.98,157.9,
XP_018716335.1:reversed,3,1,-1.8,5.69,141.2,
XP_018732986.1:reversed,2.78,1,-1.8,5.16,56.5,
XP_010060024.1,3.21,1,-1.8,5.04,54.2,
XP_018724711.1,3.19,2,-1.8,6.3,55,
KCW80424.1:reversed,3.3,1,-1.8,8.66,52.7,
XP_018715629.1:reversed,2.98,1,-1.8,5.22,81.6,
XP_018716481.1,3.16,1,-1.8,6.01,31.9,
XP_018723201.1,3.13,1,-1.8,6.11,37,
XP_010058313.1:reversed,2.95,1,-1.8,7.94,69.7,
XP_010069335.1,3.08,1,-1.8,8.71,42.8,
XP_018723684.1:reversed,3.12,1,-1.8,6.21,38,
XP_010053390.1,3.42,1,-1.8,6.3,31.7,
XP_010057365.1,3.02,1,-1.8,9.69,45.5,
KCW73029.1:reversed,2.83,1,-1.8,6.4,29.9,
XP_010062564.1,2.96,1,-1.8,9.25,45.2,
XP_010070486.1,3.37,1,-1.8,7.27,59.3,
XP_010065160.1,3.11,1,-1.8,5.9,66.1,
XP_010059954.1,2.63,1,-1.8,6.72,38.1,
XP_010053825.1,3.19,1,-1.8,6.4,208.4,
XP_018728198.1,3.11,1,-1.8,7.69,70.6,
XP_010054270.2:reversed,3.16,1,-1.8,7.66,43.5,
XP_010060812.1,2.98,1,-1.8,5.58,25.4,
XP_010048231.2,2.97,1,-1.8,8.52,58.3,
XP_010029641.1:reversed,2.87,1,-1.8,5.33,81.5,
XP_010063062.1,3.1,1,-1.8,9.04,26,
XP_010026609.1,3.06,1,-1.8,6,70.3,
XP_010037132.1:reversed,3.05,1,-1.8,5.38,22.6,
XP_018715150.1,3.18,1,-1.8,5.42,64.7,
XP_010026682.2,3.26,1,-1.8,8.54,47.4,
XP_018729485.1,3.09,1,-1.8,8.44,104.4,
XP_010047466.1:reversed,2.81,1,-1.8,5.71,39.6,
KCW66965.1,2.77,1,-1.8,6.82,17,
XP_018730642.1:reversed,2.97,1,-1.8,4.77,26.1,
XP_010035244.1,2.9,1,-1.7,8.92,55.4,
XP_010057999.1,2.51,1,-1.7,4.86,62.5,
XP_010047775.1:reversed,3.17,2,-1.7,5.86,18.7,
XP_010061812.1,3.2,1,-1.7,6.63,32.8,
XP_018718435.1,3.15,1,-1.7,5.05,15.3,
XP_010050290.1:reversed,2.98,1,-1.7,9.5,23.8,
KCW53640.1,3.12,1,-1.7,7.09,14.4,
XP_010053618.1,2.71,1,-1.7,9.38,33.3,
XP_010028432.1,2.86,1,-1.7,7.7,51.5,
XP_018717746.1,2.75,1,-1.7,10.54,26.5,
XP_010052267.1,2.77,1,-1.7,8.66,34,
XP_010043730.1,3.12,1,-1.7,8.2,37.9,
XP_018730630.1,3.26,1,-1.7,5.41,30.1,
XP_010045083.1,3.04,1,-1.7,9.54,14.3,
XP_010052515.1,3.38,2,-1.7,8.58,19.1,
XP_018722030.1:reversed,2.93,1,-1.7,8.35,45.1,
XP_018723820.1,3.13,1,-1.7,6.39,44.3,
XP_010043207.1:reversed,2.67,1,-1.7,6.27,36.1,
XP_010030575.1:reversed,2.6,1,-1.7,8.91,56.4,
XP_010055880.1,3.39,1,-1.7,5,139.2,
XP_010058970.1,2.93,1,-1.7,5.89,38,
KCW78513.1,3.1,1,-1.7,8.07,62.2,
XP_010066042.1:reversed,2.97,1,-1.7,5.44,35.1,
XP_018716835.1,3.08,1,-1.7,5.81,41.2,
XP_018717910.1,2.78,1,-1.7,5.24,178.4,
XP_018721988.1,2.92,1,-1.7,6.22,22.7,
XP_010025281.1,3.22,1,-1.7,5.85,14.7,
XP_018716910.1,3.35,1,-1.7,6.64,213.9,
XP_018731725.1,2.9,1,-1.7,5.89,37.6,
XP_010035272.1:reversed,2.81,1,-1.7,9.24,136.2,
XP_010025564.1:reversed,2.88,1,-1.7,8.38,32.3,
XP_018726546.1,2.44,1,-1.7,4.6,11.7,
XP_018723445.1:reversed,2.56,1,-1.7,6.94,57.2,
KCW44314.1:reversed,3.32,1,-1.7,4.46,14.9,
XP_010061460.1,2.91,1,-1.7,5.63,20.8,
ADO23591.1,2.66,1,-1.7,6.67,83.1,no description available
XP_018722816.1:reversed,2.84,1,-1.7,5.92,64,
XP_018715793.1,2.9,1,-1.7,5.93,44.9,
XP_010053425.1,3.03,1,-1.7,5.43,85.5,
XP_018724745.1:reversed,2.95,1,-1.7,9.14,78,
XP_010031503.2,2.97,1,-1.7,5.23,91.5,
XP_010032853.1,2.69,1,-1.7,5.31,39.9,
XP_018732042.1,2.54,1,-1.7,6.78,15.7,
XP_010034857.2,3.04,1,-1.7,5.88,35.4,
KCW53510.1,3.05,1,-1.7,8.39,81.4,no description available
XP_010052190.1,3.11,1,-1.7,9.77,20,
XP_018733287.1,2.72,1,-1.7,6.12,85.5,
XP_010054909.1:reversed,3.11,1,-1.7,6.13,56.9,
XP_018716281.1,3.1,1,-1.7,7.2,50.3,
XP_010027818.1,3.22,1,-1.7,9.5,10.2,
XP_010027357.1:reversed,2.86,1,-1.7,6.2,86.7,
XP_010062177.1,3.06,1,-1.7,9.19,20.6,
AIU50956.1,3.08,1,-1.7,6.55,36.6,
XP_010042219.2,2.88,1,-1.7,8.06,42.6,
XP_018731196.1,2.75,1,-1.7,6.5,81.2,
XP_010031910.1:reversed,2.78,1,-1.7,8.74,45.6,
XP_010045009.1:reversed,3.2,1,-1.7,5.44,95.9,
XP_018732305.1,2.45,1,-1.7,9.28,69,
XP_010068631.1:reversed,3.04,1,-1.6,6.42,73.9,
XP_018723232.1,2.74,1,-1.6,5.89,27.1,
XP_010032814.1,2.74,1,-1.6,5.49,32,
XP_018731228.1:reversed,2.89,1,-1.6,4.86,71.4,
XP_010058027.1:reversed,2.88,1,-1.6,6.93,82.7,
KCW73903.1,2.84,1,-1.6,5.04,50.7,
XP_010038167.1,2.66,1,-1.6,6.84,42,
XP_010037443.1:reversed,3.17,1,-1.6,6.34,56.8,
XP_010024724.1,3.11,1,-1.6,5.61,36,
XP_018715524.1,3.21,1,-1.6,10.48,12.1,
XP_018720780.1,3.17,1,-1.6,3.95,13.7,
XP_018716984.1:reversed,2.91,1,-1.6,5.9,139.9,
XP_010028270.1,3.14,1,-1.6,9.4,21.6,
XP_018718515.1:reversed,2.89,1,-1.6,6.73,48.9,
XP_010029077.1,2.86,1,-1.6,6.91,23.3,
XP_010062295.1,2.78,1,-1.6,6.94,51.3,
XP_010060993.1,2.55,1,-1.6,5.27,12.9,
XP_010033744.1,2.89,1,-1.6,9.38,63.5,
XP_010036578.1,3.16,1,-1.6,9.06,83.1,
XP_018728151.1,3.05,1,-1.6,9.58,47.3,
XP_010035132.1,3.2,1,-1.6,5.95,22.1,
XP_010038972.1,2.87,1,-1.6,10.61,36.4,
KCW74858.1,2.95,1,-1.6,9.84,69.2,
XP_010054536.1,2.85,1,-1.6,5.37,58.2,
XP_010026949.2,3.19,1,-1.6,9.05,79.9,
XP_010045312.1,2.95,1,-1.6,5.32,25.6,
XP_010028954.1,3.11,1,-1.6,9.62,21.4,
XP_018731631.1,2.98,1,-1.6,5.21,25,
XP_010034080.1:reversed,2.93,1,-1.6,9.22,47.1,
XP_010052537.1,2.61,1,-1.6,9.39,42.6,
XP_010025398.1:reversed,2.75,1,-1.6,9.37,27.6,
XP_010023416.1,3.29,1,-1.6,5.68,39.6,
XP_018732749.1,2.87,1,-1.6,8.58,132,
XP_010068832.1:reversed,3.16,1,-1.6,8.71,38.2,
XP_010053283.1:reversed,2.97,1,-1.6,5.64,72.8,
XP_010065353.1:reversed,3.05,1,-1.6,7.98,114.9,
XP_010044738.1,2.8,1,-1.6,6.36,40.7,
XP_010035042.1:reversed,2.97,1,-1.6,4.64,30.6,
XP_010046509.1,3.18,1,-1.6,5.24,27.1,
XP_010043823.1,3.1,1,-1.6,5.32,51.9,
XP_018721318.1,2.91,1,-1.6,9.11,73.4,
KCW61689.1,2.89,1,-1.6,8.96,65,
XP_010030201.1,2.96,1,-1.6,6.32,47.5,
XP_010034734.1,3.13,1,-1.6,5.31,125.4,
XP_010061098.1,3.02,1,-1.6,7.78,29.1,
XP_018720848.1,2.99,1,-1.6,4.11,16.8,
XP_010027810.1:reversed,3.01,1,-1.6,5.52,226,
XP_010029817.1,2.96,1,-1.6,9.3,16.9,
XP_010055122.1,2.92,1,-1.6,8.27,84.1,
KCW77156.1,3.05,1,-1.6,8.58,80.8,
XP_010068130.1:reversed,3.03,1,-1.6,6.26,77.2,
XP_010042222.1:reversed,2.74,1,-1.6,6.7,33.6,
XP_010052524.1,3.09,1,-1.6,5.68,27.8,
XP_010058368.1,2.89,1,-1.6,6.69,50.4,
XP_018719340.1,2.49,1,-1.6,8.54,69.1,
XP_018727725.1,2.79,1,-1.6,9.04,18.6,
XP_010041373.1,3.3,1,-1.6,8.8,19.3,
XP_018720582.1:reversed,2.96,1,-1.6,5.65,48.4,
XP_010070215.1,3.01,1,-1.6,7.16,43.6,
XP_018728865.1,3.34,1,-1.6,4.86,54.2,
XP_010033033.1:reversed,2.9,1,-1.6,8.84,63.8,
KCW77218.1:reversed,2.98,1,-1.6,9.26,78.8,
XP_010065796.1:reversed,3.29,1,-1.6,5.95,87.9,
KCW67687.1,3.26,1,-1.6,5.87,106.3,
XP_018717668.1,3.1,1,-1.6,7.51,80.9,
KCW55715.1,2.78,1,-1.6,8.31,29.8,
XP_018721017.1:reversed,2.91,1,-1.6,7.78,138.1,
XP_018731932.1,2.68,1,-1.6,8.68,112.1,
XP_010064091.1,2.58,1,-1.6,9.38,39.3,
XP_018717306.1,2.97,1,-1.6,9.78,13.5,
XP_010062382.1,2.82,1,-1.6,6.12,33.9,
XP_018716896.1,3.06,1,-1.6,5.71,168.4,
XP_010035166.1,2.8,1,-1.6,6.73,42.5,
XP_010053606.1:reversed,3,1,-1.6,8.84,222.9,
XP_018719756.1:reversed,2.92,1,-1.6,8.91,161.3,
XP_010029914.1:reversed,3.07,1,-1.6,7.55,90.5,
KCW72971.1:reversed,3.11,1,-1.6,9.48,45.8,
NP_001306900.1,2.98,1,-1.6,6.15,53.1,
XP_010066267.2,3,1,-1.6,8.46,59.4,
XP_010062964.1,2.59,1,-1.6,6.24,98.4,
XP_010050822.1:reversed,3.07,1,-1.6,8.38,33.7,
XP_010034097.1,2.58,1,-1.6,5.39,54.4,
XP_010066798.1,3.09,1,-1.6,5.85,86.9,
XP_010044064.1,3.03,1,-1.6,9,25.7,
XP_010031859.1,2.91,1,-1.6,8.1,58.6,
ADO23619.1,2.65,1,-1.6,6.56,17.3,
XP_010042991.1,3.03,1,-1.6,6.56,66.7,
XP_010069426.1,2.83,1,-1.6,9.54,35.4,
XP_018722597.1,3.2,1,-1.6,6.41,14.3,
XP_010053694.1:reversed,3.11,1,-1.5,7.88,20.9,
XP_018718573.1,2.71,1,-1.5,9.04,27.5,
XP_018719671.1:reversed,2.83,1,-1.5,5.81,156.1,
XP_010029023.1,3.16,1,-1.5,9.88,24.2,
XP_010060906.1,2.91,1,-1.5,8.25,46.6,
XP_010069867.1,2.89,1,-1.5,8.39,83.2,
XP_010023915.1,2.82,1,-1.5,6.1,22.4,
XP_010025532.1:reversed,3.22,1,-1.5,6.3,41.6,
XP_010050707.2,2.8,1,-1.5,6.65,120.8,
XP_018725268.1,3.03,1,-1.5,6.99,38.1,
XP_010041709.1,3.08,1,-1.5,5.14,35,
XP_010053300.1,2.99,1,-1.5,4.12,29.7,
KCW53725.1,2.89,1,-1.5,9.82,7.3,no description available
XP_018719624.1,3.18,1,-1.5,8.74,29.7,
XP_010061642.1,3.26,1,-1.5,4.93,67.3,
XP_010039827.1,2.96,1,-1.5,6.84,150.6,
XP_010063412.1,2.73,1,-1.5,8.69,67.7,
XP_010045604.1,2.61,1,-1.5,6.59,44.4,
KCW53943.1,2.81,1,-1.5,4.93,41.9,
XP_018720101.1:reversed,2.74,1,-1.5,5.7,60.9,
XP_018726979.1,2.84,1,-1.5,5.44,67.2,
XP_010027574.1:reversed,3.03,1,-1.5,9.34,94.5,
XP_018720067.1:reversed,2.8,1,-1.5,8.9,53,
XP_010030962.1:reversed,3.37,1,-1.5,5.32,24.1,
KCW82254.1:reversed,3,1,-1.5,6.29,74.8,
XP_010032010.1:reversed,3.25,1,-1.5,6.93,92,
XP_010029019.1,3.19,1,-1.5,5.12,114.9,
XP_010027546.1,2.77,1,-1.5,7.97,43.1,
XP_010060496.1,3.2,1,-1.5,4.89,25.8,
XP_018722667.1:reversed,3.13,1,-1.5,5.51,53,
XP_010069727.1,3.39,2,-1.5,6.89,49.1,
XP_018728776.1,2.96,1,-1.5,5.73,203.6,
XP_018731183.1,3.21,1,-1.5,9.29,91.6,
KCW56924.1:reversed,2.82,1,-1.5,10.91,42.6,
XP_010034660.1,2.58,1,-1.5,8.58,56.7,
XP_018719817.1,2.64,1,-1.5,4.65,18.5,
XP_018722559.1:reversed,3.14,1,-1.5,5.98,130.6,
XP_010035162.1,2.28,1,-1.5,6.35,49.1,
XP_010053231.1,2.89,1,-1.5,4.94,99.4,
XP_018719943.1,2.95,1,-1.5,8,59.6,
XP_010029697.1,3.08,1,-1.5,10.9,28.2,
XP_010052019.1,2.93,1,-1.5,4.75,62.2,
XP_018731890.1:reversed,2.91,1,-1.5,8.7,135.7,
XP_010055866.1,3.03,1,-1.5,5.73,18.2,
XP_018718957.1:reversed,3.3,1,-1.5,6.23,211.3,
XP_010065493.1,2.75,1,-1.5,8.55,52.7,
XP_018731441.1:reversed,3.1,1,-1.5,6.63,75.4,
XP_010027530.1,2.99,1,-1.5,4.76,72,
XP_010053709.1:reversed,3.14,1,-1.5,5.42,103.6,
KCW82911.1:reversed,2.94,1,-1.5,10.84,17.4,
XP_010025874.2,2.87,1,-1.5,5.68,53,
XP_010053996.1,3.27,1,-1.5,8.89,43.9,
XP_018728399.1:reversed,2.89,1,-1.5,8.41,36.5,
XP_018730171.1,3.33,1,-1.5,7.97,12.5,
XP_010034959.1,2.71,1,-1.5,9.67,28.5,
XP_010033152.1,3.06,1,-1.5,9.25,11.6,
XP_010044556.1,3.08,2,-1.5,8.52,42.6,
XP_018718863.1:reversed,3.1,1,-1.5,6.52,255,
XP_010056216.1,2.76,1,-1.5,8.7,109.5,
XP_018730228.1:reversed,2.93,1,-1.5,5.3,28.1,
XP_018717679.1:reversed,3.38,1,-1.5,9.33,22.7,
XP_018722155.1,3.19,1,-1.5,8.63,24.9,
XP_010028755.1,3.11,1,-1.5,9.01,44.7,
XP_018732445.1,3.25,1,-1.5,6.91,31.7,
XP_018718599.1,2.77,1,-1.5,9.19,93.9,
XP_010036841.1,2.97,1,-1.5,6.57,108,
KCW80207.1,3.21,1,-1.5,7.55,47.7,
XP_018725545.1,2.68,1,-1.5,8.62,88.7,
XP_010054765.1,2.85,1,-1.5,4.76,26.4,
XP_018715922.1:reversed,3.03,1,-1.5,6.89,63.7,
XP_018726829.1:reversed,3.01,1,-1.5,8.77,14,
XP_018722111.1,3.21,1,-1.5,7.11,23.5,
XP_018727646.1,3.1,1,-1.5,5.21,56.9,
XP_018715237.1:reversed,2.97,1,-1.5,7.06,110.3,
XP_018731503.1,2.87,1,-1.5,4.63,49.2,
KCW79006.1,3.27,1,-1.5,9.2,10,
XP_010068413.1:reversed,3.14,1,-1.5,5.11,43,
XP_010027940.1:reversed,2.83,1,-1.5,8.91,54.9,
XP_010061687.1,3.06,1,-1.5,10.69,72.4,
XP_018720922.1,3.07,1,-1.5,6.32,30.6,
XP_010025950.1,3.19,1,-1.5,7.42,15.7,
XP_010042676.2,2.85,1,-1.4,8.35,52.9,
XP_010069035.1:reversed,3.17,1,-1.4,4.99,90,
XP_010037420.1,3.06,1,-1.4,4.83,46.6,
XP_010048230.1:reversed,2.83,1,-1.4,9.14,56.2,
XP_010070337.1:reversed,3.2,1,-1.4,4.96,21.6,
XP_010063017.1:reversed,2.78,1,-1.4,5,34.4,
XP_010049178.1:reversed,3.07,1,-1.4,6.3,21.8,
KCW60586.1,3.1,1,-1.4,8.38,38.2,
XP_010032852.1,2.84,1,-1.4,5.47,37.6,
XP_010046577.2,2.87,1,-1.4,7.05,106.6,
KCW89080.1,2.87,1,-1.4,8.71,9,
XP_010053732.1:reversed,2.81,1,-1.4,6.11,98.5,
XP_010051930.1,2.88,1,-1.4,6.93,200.4,
XP_010035038.1:reversed,2.89,1,-1.4,5.66,35.7,
XP_018726160.1,3.05,1,-1.4,5.82,122.9,
XP_010067321.1,2.68,1,-1.4,5.38,26.2,
KCW85138.1,2.72,1,-1.4,6.74,48.2,
XP_010041944.1:reversed,3.15,1,-1.4,6.35,38.5,
XP_018722622.1,3.08,1,-1.4,10.07,25.7,
XP_010044856.1:reversed,3.16,1,-1.4,7.63,51.1,
XP_010052040.1,3.17,1,-1.4,9.08,86.5,
XP_018715398.1:reversed,2.5,1,-1.4,5.51,50.2,
XP_018729586.1:reversed,3.1,1,-1.4,5.38,326.7,
XP_010069492.1:reversed,2.84,1,-1.4,6.16,78.5,
XP_018719168.1,3.02,1,-1.4,8.59,75.8,
XP_010032203.1,2.82,1,-1.4,5.12,52,
KCW54010.1:reversed,3.01,1,-1.4,6.38,46.5,
XP_018726547.1:reversed,2.93,1,-1.4,8.67,42.5,
XP_010023854.1,2.93,1,-1.4,8.58,66.5,
XP_010035190.1,3.12,1,-1.4,8.59,32,
XP_010053810.1,3.04,1,-1.4,5.87,78.8,
KCW74948.1,2.8,1,-1.4,9.13,8,
XP_018728998.1:reversed,3.2,1,-1.4,4.95,9.3,
XP_010024151.1:reversed,3.37,1,-1.4,8.78,42.5,
XP_010024463.1,2.59,1,-1.4,6.18,21.8,
XP_018725739.1,2.97,1,-1.4,8.25,71,
XP_010051786.1:reversed,3.29,1,-1.4,8.84,44.1,
XP_018721305.1:reversed,2.74,1,-1.4,6.5,55,
XP_010042531.1:reversed,3.14,1,-1.4,11.98,24.5,
XP_010068481.1,2.72,1,-1.4,9.85,11.4,
KCW82433.1,3.1,1,-1.4,8.97,17,
XP_018719144.1,2.72,1,-1.4,7.59,50.5,
XP_010029321.1:reversed,3.22,1,-1.4,9.03,47.4,
XP_010047325.1,3.09,1,-1.4,5.87,35,
XP_010058808.1:reversed,3.19,1,-1.4,7.98,44.2,
XP_018728174.1:reversed,3.03,1,-1.4,8.78,139.5,
XP_010058052.1,2.98,1,-1.4,5.88,54,
XP_010062976.2,3.27,1,-1.4,9.29,60.9,
XP_018726693.1,3.03,1,-1.4,7.26,58.5,
XP_018726550.1,3.32,1,-1.4,9.32,75.1,
XP_010047370.1,2.49,1,-1.4,5.43,122.3,
XP_018733374.1:reversed,3.23,1,-1.4,5.51,105.7,
XP_018716908.1:reversed,3.31,1,-1.4,9.28,13.3,
XP_010024971.2,2.37,1,-1.4,7.81,35.5,
XP_010056255.1,3.25,1,-1.4,9.55,18,
XP_010061040.1,3.02,1,-1.4,7.05,98.1,
KCW49724.1:reversed,3.1,1,-1.4,6.05,27.3,
XP_010050951.1,2.99,1,-1.4,6.39,11.8,
XP_018729467.1,2.85,1,-1.4,5.9,110.8,
XP_010024232.1:reversed,3.32,1,-1.4,5.1,206.8,
XP_010028810.1,2.71,1,-1.4,8.45,28.2,
XP_010028863.1,2.87,1,-1.4,5.59,64,
KCW46766.1,3.03,1,-1.4,7.13,134.4,
XP_010067543.1,3.11,1,-1.4,5.96,192.5,
XP_010061180.1,2.91,1,-1.4,7.7,128.7,
XP_010057220.1,3.31,1,-1.4,4.71,22.3,
XP_018719921.1,2.86,1,-1.4,6.45,23.5,
XP_010038689.1,2.93,1,-1.4,6.12,37.5,
XP_018718036.1,2.98,1,-1.4,5.28,24.4,
XP_018727928.1,2.89,1,-1.4,9.58,34,
KCW82638.1:reversed,3.27,1,-1.4,9.46,19.6,
XP_010055406.1:reversed,3.18,1,-1.4,5.46,33.8,
XP_010034607.2:reversed,2.94,1,-1.4,6.01,66.5,
XP_018730816.1,3.06,1,-1.4,8.65,52.5,
XP_010033039.1,2.74,1,-1.4,9.6,37.4,
XP_018730012.1,2.99,1,-1.4,6.46,58.6,
XP_010030027.1:reversed,2.81,1,-1.4,6.21,22.3,
KCW72167.1:reversed,3.09,1,-1.4,4.84,39.4,
XP_010030671.1:reversed,2.49,1,-1.4,7.54,64.8,
XP_018725601.1:reversed,2.84,1,-1.4,6.56,99.2,
XP_010062973.1,2.87,1,-1.4,4.53,17.3,
XP_010030090.1:reversed,3.15,1,-1.4,4.96,58.2,
XP_010044528.1,3.03,1,-1.4,7.84,61.5,
XP_018722819.1,2.86,1,-1.4,6.51,149.9,
XP_010059043.1:reversed,2.91,1,-1.4,8.09,131.9,
XP_018716008.1:reversed,3.01,1,-1.4,5.79,154,
XP_010061070.1,3.04,1,-1.4,9.6,34.8,
XP_018723585.1,2.85,1,-1.4,9.45,51.8,
KCW70338.1:reversed,2.76,1,-1.4,7.83,10.1,
XP_010065408.1,3.03,1,-1.4,6.46,128.9,
KCW57202.1,2.66,1,-1.4,6.72,11.7,
XP_010052986.1,3.34,1,-1.4,6.79,98.4,
XP_010030876.1,3.1,1,-1.4,5.06,108,
XP_010059243.1:reversed,2.92,1,-1.4,6.72,114.9,
XP_010065822.1,2.77,1,-1.4,5.57,109.2,
XP_010055251.1,3.25,1,-1.4,8.94,40,
XP_010032336.1:reversed,2.82,1,-1.4,9.1,40.2,
XP_010027806.1,3.06,1,-1.4,4.67,75.6,
XP_018718646.1:reversed,2.98,1,-1.4,9.41,56.3,
XP_010064510.1,3.05,1,-1.4,8.93,66.5,
XP_010034564.1:reversed,2.9,1,-1.4,6.35,89.4,
XP_018721046.1,2.85,1,-1.4,10.5,36.2,
XP_010059678.1,2.93,1,-1.4,8.49,70.3,
XP_010055269.2:reversed,2.94,1,-1.4,8.35,108.7,
XP_018727701.1:reversed,2.88,1,-1.4,9.9,17.8,
XP_010067174.1:reversed,2.91,1,-1.4,6.14,43.1,
XP_010067820.1,2.71,1,-1.4,9.06,38.8,
XP_010063633.1,2.92,1,-1.4,8.55,67.4,
XP_010065283.1,3.18,1,-1.4,8.22,74.4,
XP_010042046.1:reversed,3.09,1,-1.4,8.81,108.8,
XP_010029866.1,2.78,1,-1.4,9.17,19.5,
XP_010028527.1:reversed,2.9,1,-1.4,9.67,38.9,
XP_010064857.1:reversed,2.73,1,-1.4,5.48,19.8,
XP_010062320.1:reversed,2.97,1,-1.4,8.99,47.8,
XP_018723516.1:reversed,3.3,1,-1.4,7.06,16.1,
XP_010045328.1:reversed,3.03,1,-1.4,7.37,54.7,
XP_018727704.1,2.86,1,-1.4,7.47,73.3,
XP_018727218.1:reversed,2.66,1,-1.4,6.32,32.4,
XP_010033232.1:reversed,2.86,1,-1.4,6.16,35.2,
XP_010062245.1:reversed,3.04,1,-1.3,6.2,37.3,
XP_010046891.1:reversed,3.29,1,-1.3,9.32,32.6,
XP_018718643.1:reversed,2.95,1,-1.3,10.19,17.5,
XP_018725823.1,3.16,1,-1.3,8.09,60.3,
XP_010067679.1:reversed,3.12,1,-1.3,5.24,37.5,
XP_010032795.1,2.99,1,-1.3,6.64,116.6,
XP_010060644.1:reversed,3.35,1,-1.3,6.13,51.7,
XP_010030627.1,2.97,1,-1.3,5.98,22.1,
XP_010053556.1:reversed,3.04,1,-1.3,5.62,30,
XP_010059868.1,3.2,1,-1.3,9.05,58.3,
XP_010048848.1:reversed,3.28,1,-1.3,5.26,161.1,
XP_018727495.1,3.21,1,-1.3,6.95,50.7,
XP_010034072.1,3.1,1,-1.3,7.52,46.2,
XP_010055509.1:reversed,2.95,1,-1.3,6.76,37.8,
XP_010027930.1:reversed,3.31,1,-1.3,5.57,61.5,
KCW54324.1,2.86,1,-1.3,5.45,14.7,
XP_018727805.1,3.07,1,-1.3,7.36,26.2,
KCW45320.1:reversed,2.88,1,-1.3,5.96,37.4,
XP_010050715.1,2.96,1,-1.3,6.27,37,
XP_018721910.1:reversed,2.85,1,-1.3,6.16,19.1,
XP_010067707.1,3.16,1,-1.3,8.15,113.5,
XP_010061572.1:reversed,2.95,1,-1.3,9.34,77.3,
XP_018718809.1,2.74,1,-1.3,5.99,72.5,
XP_010040767.1:reversed,2.72,1,-1.3,6.8,75.2,
XP_010049094.1,2.83,1,-1.3,6.19,109.7,
XP_010034053.1,2.77,1,-1.3,5.07,87.8,
XP_018733166.1,2.92,1,-1.3,5.73,18.2,
XP_010065640.1,3.07,1,-1.3,8.73,31.3,
XP_010037827.1:reversed,3.05,1,-1.3,6.6,76,
XP_018725051.1:reversed,2.47,1,-1.3,8.65,134.2,
XP_010061397.1,3.16,1,-1.3,6.58,71.3,
XP_018724450.1,3,1,-1.3,5.84,103.8,
XP_010038667.1,2.87,1,-1.3,8.61,62.2,
XP_010025251.1:reversed,3.05,1,-1.3,8.79,31.2,
XP_010043915.1:reversed,2.9,1,-1.3,5.65,125.8,
XP_010059541.1:reversed,2.49,1,-1.3,5.72,29,
XP_010036915.1,3,1,-1.3,7.69,32.2,
XP_010069675.1:reversed,2.84,1,-1.3,5.46,126,
XP_018730298.1,2.79,1,-1.3,9.41,80.6,
XP_018715685.1,2.8,1,-1.3,8.17,99.6,
XP_010024149.1:reversed,3.09,1,-1.3,5.79,76.1,
XP_010036076.1,2.84,1,-1.3,6.9,56.1,
KCW87504.1:reversed,3.25,1,-1.3,5.3,32.4,
KCW72178.1,2.96,1,-1.3,6.92,14.2,
XP_010040652.1,2.76,1,-1.3,8.25,76.6,
XP_010055809.1,2.72,1,-1.3,8.69,21.1,
ADO23639.1,3.05,1,-1.3,9.42,11.3,
XP_010045732.1:reversed,3.29,1,-1.3,6.25,69.7,
XP_010063471.1:reversed,3.19,1,-1.3,5.66,30.8,
XP_010054359.1,2.3,1,-1.3,7.67,36.5,
XP_010046618.1,2.66,1,-1.3,8.22,34.6,
XP_010047141.1,3.1,1,-1.3,5.61,74.9,
KCW72544.1,2.95,1,-1.3,8.72,7.6,
XP_010057541.1,2.86,1,-1.3,5.64,107.3,
XP_010058731.1,2.99,1,-1.3,8.59,69.9,
XP_018717933.1,2.92,1,-1.3,8.55,59.4,
XP_018723828.1,2.85,1,-1.3,7.49,135.9,
XP_010042897.2,2.76,1,-1.3,5.77,41.1,
XP_018733001.1,3.11,1,-1.3,6.03,265.6,
XP_010059954.1:reversed,2.95,1,-1.3,6.72,38.1,
XP_010063760.1,2.85,1,-1.3,5.5,25.7,
XP_018721674.1,2.99,1,-1.3,5.03,86.3,
XP_010035197.1:reversed,2.88,1,-1.3,9.13,69.1,
XP_010030002.1,3.22,1,-1.3,6.11,30.3,
XP_010048569.1,3.07,1,-1.3,9.16,52.5,
XP_010051556.1:reversed,2.91,1,-1.3,6.76,53.7,
XP_010069401.1:reversed,3,1,-1.3,6.61,38,
XP_018726110.1:reversed,3.07,1,-1.3,5.43,17.9,
XP_010041444.1:reversed,2.68,1,-1.3,6.23,27.4,
XP_010050439.1,3.07,1,-1.3,6.53,10.9,
XP_018726190.1:reversed,3.19,1,-1.3,9.14,47.8,
XP_010032729.1,3.12,1,-1.3,5.51,121.7,
XP_018721040.1,3.13,2,-1.3,9.23,10.6,
