Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_018720255.1,2.95,1,-1.4,7.55,75.3,
XP_010038122.1,2.96,1,-1.4,4.87,36.2,
XP_010048364.1:reversed,3.24,1,-1.4,7.44,64.5,
XP_010064092.1,2.96,1,-1.4,4.97,45.5,
XP_010054291.1:reversed,3.06,1,-1.4,8.84,80.3,
KCW70401.1:reversed,2.89,1,-1.4,4.71,90.3,
XP_018731517.1,3.09,1,-1.4,5.75,58,
KCW44593.1,3.25,1,-1.4,6.09,75.1,
XP_018722743.1,3.17,1,-1.4,5.88,65.9,
XP_010051362.2:reversed,2.62,1,-1.4,5.97,139.4,
XP_018715545.1,2.8,1,-1.4,9.53,17.8,
XP_010063106.1,2.8,1,-1.4,5.35,75.8,
KCW78955.1:reversed,3.14,1,-1.4,6.5,29,
XP_010055859.1,3.23,1,-1.4,7.15,67.4,
XP_010068403.1,3.23,1,-1.4,4.83,23.2,
KCW80908.1:reversed,2.9,1,-1.4,6.28,21.8,
KCW62939.1,3.1,1,-1.4,6.73,120.2,no description available
XP_018732793.1,3.15,1,-1.4,6.13,39.4,
XP_010062908.1:reversed,3.11,1,-1.4,9.04,137.5,
XP_018727113.1,2.77,1,-1.4,10.62,12.8,
XP_018733287.1,3.02,1,-1.4,6.12,85.5,
XP_018718304.1,2.62,1,-1.4,6.7,49.4,
XP_018718174.1,3.15,1,-1.4,6.28,14.2,
XP_010026962.1:reversed,3.19,1,-1.4,5.1,83.3,
XP_018726646.1:reversed,3.04,1,-1.4,6.3,410.6,
XP_010065991.1,2.58,1,-1.4,4.14,12.5,
XP_018725766.1:reversed,2.85,1,-1.4,7.72,33.2,
XP_018719468.1,2.9,1,-1.4,5.45,77.8,
XP_018715813.1:reversed,2.82,1,-1.4,9.98,47.4,
KCW54840.1,3,1,-1.4,5.56,36.2,
XP_018730761.1,3.23,1,-1.4,9.38,50.7,
XP_010031237.2:reversed,2.83,1,-1.4,5.21,49,
XP_018720397.1,3.02,1,-1.4,8.11,54.2,
XP_010048618.1,3.17,1,-1.4,8.15,58.5,
XP_010066007.1,3.17,1,-1.4,6.08,116.4,
XP_010055465.1,2.92,1,-1.4,7.44,53.1,
XP_018716745.1:reversed,3.01,1,-1.4,8.77,96.5,
XP_018731421.1,2.87,1,-1.4,5.02,401.9,
XP_010049731.1,3.04,1,-1.4,4.96,51.8,
XP_010062665.1,2.85,1,-1.4,7.16,60.1,
XP_010061947.1,2.63,1,-1.4,5.51,37.9,
XP_010037025.1,2.77,1,-1.4,9.07,77,
XP_010030022.1:reversed,3.04,1,-1.4,5.86,141.6,
XP_010035155.1,2.82,1,-1.4,5.64,39.6,
XP_018732893.1:reversed,3.36,1,-1.4,11.3,27.9,
XP_010050132.2,2.93,1,-1.4,6.73,93.1,
XP_010054535.1,2.41,1,-1.4,10.69,37.3,
KCW59635.1,3.08,1,-1.4,6,24,
XP_010051520.1:reversed,2.95,1,-1.4,9.52,50.1,
KCW66349.1:reversed,3.11,1,-1.4,5.59,28.7,
XP_010028912.1,2.91,1,-1.4,7.18,58.8,
XP_018730828.1:reversed,3.2,1,-1.4,8.39,55.9,
XP_010045169.1,2.84,1,-1.4,10,45.8,
XP_010046221.1,3.06,1,-1.4,8.83,63.2,
KCW75314.1,3.23,1,-1.4,8.53,13,
XP_018731024.1:reversed,2.79,1,-1.4,6.37,184.8,
KCW72530.1,2.77,1,-1.4,6.23,8.5,
XP_018731439.1:reversed,3.22,1,-1.4,8.48,21.4,
XP_018724234.1,2.87,1,-1.4,6.18,27.9,
XP_018725360.1,3.23,1,-1.4,5.32,26.6,
XP_010042372.1:reversed,2.93,1,-1.4,8.45,39.2,
XP_010049573.1,3.01,1,-1.4,5.62,113.2,
KCW63068.1:reversed,2.46,1,-1.4,9.03,60.3,
XP_018721599.1:reversed,3.06,1,-1.4,9.08,95.4,
KCW54523.1:reversed,3.02,1,-1.4,6.13,24.8,
XP_010066214.1:reversed,2.73,1,-1.4,4.67,202.8,
XP_010029630.1:reversed,3.14,1,-1.4,8.49,97.7,
XP_018729878.1:reversed,3.05,1,-1.4,9.61,51.7,
XP_010068851.1:reversed,3.27,1,-1.4,4.29,33.6,
XP_010035061.1,3.03,1,-1.4,8.85,48.5,
KCW63011.1,2.85,1,-1.4,10.8,16.3,no description available
KCW47722.1:reversed,3.02,1,-1.4,9.83,45.7,
XP_018732668.1,3.12,1,-1.3,4.38,9.4,
XP_018724745.1,3.06,1,-1.3,9.14,78,
XP_010064088.1:reversed,3.07,1,-1.3,6.75,46.5,
XP_010054473.1,2.98,1,-1.3,4.97,51.8,
XP_018728273.1,3.13,1,-1.3,7.93,141.7,
XP_018719987.1:reversed,3.25,1,-1.3,8.86,34.4,
XP_010058313.1:reversed,3.15,1,-1.3,7.94,69.7,
KCW45009.1,2.69,1,-1.3,11.49,10.3,
XP_010044717.1:reversed,3.1,1,-1.3,8.24,79.9,
XP_018733382.1,3.08,1,-1.3,9.07,36,
KCW90769.1,2.83,1,-1.3,9.1,10.8,
XP_010031252.1,2.97,1,-1.3,8.32,30.9,
XP_018720666.1,3.25,1,-1.3,9.2,23.1,
XP_010029560.1:reversed,3.35,1,-1.3,6.04,61.6,
KCW84647.1,3.25,1,-1.3,6.96,98.9,
XP_010042017.2,2.49,1,-1.3,5.83,43.7,
XP_018727884.1,3.12,1,-1.3,8.06,65.3,
sp|TAU_HUMAN|:reversed,2.79,1,-1.3,6.25,78.7,
XP_010050477.1,2.6,1,-1.3,6.07,80,
XP_018728501.1,2.86,1,-1.3,4.76,23.1,
XP_010035145.1,2.95,1,-1.3,6.47,59.4,
KCW90221.1:reversed,3.01,1,-1.3,9.13,41.2,
XP_010062501.1:reversed,3.05,1,-1.3,7.48,36.6,
XP_010057074.1,2.68,1,-1.3,9.01,42.2,
XP_010036902.1:reversed,2.91,1,-1.3,5.5,107.3,
XP_010064908.1:reversed,3.14,1,-1.3,5.95,46.6,
XP_010036907.1,3.03,1,-1.3,4.95,50.1,
XP_010055460.2,3.38,1,-1.3,6.95,193.3,
XP_018730844.1,3.24,1,-1.3,8.25,64.1,
XP_010049769.1,2.97,1,-1.3,5.08,57.1,
XP_018727821.1:reversed,2.86,1,-1.3,11.25,24.6,
XP_010060982.1:reversed,3.05,1,-1.3,7,58.2,
XP_018721655.1,3.11,1,-1.3,6.25,115.5,
XP_010042271.1:reversed,3.04,1,-1.3,6.46,34.6,
XP_010067320.1:reversed,3.35,1,-1.3,6.11,159.3,
XP_010052459.1:reversed,2.71,1,-1.3,5.47,49.3,
XP_010027661.1,2.63,1,-1.3,9.14,221,
XP_010045900.2,3.28,1,-1.3,9.43,22.3,
XP_018728288.1,2.78,1,-1.3,6.62,142.2,
XP_018716389.1,2.92,1,-1.3,5.97,44.9,
KCW80160.1:reversed,3.1,1,-1.3,9.51,8.3,
XP_010027927.2:reversed,3.01,1,-1.3,6.68,79.9,
XP_010051711.1,2.88,1,-1.3,6.06,51.7,
XP_010034296.1:reversed,2.95,1,-1.3,6.49,51.5,
XP_018719157.1,3.03,1,-1.3,8.39,101.9,
XP_010064766.1:reversed,3.05,1,-1.3,7.14,86,
XP_018730976.1:reversed,3.15,1,-1.3,6.13,129.7,
XP_010060532.1,3.13,1,-1.3,9.12,43.1,
XP_018725497.1:reversed,2.96,1,-1.3,4.95,62.7,
XP_010029044.1:reversed,3.17,1,-1.3,5.85,28.8,
XP_010053327.1:reversed,2.78,1,-1.3,8.36,36.5,
XP_010031192.1:reversed,2.92,1,-1.3,5.34,192.9,
XP_018717414.1:reversed,3.1,1,-1.3,7.98,107.1,
XP_018730452.1,3.04,1,-1.3,8.02,65.8,
XP_018717922.1,2.66,1,-1.3,6.08,150.6,
KCW84654.1,2.54,1,-1.3,8.23,13.1,
XP_018731576.1,3.16,1,-1.3,4.62,151.8,
XP_018721832.1:reversed,3.09,1,-1.3,5.32,85.6,
XP_018716368.1,2.87,1,-1.3,6.1,125.5,
KCW59332.1:reversed,2.81,1,-1.3,10.09,8.2,
KCW63738.1,3.28,1,-1.3,11.9,10.4,
XP_010028579.1:reversed,2.76,1,-1.3,5.12,106.5,
KCW68095.1:reversed,2.82,1,-1.3,6.27,66.7,
XP_010030002.1,2.85,1,-1.3,6.11,30.3,
XP_018724052.1:reversed,2.92,1,-1.3,5.88,165.6,
XP_010032434.1:reversed,3.05,1,-1.3,8.9,58.3,
KCW50585.1,3.16,1,-1.3,9.43,8.9,
XP_010059933.1,2.9,1,-1.3,9.4,53,
XP_010031094.1,2.87,1,-1.3,10.94,14.9,
XP_010067310.1:reversed,2.83,1,-1.3,7.73,52.2,
XP_018724721.1:reversed,2.95,1,-1.3,5.08,35.8,
XP_010043237.1,3.06,1,-1.3,5.05,31.2,
XP_010062973.1,2.91,1,-1.3,4.53,17.3,
XP_010047367.1,3.26,1,-1.3,8.44,25.8,
XP_018718089.1:reversed,3.2,1,-1.3,6.46,189.9,
XP_010045321.1,3.01,1,-1.3,5.57,41.2,
XP_010058034.1,2.87,1,-1.3,7.2,94.6,
XP_010064644.1:reversed,3.31,1,-1.3,5.4,93,
XP_018718765.1,3.14,1,-1.3,5.51,53.5,
XP_010056814.1,2.84,1,-1.3,6.95,52.6,
XP_010040313.1,3.05,1,-1.3,10.67,12.8,
XP_010028100.1:reversed,3.11,1,-1.3,8.8,29.7,
XP_018728009.1:reversed,2.96,1,-1.3,9.39,132.9,
XP_018728524.1:reversed,2.9,1,-1.3,9,32.3,
XP_018731602.1:reversed,3.12,1,-1.3,8.6,175.6,
XP_010027449.1,2.72,1,-1.3,7.79,72.3,
XP_018720502.1,2.83,1,-1.3,9.61,71.3,
XP_010026155.1:reversed,3.18,1,-1.3,6.77,20.7,
KCW70434.1:reversed,2.9,1,-1.3,5.37,40.5,
XP_018723400.1,2.87,1,-1.3,8.17,38,
XP_010052010.1,3.21,1,-1.3,9.34,39.6,
XP_010031326.1:reversed,2.9,1,-1.3,4.78,43.5,
XP_018718015.1:reversed,2.81,1,-1.3,7.54,151.7,
XP_010032339.1:reversed,2.78,1,-1.3,5.77,140.7,
KCW80599.1:reversed,2.97,1,-1.3,6.83,35.7,
XP_010030027.1,3.34,1,-1.3,6.21,22.3,
XP_010038030.1,2.95,1,-1.3,5.64,53.2,
XP_018724859.1,2.72,1,-1.3,5.63,10,
XP_010054391.2,3.24,1,-1.3,9.23,55.9,
XP_010039473.2,3.19,1,-1.3,6.92,45.8,
XP_010030628.1,3.07,1,-1.3,9.53,47.1,
XP_018725938.1,2.75,1,-1.3,4.89,79.6,
XP_010061074.1:reversed,3.14,1,-1.3,5.87,46.9,
XP_010061171.2:reversed,2.8,1,-1.3,5.94,72.6,
XP_018723246.1,2.8,1,-1.3,8.18,77.6,
XP_018725539.1,2.93,1,-1.3,6.81,61.5,
XP_010069829.1:reversed,3.09,1,-1.3,5.11,40.5,
XP_018732766.1,3.17,1,-1.3,5.07,13.8,
XP_018724819.1:reversed,3.34,1,-1.3,5.79,52.5,
XP_018716570.1:reversed,3.02,1,-1.3,9.24,38.3,
KCW80280.1,3.08,1,-1.3,9.63,12.9,
XP_018725487.1,2.97,1,-1.3,8.81,102.1,
XP_010035707.1,3.3,1,-1.3,4.99,36.9,
XP_010024686.1,3.22,1,-1.3,9.46,36.4,
XP_018716520.1,3.15,1,-1.3,5.09,49.6,
XP_010049867.1,2.75,1,-1.3,6.16,67.6,
XP_010067843.1,3,1,-1.3,6.11,91.6,
XP_010038418.1,2.78,1,-1.3,8.98,31.9,
XP_018724986.1:reversed,2.76,1,-1.3,6.52,52.9,
XP_018726862.1:reversed,3.2,1,-1.3,6.28,188.1,
KCW50482.1,3.21,1,-1.3,9.38,34,
XP_010060846.1,3.26,1,-1.3,5.86,93.9,
XP_010037521.1,2.73,1,-1.3,9.48,80.1,
XP_018726471.1,2.71,1,-1.3,8.25,23.5,
XP_018717390.1,2.98,1,-1.3,6.13,25.5,
XP_010029146.1,3.21,1,-1.3,7.72,11.2,
XP_010032291.1:reversed,3.04,1,-1.2,7.17,45,
XP_018723017.1,3.04,1,-1.2,4.85,15.5,
XP_018715886.1,3.23,1,-1.2,5.93,36.3,
XP_010028085.1:reversed,2.9,1,-1.2,8.85,68.3,
XP_018731670.1,3.2,1,-1.2,11.47,16.1,
KCW84020.1,2.65,1,-1.2,9.07,18.7,
XP_010060417.1:reversed,3.13,1,-1.2,5.32,101.2,
XP_018719123.1:reversed,3.28,1,-1.2,6.71,106.3,
XP_018725070.1:reversed,2.87,1,-1.2,8.96,96.6,
XP_010031419.1:reversed,3.06,1,-1.2,8.88,132.9,
XP_010069078.1:reversed,3.1,1,-1.2,7.27,49,
XP_010059362.1,3,1,-1.2,5.72,53.7,
XP_010043968.1,3.18,1,-1.2,7.29,127.3,
KCW61179.1:reversed,2.93,1,-1.2,8.87,63.6,
XP_010023485.1,3.15,1,-1.2,9.01,55.8,
XP_010049920.1:reversed,2.98,1,-1.2,5.88,205.1,
KCW61704.1:reversed,3.39,1,-1.2,8.26,46.7,
XP_018718367.1,3.11,1,-1.2,9.71,14.5,
KCW59339.1,3.13,1,-1.2,7.91,13.6,
XP_010052378.1,2.89,1,-1.2,9.89,23.7,
XP_010048557.1:reversed,3.2,1,-1.2,9.23,56,
KCW60771.1:reversed,3.22,1,-1.2,6.37,61.8,
XP_010035337.1:reversed,3.17,1,-1.2,4.68,31.6,
KCW88020.1,3.02,1,-1.2,6.08,31.2,
XP_010063750.1,2.73,1,-1.2,8.74,42.1,
XP_010045324.1:reversed,2.82,1,-1.2,8.74,87,
XP_010054244.1:reversed,2.75,1,-1.2,6.54,110,
XP_018731963.1:reversed,3.06,1,-1.2,5.42,33.5,
XP_010026965.1:reversed,3.11,1,-1.2,7.88,18.7,
XP_018720158.1:reversed,2.87,1,-1.2,6.9,103.4,
XP_010052797.2,2.76,1,-1.2,9.13,46.1,
XP_018717110.1:reversed,3.12,1,-1.2,5.28,65.7,
XP_010028217.1,2.88,1,-1.2,7.67,34.6,
XP_010025222.1,2.93,1,-1.2,5.29,40.5,
XP_010033637.1,2.91,1,-1.2,5.53,50.3,
KCW74012.1:reversed,3.06,1,-1.2,5.89,37.3,
XP_010041925.1:reversed,3,1,-1.2,11.9,15.8,
XP_018725119.1:reversed,2.95,1,-1.2,7.98,56.4,
XP_010048663.1:reversed,3.16,1,-1.2,6.35,104.9,
KCW61044.1:reversed,3.13,1,-1.2,7.41,63.2,
KCW70338.1,2.82,1,-1.2,7.83,10.1,
XP_018730516.1,3.11,1,-1.2,7.52,130.7,
XP_010040539.2,3.14,1,-1.2,6.93,66,
XP_018726647.1,2.77,1,-1.2,8.26,82.8,
XP_010037618.1,2.84,1,-1.2,9.68,25.3,
XP_018715509.1,3.23,1,-1.2,7.2,32.5,
XP_010049196.1,3.12,1,-1.2,6.44,114.4,
XP_010025833.1,3.07,1,-1.2,8.6,22.5,
XP_010066981.1,2.69,1,-1.2,9.08,38.2,
XP_018732951.1,3.17,1,-1.2,5.49,321.3,
XP_010068686.1,2.94,1,-1.2,5.72,49.8,
XP_010069048.1,3.26,1,-1.2,6.43,85.8,
XP_018717948.1,2.91,1,-1.2,6.27,109.5,
XP_010064354.2,3.05,1,-1.2,6.61,132.1,
KCW44458.1,3.24,1,-1.2,7.72,22.2,
XP_010049912.1:reversed,3.08,1,-1.2,5.53,71.7,
XP_018728074.1:reversed,3.24,1,-1.2,11.31,26,
XP_010064026.1:reversed,3.02,1,-1.2,5.53,111.2,
XP_018729890.1:reversed,3.08,1,-1.2,9.3,69.3,
XP_018727541.1,3.15,1,-1.2,5.95,33.1,
XP_010040148.2,2.87,1,-1.2,8.25,40.3,
XP_010054065.1:reversed,2.96,1,-1.2,10.34,21,
XP_010031322.1,3.23,1,-1.2,6.86,18.2,
XP_010024426.1:reversed,2.78,1,-1.2,6.18,138.6,
XP_010067719.1,2.93,1,-1.2,4.92,19.9,
XP_010063890.1:reversed,3.03,1,-1.2,8.57,28.1,
XP_018726907.1:reversed,3.06,1,-1.2,5.07,52.3,
XP_010059205.2,2.89,1,-1.2,6.08,257.2,
XP_010046657.2,3.02,1,-1.2,9.13,43.8,
XP_018725943.1,2.52,1,-1.2,4.46,12.1,
XP_010049474.1,3.25,1,-1.2,8.3,42.4,
XP_010070046.1,2.29,1,-1.2,9.41,54.8,
XP_010041306.2:reversed,2.98,1,-1.2,8.91,15.5,
XP_018725591.1:reversed,3,1,-1.2,8.61,73.3,
KCW67008.1:reversed,2.67,1,-1.2,9.76,39.7,
XP_010059796.1:reversed,2.83,1,-1.2,6.11,37.3,
XP_018732936.1:reversed,2.62,1,-1.2,6.06,152.8,
XP_010067479.1:reversed,3.04,1,-1.2,9.26,38,
XP_010053265.2,2.99,1,-1.2,8.96,37.8,
KCW73369.1,3.05,1,-1.2,8.2,123.8,
KCW79239.1:reversed,2.77,1,-1.2,10.04,16,
XP_010040729.1,3.15,1,-1.2,6.04,34.6,
XP_010033160.1:reversed,3.35,1,-1.2,8.95,44.7,
XP_018733099.1,2.73,1,-1.2,6.84,91.3,
XP_010063470.1,2.88,1,-1.2,5.3,11.2,
XP_010046749.1:reversed,3.13,1,-1.2,6.71,89.7,
XP_010055877.1:reversed,3.1,1,-1.2,8.27,37.9,
XP_010047156.1:reversed,2.82,1,-1.2,6.7,185.7,
XP_010027727.1,3.1,1,-1.2,7.88,24.7,
XP_018721017.1,3.06,1,-1.2,7.78,138.1,
XP_010031701.1:reversed,3.13,1,-1.2,6.12,199.1,
XP_018725795.1:reversed,2.74,1,-1.2,8.3,102.7,
XP_018716684.1,3.01,1,-1.2,9.54,33.9,
XP_010028701.1,3.03,1,-1.2,8.91,37.2,
XP_018726249.1,2.61,1,-1.2,6.2,21.8,
XP_018721888.1:reversed,2.91,1,-1.2,8.98,30.7,
XP_010058798.2,2.9,1,-1.2,8.65,20.6,
XP_010038991.1:reversed,2.85,1,-1.2,5,50.6,
XP_010037104.1,2.99,1,-1.2,6.26,51.1,
KCW83610.1,3.04,1,-1.2,4.92,16.7,
KCW80072.1,3.16,1,-1.2,6.36,92.4,
XP_010027361.2,3.19,1,-1.2,5.66,90.2,
XP_018715288.1:reversed,2.97,1,-1.2,6.18,114.7,
XP_010026297.1:reversed,3.19,1,-1.2,6.26,27.9,
XP_018730288.1,2.98,1,-1.2,6.77,75.9,
XP_010045991.1:reversed,2.82,1,-1.2,5.05,25.3,
XP_010044484.1:reversed,2.88,1,-1.2,8.26,61.3,
XP_018729774.1,3.26,2,-1.2,9.16,27.3,
XP_010040807.1,3.16,1,-1.2,10.07,18.1,
KCW62741.1,2.88,1,-1.2,9.27,13.4,
XP_010065309.1:reversed,2.95,1,-1.2,8.38,108.4,
XP_010044762.1,3.24,1,-1.2,9.23,34.1,
XP_010044543.1,2.8,1,-1.2,6.05,58,
XP_010054219.1,2.76,1,-1.2,7.85,79.5,
XP_018731690.1:reversed,2.98,1,-1.2,5.55,98.9,
XP_010052705.1:reversed,3.13,1,-1.2,7.66,36.6,
XP_018716857.1:reversed,3.21,1,-1.2,4.88,35.5,
XP_010038977.1,3.15,1,-1.2,8.72,40.6,
XP_010033012.1,2.86,1,-1.2,7.08,28.5,
XP_010055306.1,2.96,1,-1.2,4.27,183.1,
XP_010069910.1:reversed,2.85,1,-1.2,8.54,40.4,
KCW46634.1,3.06,1,-1.2,9,38,
XP_010038988.2,2.51,1,-1.2,9.35,29.4,
XP_010066858.1,2.89,1,-1.2,4.93,26.4,
XP_010032091.1:reversed,2.78,1,-1.2,5.93,41.7,
XP_010039547.1,2.74,1,-1.2,6.63,63,
XP_010024035.1,3.14,1,-1.2,6.2,92.8,
XP_018715700.1:reversed,2.62,1,-1.2,5.85,42.1,
XP_018725564.1,2.82,1,-1.2,5.31,45.5,
XP_010047732.1,2.83,1,-1.2,9.55,26.3,
XP_018720302.1,3.18,1,-1.2,6.94,64.1,
XP_010034510.1:reversed,2.73,1,-1.2,6.04,49.1,
XP_018721074.1,3.03,1,-1.2,9.17,56.8,
KCW69791.1,3.31,1,-1.2,6.04,97.8,
XP_018727762.1,3.08,1,-1.2,6.28,48.9,
XP_010049361.1,2.91,1,-1.2,6.08,16.8,
XP_018731823.1,2.94,1,-1.2,6.08,120.3,
XP_010059609.1,2.84,1,-1.2,5.26,41.5,
sp|CASK_BOVIN|,2.6,1,-1.2,6.3,21.3, Kappa-casein; Contains: Casoxin-C; Contains: Casoxin-6; Contains: Casoxin-A; Contains: Casoxin-B; Contains: Casoplatelin; Flags: Precursor; 
XP_010055098.1,3.02,1,-1.2,6.18,127.7,
XP_018727360.1:reversed,2.95,1,-1.2,8.9,51,
XP_010037893.1,3,1,-1.2,9.71,25.9,
XP_018718568.1,2.77,1,-1.2,8.94,31.8,
XP_010043860.1,2.77,1,-1.2,8.62,41.5,
XP_018719440.1,2.63,1,-1.2,4.86,72.1,
KCW76855.1:reversed,2.98,1,-1.2,8.26,50.5,
XP_010024421.1:reversed,3.04,1,-1.2,6.79,69.4,
XP_018723262.1,3.07,1,-1.2,6.06,10.9,
XP_010053513.1:reversed,2.88,1,-1.2,7.52,34.1,
XP_010025296.1:reversed,2.85,1,-1.2,5.75,110.6,
XP_018721784.1:reversed,2.9,1,-1.2,7.61,133.3,
XP_010043387.1,2.98,1,-1.2,6.91,15.1,
XP_010028833.1,2.63,1,-1.2,4.79,57,
XP_018720393.1:reversed,3.11,1,-1.2,5.48,98.9,
XP_010030508.1:reversed,3.01,1,-1.2,5.58,45.7,
XP_018728129.1,2.94,1,-1.2,6.04,151.2,
XP_018718275.1,3.12,1,-1.2,8.64,20.1,
XP_018721269.1:reversed,3.24,1,-1.2,5,78.2,
XP_010060312.1:reversed,2.92,1,-1.2,6.14,63.8,
XP_010037338.1,3.05,1,-1.2,8.74,35.6,
XP_010043448.1,3.02,1,-1.2,9.39,58.1,
XP_010034508.2,3.01,1,-1.2,6.15,59.7,
XP_018721719.1,3.22,1,-1.2,9.3,14.7,
XP_010033221.1:reversed,2.71,1,-1.2,5.54,54.6,
KCW73848.1:reversed,2.77,1,-1.2,5.68,29.3,
XP_018726074.1:reversed,3.13,1,-1.2,6.49,253.7,
XP_010062205.1,2.39,1,-1.2,9.08,10.8,
XP_018718905.1,2.97,1,-1.2,8.19,177.5,
XP_018716870.1,2.96,1,-1.2,6.6,55.6,
XP_018719429.1:reversed,2.99,1,-1.2,6.47,198.1,
XP_010035704.1,2.35,1,-1.2,9.98,18.9,
XP_018725773.1,2.83,1,-1.2,9.22,61.8,
XP_010058384.1,2.76,1,-1.2,5.59,40.1,
KCW74285.1:reversed,3.17,1,-1.2,10.92,9.8,
KCW50975.1:reversed,3.13,1,-1.2,6.5,67.7,
XP_010051043.1:reversed,2.72,1,-1.2,10.42,14,
XP_010062707.1,2.89,1,-1.2,9.04,30.6,
XP_018731949.1,3.08,1,-1.2,9.06,12.7,
XP_010028715.1:reversed,3.08,1,-1.2,8.76,81.2,
XP_018716069.1,3.03,1,-1.2,9.46,32.6,
XP_010059883.2:reversed,3.17,1,-1.2,7.13,89.4,
KCW70198.1:reversed,2.94,1,-1.2,8.97,72.5,
XP_010024160.1:reversed,3.11,1,-1.2,8.08,35.1,
XP_010049907.1:reversed,2.86,1,-1.2,6.73,12.1,
XP_010047682.1:reversed,2.68,1,-1.1,6.33,49.8,
XP_018718394.1,3,1,-1.1,6.39,46.3,
XP_010037869.1:reversed,3.06,1,-1.1,9.41,42.1,
XP_010043319.1,3.1,1,-1.1,5.19,39.9,
XP_018725089.1,3,1,-1.1,7.34,71.8,
XP_018721921.1:reversed,2.92,1,-1.1,9.54,66.7,
XP_010063267.1:reversed,2.93,1,-1.1,9.3,22.8,
XP_018717935.1,2.77,1,-1.1,9.51,14.6,
KCW63308.1:reversed,3.1,1,-1.1,10.02,13,
XP_018726214.1:reversed,3.06,1,-1.1,9.3,14.1,
XP_018717342.1:reversed,2.93,1,-1.1,6.46,32.9,
XP_010056605.1,3.03,1,-1.1,6.24,40,
KCW72165.1,3.03,1,-1.1,8.27,65.9,
KCW50830.1:reversed,3.14,1,-1.1,9.62,14.6,
XP_010067661.1,3.04,1,-1.1,7.56,73.9,
XP_010059496.1:reversed,2.86,1,-1.1,8.59,35.4,
XP_018716172.1:reversed,3.11,1,-1.1,9.21,11.5,
XP_010024181.1,2.97,1,-1.1,6.5,13.5,
KCW83182.1:reversed,3.07,1,-1.1,6.53,23.3,
XP_018732731.1,3.23,1,-1.1,9.4,61.2,
XP_010062486.1,2.72,1,-1.1,6.41,34.2,
XP_018730476.1,3.18,1,-1.1,5.78,59.8,
XP_010047048.1,3.1,1,-1.1,5.55,50.1,
XP_018715122.1,2.88,1,-1.1,7.41,147.1,
XP_018722004.1,3.1,1,-1.1,8.81,35.1,
XP_010039331.2,3.09,1,-1.1,4.63,16.2,
KCW68440.1,3.14,1,-1.1,9.36,42.5,
KCW61865.1,3.3,1,-1.1,9.12,37.7,
XP_010045523.1:reversed,3.05,1,-1.1,5.72,79.5,
XP_010066867.1:reversed,2.85,1,-1.1,8.18,32.2,
XP_010059740.1:reversed,2.88,1,-1.1,8.85,47.7,
XP_010041684.1,3.09,1,-1.1,5.72,9.2,
XP_018718130.1,2.99,1,-1.1,11.04,31.2,
XP_010067583.1,3.03,1,-1.1,8.99,65.3,
XP_018726026.1:reversed,2.83,1,-1.1,7.04,118.7,
XP_010032430.1:reversed,2.71,1,-1.1,8.19,35.3,
XP_010029102.1:reversed,3.04,1,-1.1,6.41,76.5,
XP_010038682.1,3.06,1,-1.1,4.08,16.9,
XP_010070227.1,3.14,1,-1.1,6.65,71.1,
XP_010034872.1,3.15,1,-1.1,8.24,35,
XP_010069098.1,3.27,1,-1.1,6.06,59.6,
XP_018730676.1:reversed,3.18,1,-1.1,5.97,96.2,
XP_010047052.1,3.24,1,-1.1,5.67,203.8,
XP_010050338.1,3.05,1,-1.1,9.69,31.6,
XP_010047143.1:reversed,2.72,1,-1.1,6.08,37.9,
XP_010063111.1:reversed,3.04,1,-1.1,4.88,24.7,
XP_018732085.1,3.12,1,-1.1,5.08,48.3,
XP_010047067.1:reversed,3.11,1,-1.1,8.98,42.1,
KCW68447.1:reversed,2.92,1,-1.1,4.75,27,
XP_010033134.1,2.75,1,-1.1,5.46,72.3,
XP_018727387.1:reversed,2.82,1,-1.1,5.3,191.9,
XP_010057590.1,2.81,1,-1.1,6.09,97.2,
XP_010041423.1,2.77,1,-1.1,5.5,40.8,
XP_018725260.1:reversed,2.75,1,-1.1,5.58,55.1,
XP_010066329.1,2.93,1,-1.1,5.98,68.9,
XP_010062976.2:reversed,3.24,1,-1.1,9.29,60.9,
XP_018716311.1:reversed,3.02,1,-1.1,8.69,25.5,
XP_010037835.1,2.77,1,-1.1,7.15,61.2,
XP_010051296.1,2.94,1,-1.1,6.2,25.4,
XP_010059528.1,2.91,1,-1.1,4.56,24.9,
XP_010065860.1:reversed,3.23,1,-1.1,5.87,116.6,
XP_018730651.1,2.99,1,-1.1,7.75,15.1,
XP_018726330.1:reversed,3.13,1,-1.1,6.55,117.2,
XP_010024057.1:reversed,3.19,1,-1.1,9.2,59.2,
XP_010048595.1:reversed,3.26,1,-1.1,8.12,52.8,
XP_018730847.1,3.12,1,-1.1,5.64,35.5,
XP_010036769.1:reversed,2.93,1,-1.1,9.25,51.5,
XP_010055111.1,2.89,1,-1.1,8.37,40.6,
KCW84009.1:reversed,2.7,1,-1.1,10.74,8.3,
XP_010032958.1,3.08,1,-1.1,8.75,44.6,
XP_010064639.1,2.76,1,-1.1,6,68.5,
XP_018723791.1:reversed,2.68,1,-1.1,9.12,17.3,
XP_018725878.1:reversed,2.93,1,-1.1,5.66,45,
XP_018728750.1,3.13,1,-1.1,5.12,88.6,
XP_018728887.1:reversed,3.1,1,-1.1,8.5,39.4,
