Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_018717453.1,3.03,1,-1.3,6.67,121.4,
XP_010027274.1,3.09,1,-1.3,5.62,82.1,
XP_010062243.1:reversed,3.14,1,-1.3,5.89,41.3,
XP_018715432.1:reversed,2.9,1,-1.3,6.45,236.9,
XP_010064805.1:reversed,2.76,1,-1.3,5.3,26.7,
XP_010036282.1,2.48,1,-1.3,4.82,31.6,
XP_010043876.1,3.38,2,-1.3,7.52,35.4,
KCW58809.1,3.12,1,-1.3,5.91,130.9,
XP_010058211.1:reversed,3.07,1,-1.3,7.9,80.2,
XP_018715349.1:reversed,3.32,1,-1.3,7.2,69.9,
XP_010031901.1,3.07,1,-1.3,6.15,46.4,
XP_010065008.1:reversed,3.07,1,-1.3,6.04,22,
KCW74424.1:reversed,3.14,1,-1.3,5.14,11.2,
XP_010062436.1:reversed,2.81,1,-1.3,6.21,102.3,
XP_018725482.1,3.17,1,-1.3,6.39,38.6,
KCW53431.1,3.07,1,-1.3,5.54,29.9,
XP_010026608.1,2.96,1,-1.3,5.25,69.8,
XP_018731603.1:reversed,2.74,1,-1.3,6.05,65.3,
XP_010035846.1,2.95,1,-1.3,5.93,26.5,
KCW52280.1:reversed,2.91,1,-1.3,6.82,34.5,
XP_010058493.1:reversed,2.81,1,-1.3,8.63,214.4,
XP_018716923.1,2.78,1,-1.3,9.54,35.2,
XP_010053063.1,2.75,1,-1.3,8.05,55,
XP_010062546.1,3.05,1,-1.3,4.65,71.3,
XP_018728159.1,2.63,1,-1.3,8.05,39.4,
XP_018718647.1:reversed,2.88,1,-1.3,5.33,41,
XP_018723097.1:reversed,2.75,1,-1.3,6.73,18.3,
XP_018721024.1,2.93,1,-1.3,5.74,108.8,
XP_018716075.1:reversed,2.8,1,-1.3,8.99,83,
XP_010065419.1:reversed,3,1,-1.3,6.58,60.4,
XP_010035249.1,2.86,1,-1.3,8,64.1,
XP_010035192.1:reversed,2.93,1,-1.3,8.71,32.3,
XP_010031381.1,3.06,1,-1.3,6.46,31.5,
XP_010027527.1:reversed,3.08,1,-1.3,6.3,71.5,
XP_018724705.1,3.07,1,-1.3,9.37,24.4,
XP_010058363.1,3.29,1,-1.3,8.31,44.9,
XP_018719699.1:reversed,2.94,1,-1.3,6.06,112.5,
XP_010043959.1,2.81,1,-1.3,5.7,52.3,
XP_018733260.1:reversed,2.91,1,-1.3,5.89,25.6,
XP_018717182.1,2.67,1,-1.3,5.46,24.6,
XP_010057780.2:reversed,3.04,1,-1.3,8.33,85.2,
XP_010062099.1,2.9,1,-1.3,6.68,49.4,
XP_018716368.1:reversed,3.06,1,-1.3,6.1,125.5,
XP_010061114.1:reversed,3.12,1,-1.3,5.84,40.1,
XP_018718329.1,3.18,1,-1.3,6.77,65.4,
XP_010037958.1:reversed,2.97,1,-1.3,6.64,40.9,
XP_010067159.1:reversed,2.49,1,-1.3,9.26,91.2,
XP_010063807.1,2.93,1,-1.3,4.91,66.4,
XP_010046326.1:reversed,2.97,1,-1.3,6.73,41.3,
XP_010053418.1,3.06,1,-1.3,5.15,52.4,
XP_018715809.1:reversed,2.7,1,-1.3,7.7,32,
XP_010053765.1,2.98,1,-1.3,4.96,16.4,
XP_010047976.1,2.88,1,-1.3,8.94,32.4,
KCW83257.1,3.23,1,-1.3,5.94,48.8,
KCW88708.1,3.15,1,-1.3,6.87,18.1,
XP_010061387.1:reversed,3.19,1,-1.3,8.35,153.8,
XP_010059449.1,2.68,1,-1.3,9.53,35.7,
KCW45140.1,3.14,1,-1.3,5.91,84.9,
XP_010062068.1,3.11,1,-1.3,5.16,71.2,
XP_010051440.1:reversed,2.96,1,-1.3,5.91,50.9,
XP_010029904.1:reversed,3.17,1,-1.3,6.52,151.2,
XP_010028338.1,2.97,1,-1.3,4.98,53.5,
XP_010048841.1,3.06,1,-1.3,7.66,57.7,
XP_010031251.1,3.17,1,-1.3,8.3,58.1,
XP_018719042.1,2.76,1,-1.3,7.3,113,
XP_010070280.2,2.44,1,-1.3,6.57,72.1,
XP_018725903.1,2.95,1,-1.3,8.09,59.5,
XP_010049043.1:reversed,2.89,1,-1.3,9.28,33.4,
KCW76017.1,3.21,1,-1.3,8.55,47.4,
KCW80480.1:reversed,3.06,1,-1.3,7.78,27.5,
XP_010062208.1:reversed,2.89,1,-1.3,5.02,132.6,
XP_010054201.2,2.54,1,-1.3,7.72,151.5,
XP_010032986.2:reversed,2.42,1,-1.3,8.88,44.1,
XP_010055228.1,2.95,1,-1.3,9.92,25.9,
XP_010038088.1:reversed,3.05,1,-1.3,4.38,9.6,
XP_010028920.1:reversed,2.99,1,-1.3,5.8,72.3,
XP_018721939.1,2.87,1,-1.3,6.1,59.1,
XP_010038272.1,3.08,1,-1.3,5.47,39,
XP_018716812.1:reversed,2.82,1,-1.3,5.84,47,
XP_018726011.1:reversed,3.33,1,-1.3,4.67,131.2,
XP_018731842.1,3.19,1,-1.3,6.35,141.7,
XP_010025331.1,3.27,1,-1.3,6.59,77.5,
XP_018731846.1,2.64,1,-1.3,5.17,63.3,
XP_018719981.1:reversed,2.73,1,-1.3,5.64,42.2,
XP_010048629.1:reversed,2.5,1,-1.3,4.96,69.1,
XP_018730335.1,3.31,1,-1.3,4.83,24.6,
XP_018719592.1,3.18,1,-1.3,6.07,17.5,
XP_018715539.1,2.93,1,-1.3,5.37,34.9,
XP_010042239.1,3.07,1,-1.3,9.67,22.4,
XP_010036794.1,3.09,1,-1.3,9.07,20.5,
XP_010038529.1,3.03,1,-1.3,6.54,62.8,
XP_010058791.1:reversed,2.84,1,-1.3,8.6,31.9,
XP_010031451.1,2.86,1,-1.3,8.95,35.9,
XP_010069733.1,2.79,1,-1.3,7.85,119.6,
XP_010067437.2,2.88,1,-1.3,9.55,46.5,
KCW82707.1:reversed,3.25,1,-1.3,9.65,21.8,
XP_010065099.2,2.74,1,-1.3,5.57,59.1,
XP_010037333.1,3.44,1,-1.3,9.41,46.2,
XP_018716030.1:reversed,2.52,1,-1.3,6.96,85.2,
XP_010066864.1:reversed,3.27,1,-1.3,6.21,61.1,
XP_010046345.1,3.15,1,-1.3,9.71,40.5,
XP_018719780.1:reversed,2.83,1,-1.3,7.02,46.8,
XP_018719642.1,2.99,1,-1.3,9.38,85.6,
KCW87084.1,3.12,1,-1.3,11.66,8.7,
KCW71686.1,3.2,1,-1.3,7.81,12.1,
XP_010042222.1:reversed,2.74,1,-1.3,6.7,33.6,
XP_010037338.1,3.34,1,-1.3,8.74,35.6,
XP_010060673.1,3.14,1,-1.3,6.98,46,
XP_018715241.1,2.62,1,-1.3,8.91,52.3,
XP_018731246.1,3.13,1,-1.2,5.66,156.6,
XP_018730605.1,3.08,1,-1.2,7.92,93,
KCW49003.1:reversed,3.28,1,-1.2,10.03,26,
XP_010065919.1,2.94,1,-1.2,10.56,65.9,
XP_018728052.1:reversed,3.13,1,-1.2,5.73,85.9,
XP_018716465.1,3.07,1,-1.2,6.61,120.6,
XP_010055537.1,2.94,1,-1.2,9.97,48.5,
XP_010051835.1:reversed,3.11,1,-1.2,5.56,75.6,
XP_010067729.2:reversed,2.94,1,-1.2,7.96,37.9,
XP_010027998.1:reversed,2.76,1,-1.2,4.87,39.1,
XP_010032647.1:reversed,2.89,1,-1.2,7.64,40.4,
XP_010031854.1:reversed,3,1,-1.2,5.16,71.3,
XP_010067374.1,2.62,1,-1.2,9.1,45.1,
XP_010055844.1,3.14,1,-1.2,4.9,162.7,
XP_010062315.2:reversed,2.83,1,-1.2,9.34,24.2,
XP_010066186.1,2.8,1,-1.2,5.42,72,
XP_018725769.1,2.99,1,-1.2,9.49,33.8,
XP_010065219.1,2.91,1,-1.2,9.28,28.4,
XP_018731785.1:reversed,2.85,1,-1.2,9.13,95.6,
XP_010063548.1,3.21,1,-1.2,5.09,119.6,
XP_010055399.1:reversed,3.22,1,-1.2,4.56,40.9,
sp|CYC_HORSE|,2.99,1,-1.2,9.59,11.8,
XP_010053433.1,2.94,1,-1.2,6.4,40.9,
KCW51032.1,3.35,1,-1.2,5.86,50.7,
XP_010043918.1,2.7,1,-1.2,7.66,42.9,
XP_018719523.1:reversed,3.15,1,-1.2,8.93,60.6,
KCW65280.1:reversed,2.83,1,-1.2,6.16,67.7,
XP_010069372.2:reversed,3.09,1,-1.2,5.46,63.2,
XP_010045172.1,3.37,1,-1.2,5.91,72.1,
XP_010069470.1:reversed,2.85,1,-1.2,8.73,38.6,
XP_018725495.1:reversed,3.06,1,-1.2,8.06,140.5,
XP_018725473.1,2.92,1,-1.2,5.8,196.3,
KCW77101.1,2.85,1,-1.2,5.89,48.1,
XP_018718181.1,2.75,1,-1.2,5.2,53.5,
XP_018728909.1:reversed,2.79,1,-1.2,5.45,38.3,
KCW82041.1,3.13,1,-1.2,11.71,8.5,
XP_018723126.1,3.14,1,-1.2,9.53,31.1,
XP_010066680.1:reversed,3.11,1,-1.2,5.49,75.6,
XP_018726036.1:reversed,2.88,1,-1.2,5.99,115.2,
XP_018730652.1,2.81,1,-1.2,5.16,69,
XP_010044537.1,2.85,1,-1.2,8.32,59.1,
XP_018730165.1:reversed,2.95,1,-1.2,5.95,196,
XP_010031583.1:reversed,3.11,1,-1.2,5.36,98.4,
XP_010059105.1:reversed,3.22,1,-1.2,8.3,72.4,
KCW62749.1:reversed,3.04,1,-1.2,8.8,17.2,
KCW85577.1:reversed,2.87,1,-1.2,5.44,26.6,
XP_018726208.1,3.03,1,-1.2,9.19,50.2,
XP_010032174.1,2.79,1,-1.2,5.96,77.1,
XP_010033636.1:reversed,2.86,1,-1.2,6.14,47.7,
XP_018719224.1,2.84,1,-1.2,8.69,95.3,
XP_018732789.1:reversed,2.83,1,-1.2,5.78,69.4,
XP_018715657.1:reversed,2.75,1,-1.2,6.25,39,
XP_010047408.1:reversed,3.09,1,-1.2,8.89,60.2,
KCW77009.1,2.96,1,-1.2,6.08,46.8,
XP_018724081.1,2.81,1,-1.2,8.38,26.7,
XP_018731389.1:reversed,3.02,1,-1.2,9.6,59,
XP_010026415.1:reversed,3.05,1,-1.2,5.07,20.1,
KCW61589.1:reversed,2.94,1,-1.2,5.19,18.9,
KCW82916.1,2.83,1,-1.2,5.36,75.5,
XP_010053644.1:reversed,3.04,1,-1.2,9.01,40.8,
XP_010062909.1,2.88,1,-1.2,10.33,48,
XP_010066567.1,2.99,1,-1.2,4.9,73,
KCW56513.1:reversed,2.92,1,-1.2,9.65,8.9,
XP_010048940.1:reversed,3.05,1,-1.2,6.04,63.4,
XP_010024015.1:reversed,3.14,1,-1.2,5.75,125,
XP_018732593.1,2.98,1,-1.2,7.02,39.8,
XP_018717154.1:reversed,3.21,1,-1.2,6.06,142.9,
XP_010025091.1,2.94,1,-1.2,7.29,79.2,
KCW66228.1,2.93,1,-1.2,6.07,18.2,
XP_010055167.1:reversed,3.19,1,-1.2,8.66,48.3,
XP_010032365.1:reversed,3.18,1,-1.2,7.96,75.6,
XP_010032555.1,3.17,1,-1.2,4.71,37.4,
XP_010024185.1:reversed,2.85,1,-1.2,5.92,79.3,
XP_018716422.1,3.04,1,-1.2,9.59,58.7,
XP_018718551.1:reversed,3.05,1,-1.2,8.99,57.2,
XP_010026776.1:reversed,3.03,1,-1.2,6.43,26.4,
KCW88440.1:reversed,2.64,1,-1.2,9.06,12.6,
XP_010031419.1:reversed,2.96,1,-1.2,8.88,132.9,
XP_010047423.1:reversed,2.9,1,-1.2,8.21,63.1,
XP_010039643.1:reversed,2.87,1,-1.2,9.47,39.6,
XP_018731537.1,3.11,1,-1.2,6.3,75.4,
XP_010060933.1,3.22,1,-1.2,4.93,84.1,
XP_010064889.2,3.12,1,-1.2,6.42,59.1,
XP_010062838.1:reversed,3.19,1,-1.2,5.14,62.8,
XP_010048762.1,3.12,1,-1.2,5.3,15.4,
XP_018724646.1:reversed,3.1,1,-1.2,6.46,40,
XP_018715746.1:reversed,2.92,1,-1.2,5.44,101.5,
XP_010041683.2,3.04,1,-1.2,6.15,30.6,
XP_010060290.1:reversed,3.18,1,-1.2,4.97,48.9,
XP_010064628.1,2.79,1,-1.2,4.13,14.3,
XP_018726873.1,3.15,2,-1.2,6.64,95.9,
XP_018725419.1,3.16,1,-1.2,7.37,61.6,
XP_018715242.1:reversed,3.02,1,-1.2,9.74,59.9,
XP_018723538.1:reversed,3.03,1,-1.2,9.24,56.2,
XP_010050187.1,3.1,1,-1.2,10.47,18.2,
XP_010056068.1:reversed,2.98,1,-1.2,7.56,60.7,
XP_010052377.1:reversed,2.92,1,-1.2,6.13,34.2,
XP_010047319.1:reversed,2.33,1,-1.2,6.48,110.9,
XP_010051138.1,3.05,1,-1.2,8.12,38.5,
XP_018720912.1,2.98,1,-1.2,7.91,53,
XP_010033024.1,2.78,1,-1.2,9.79,9.4,
XP_010053066.1,3.26,1,-1.2,9.06,53.2,
XP_010023315.1:reversed,2.99,1,-1.2,9.52,19,
XP_010055083.1,2.99,1,-1.2,5.39,17.3,
XP_010030250.1,3.36,1,-1.2,5.62,35.3,
NP_001289668.1,2.76,1,-1.2,6.84,121,
XP_010069236.2,2.87,1,-1.2,5.42,100.7,
XP_010026372.2,3.04,1,-1.2,5.4,60,
XP_010055627.1,2.97,1,-1.2,6.8,85.8,
XP_018719691.1:reversed,3.22,1,-1.2,8.96,58.1,
XP_018715327.1,3.02,1,-1.2,5.72,72.4,
KCW84917.1,2.67,1,-1.2,6.44,22.7,
XP_010025014.1:reversed,3.05,1,-1.2,8.28,28.6,
XP_010027887.1,3.01,1,-1.2,8.54,111.7,
XP_010065803.1,2.94,1,-1.2,8.71,12.4,
XP_018729970.1:reversed,2.84,1,-1.2,7.25,60.1,
XP_010058881.1,2.78,1,-1.2,6.75,25.6,
XP_010059815.1:reversed,3.11,1,-1.2,8.85,64.6,
XP_010033341.1,2.94,1,-1.2,8.87,59.5,
XP_018724088.1,3.21,1,-1.2,5.27,194.4,
XP_010049110.1:reversed,3.05,1,-1.2,8.6,109.9,
XP_010069249.1,3.2,1,-1.2,10.75,59.3,
KCW83581.1:reversed,3.01,1,-1.2,8.95,40.2,
XP_010061650.1,3,1,-1.2,9.32,40.3,
XP_010028707.1,2.95,1,-1.2,8.79,60,
XP_010031536.1:reversed,3.03,1,-1.2,5.69,50.2,
XP_018726737.1:reversed,3.2,1,-1.2,6.95,78.6,
XP_010031537.1,3.33,1,-1.2,8.65,48.5,
XP_010030787.1,2.79,1,-1.2,5.94,40,
XP_010070610.1,3.28,1,-1.2,8.35,57.3,
XP_010029184.1,2.9,1,-1.2,7.56,41.8,
XP_010063194.1,2.97,1,-1.2,4.86,21.8,
XP_010030526.1,3.18,1,-1.2,8.05,59.3,
XP_018724213.1:reversed,3.13,1,-1.2,6.11,66.6,
XP_010025955.1,3.05,1,-1.2,9.73,33.7,
XP_010031669.2:reversed,3.23,1,-1.2,8.55,99,
XP_010034925.1:reversed,2.73,1,-1.2,9.19,59.7,
XP_010061952.1,3.16,1,-1.2,7.12,163.3,
XP_018726551.1:reversed,3.01,1,-1.2,6.02,151.2,
KCW58149.1,2.89,1,-1.2,5.98,41.6,
XP_010053436.1:reversed,2.88,1,-1.2,6.41,44,
XP_010044015.1:reversed,3.21,1,-1.2,8.37,42,
XP_010043514.1,3.19,1,-1.2,5.67,47,
XP_010025845.1:reversed,3.2,1,-1.2,5.77,18.9,
XP_010049454.2:reversed,3.01,1,-1.2,5.64,94.2,
XP_018718176.1,3.1,1,-1.2,7.92,41.9,
XP_010067190.1,3.19,1,-1.2,5.49,96,
XP_018715265.1,2.65,1,-1.2,9.7,59.9,
KCW78375.1,3,1,-1.2,9.15,8.2,
XP_010064800.2,2.91,1,-1.2,9.15,19.7,
XP_010045334.1:reversed,2.92,1,-1.2,9.35,31.3,
XP_018731729.1:reversed,3.03,1,-1.2,8.35,73,
XP_010067543.1:reversed,3.23,1,-1.2,5.96,192.5,
KCW55498.1:reversed,2.73,1,-1.2,7.75,3.7,
XP_010034707.1:reversed,2.97,1,-1.2,8.71,44.3,
XP_010067728.1,3.06,1,-1.2,7.55,87.8,
XP_010047395.1,3.02,1,-1.2,4.82,12.5,
XP_010056188.1,3,1,-1.2,5.79,53.3,
XP_018722732.1:reversed,2.7,1,-1.2,5.75,24.8,
XP_018725134.1,3.03,1,-1.2,6.45,125.4,
XP_010067820.1,2.93,1,-1.2,9.06,38.8,
XP_010056722.1:reversed,2.78,1,-1.2,5.01,56.3,
XP_010065508.1,3.23,1,-1.2,5.52,56.9,
XP_018724002.1:reversed,3,1,-1.2,6.72,145,
XP_010033746.1,3.21,1,-1.2,5.99,61.2,
XP_010051697.1:reversed,2.87,1,-1.2,11.27,8.1,
XP_010048246.1:reversed,3.13,1,-1.2,6.31,26.6,
XP_018723782.1:reversed,3.16,1,-1.2,5.42,64.7,
XP_010050226.1,3.04,1,-1.2,7.69,29.7,
XP_018733146.1:reversed,3.17,1,-1.2,8.46,51.6,
XP_018715836.1:reversed,2.79,1,-1.2,7.19,47.8,
XP_010049279.1,3.24,1,-1.2,5.87,57.9,
XP_010044336.1,3.03,1,-1.2,7.2,76,
XP_018720869.1:reversed,2.97,1,-1.2,5.77,66.8,
XP_018720329.1,3.01,1,-1.2,5.76,200,
XP_018723218.1:reversed,2.92,1,-1.1,5.83,20.5,
KCW76946.1,3.26,1,-1.1,9.51,45.6,
XP_018716603.1,2.78,1,-1.1,5.26,34.4,
KCW67732.1:reversed,3.46,2,-1.1,7.04,54.7,
XP_018730972.1,2.79,1,-1.1,4.68,35.3,
KCW79696.1:reversed,3.23,1,-1.1,9.91,8.9,
XP_010027421.1:reversed,2.92,1,-1.1,5.91,76.2,
XP_010056219.1:reversed,3.1,1,-1.1,8.95,108.9,
XP_018722042.1,2.63,1,-1.1,9.65,30.8,
XP_018723045.1,3.1,1,-1.1,8.64,32.9,
XP_010065515.1:reversed,3.29,1,-1.1,5.38,64.3,
XP_010043793.1:reversed,2.88,1,-1.1,5.89,79.8,
XP_018728032.1,3.26,1,-1.1,5.86,24.9,
XP_010070005.1,2.71,1,-1.1,10,34,
XP_010061107.1,3.05,1,-1.1,5.39,57.5,
XP_010063997.1:reversed,3.42,1,-1.1,6.44,91.5,
XP_018717181.1,2.92,1,-1.1,6.45,24.9,
XP_018720073.1:reversed,3.09,1,-1.1,6.67,41.8,
XP_018716906.1:reversed,3.29,1,-1.1,8.3,64.1,
XP_010047676.1,3.23,1,-1.1,8.32,32.6,
XP_010050337.1,2.94,1,-1.1,5.74,39.3,
KCW81408.1:reversed,3.14,1,-1.1,7.2,43.2,
XP_010037986.1,3.07,1,-1.1,8.92,67.3,
XP_010023338.1:reversed,2.27,1,-1.1,9.21,67.3,
KCW79490.1,3.29,1,-1.1,4.61,52.8,
XP_010032150.1:reversed,2.97,1,-1.1,8.59,22.3,
XP_018721535.1,3.26,1,-1.1,5.44,194.5,
XP_010034535.1,3.18,1,-1.1,5.34,36.2,
XP_018719971.1,3.23,1,-1.1,9.56,45.5,
KCW53063.1,2.91,1,-1.1,7.75,22.2,
XP_010063301.1,3.11,1,-1.1,4.75,43.8,
XP_010047917.1:reversed,2.95,1,-1.1,7.69,38.5,
XP_018725159.1:reversed,3.25,1,-1.1,10.16,13.4,
XP_010060812.1,2.66,1,-1.1,5.58,25.4,
XP_018731987.1,2.98,1,-1.1,5.95,104.9,
XP_010043433.1:reversed,3.22,1,-1.1,5.78,48.7,
KCW60764.1,3.01,1,-1.1,9.58,8.1,
XP_018732967.1:reversed,2.81,1,-1.1,8.54,49.4,
XP_010033384.1,2.61,1,-1.1,6.15,33.8,
KCW46804.1:reversed,2.9,1,-1.1,8.91,17.8,
XP_018732910.1:reversed,3.03,1,-1.1,8.81,59.1,
KCW50462.1:reversed,3.11,1,-1.1,11.42,9,
XP_010046656.1:reversed,2.83,1,-1.1,8.56,50.6,
KCW73978.1,2.73,1,-1.1,8.39,104.8,
XP_010025450.1:reversed,3.02,1,-1.1,6.19,52.6,
XP_018716797.1,2.71,1,-1.1,5.28,23.8,
XP_018717887.1,3.12,1,-1.1,6.16,17,
XP_010052070.1:reversed,2.87,1,-1.1,8.27,47.2,
XP_010055603.1:reversed,3.14,1,-1.1,10.35,52.8,
XP_010048152.1:reversed,3.13,1,-1.1,4.9,67.9,
XP_010051868.1:reversed,3.08,1,-1.1,6.58,60.7,
KCW63498.1:reversed,2.81,1,-1.1,7.19,17.3,
XP_018731864.1,3.13,1,-1.1,8.75,22.6,
XP_018723031.1,2.97,1,-1.1,8.26,32.6,
XP_010067051.1,2.9,1,-1.1,9.55,19.8,
XP_010043805.1:reversed,2.92,1,-1.1,7.64,36.3,
XP_018732638.1:reversed,3.28,1,-1.1,6.11,108.8,
XP_018718388.1,2.55,1,-1.1,5.84,38.7,
XP_018722101.1,2.86,1,-1.1,6.46,71.5,
KCW66581.1,3.25,1,-1.1,10.37,20.5,
XP_010066813.1:reversed,2.66,1,-1.1,9.99,26.3,
XP_018728206.1,3.01,1,-1.1,8.23,94.2,
XP_010024840.1,3.05,1,-1.1,6.11,476.3,
XP_018730157.1,2.63,1,-1.1,6.39,63.5,
KCW73688.1:reversed,2.72,1,-1.1,3.71,2.5,
XP_010053231.1:reversed,3.09,1,-1.1,4.94,99.4,
XP_010027623.1:reversed,2.8,1,-1.1,8.35,124.9,
XP_010068201.1,3.27,1,-1.1,5.31,46.5,
XP_018729952.1:reversed,2.98,1,-1.1,11.02,25.3,
XP_010064092.1:reversed,3.3,1,-1.1,4.97,45.5,
XP_010059988.1,2.96,1,-1.1,5.35,131.6,
XP_010044754.1:reversed,3.05,1,-1.1,9.41,73.6,
XP_018725731.1,3.09,1,-1.1,9.62,25.5,
XP_010047659.1:reversed,3.02,1,-1.1,9.45,21,
XP_010027994.1,2.96,1,-1.1,9.04,66.6,
XP_010062697.1,3.12,1,-1.1,9.99,67.9,
KCW73527.1:reversed,2.85,1,-1.1,6.61,31.8,
XP_010044936.1:reversed,2.89,1,-1.1,8.34,48.2,
XP_010054981.1:reversed,2.69,1,-1.1,5.46,115.6,
KCW45571.1,2.93,1,-1.1,8.55,107,
XP_010031721.1:reversed,2.98,1,-1.1,5.92,105.6,
XP_010058622.2,3.01,1,-1.1,8.53,130.1,
XP_018729567.1,3.1,1,-1.1,5.9,143.1,
XP_010060531.1:reversed,3.14,1,-1.1,7.36,95.9,
KCW72233.1,2.69,1,-1.1,9.6,8.4,
KCW61229.1,2.55,1,-1.1,8.6,19.7,
KCW89253.1:reversed,3.14,1,-1.1,5.3,44.4,
XP_010039649.1,3.32,1,-1.1,8.51,41.3,
XP_018730521.1,2.45,1,-1.1,6.01,34.1,
XP_018732806.1,2.82,1,-1.1,11.04,22.7,
XP_018718655.1,3.13,1,-1.1,8.96,74.2,
XP_018719787.1:reversed,2.56,1,-1.1,8.45,42.7,
XP_018720018.1,3.12,1,-1.1,8.67,70.8,
KCW59394.1,2.85,1,-1.1,5.38,68.4,
XP_010060420.1,2.93,1,-1.1,9.53,42.7,
XP_010063672.1,3.03,1,-1.1,8.86,49.8,
sp|K1C9_HUMAN|:reversed,3.18,1,-1.1,5.19,62.1,
XP_010060529.1,3.18,1,-1.1,6.1,141.2,
XP_010047430.1,3.17,1,-1.1,7.97,57.1,
XP_018722584.1,3,1,-1.1,5.95,16.2,
XP_010044958.1,2.75,1,-1.1,8.67,20.8,
XP_010024843.1,3.06,1,-1.1,9.84,10.7,
XP_018729796.1,2.45,1,-1.1,6.03,36.8,
XP_018718725.1:reversed,3.15,1,-1.1,9.08,38,
XP_010035662.1,2.72,1,-1.1,9.42,10.1,
XP_010066559.1,2.88,1,-1.1,9.28,24.9,
KCW63217.1,2.79,1,-1.1,8,8.2,
KCW71101.1,2.98,1,-1.1,6.01,33.7,
XP_010069223.1,2.9,1,-1.1,5.45,53.4,
XP_018728857.1:reversed,2.86,1,-1.1,8.03,76.7,
XP_018718401.1:reversed,2.86,1,-1.1,7.66,78.9,
XP_018726316.1,2.93,1,-1.1,8.9,137.4,
XP_010046823.1:reversed,3.21,1,-1.1,7.15,88.6,
XP_010031182.1,3.06,1,-1.1,7.23,74.9,
XP_010044262.1:reversed,2.9,1,-1.1,4.79,36.3,
XP_018717463.1,3.04,1,-1.1,4.79,45.6,
XP_010067048.1,2.83,1,-1.1,8.25,35.1,
XP_010056520.1:reversed,3.13,1,-1.1,6.27,15.1,
KCW63132.1:reversed,2.84,1,-1.1,4.63,20.9,
XP_010034175.2:reversed,2.9,1,-1.1,6.09,72.7,
KCW67269.1,3.06,1,-1.1,10.11,26.6,
XP_018717867.1,2.73,1,-1.1,6.29,25.3,
XP_010024015.1,3.23,1,-1.1,5.75,125,
XP_010054481.1:reversed,3.02,1,-1.1,8.03,32.7,
XP_010029135.1:reversed,2.88,1,-1.1,6.41,19.1,
XP_010069456.1,2.81,1,-1.1,8.06,95.6,
XP_018718463.1,3.07,1,-1.1,9.76,13.3,
KCW67160.1:reversed,3.25,1,-1.1,6.04,36.7,
XP_018732980.1,3.05,1,-1.1,5.69,173.6,
XP_010028594.1,3.16,1,-1.1,6.78,94.3,
XP_018724470.1:reversed,3.39,1,-1.1,7.48,127.3,
XP_018719612.1,3.25,1,-1.1,6.46,77.9,
KCW44198.1,3.35,1,-1.1,6.57,110.6,
KCW73620.1,2.73,1,-1.1,5.63,36.4,
XP_010052262.1,3.02,1,-1.1,6.1,120.9,
KCW45639.1,2.99,1,-1.1,5.73,19.1,
XP_010044275.1:reversed,3.08,1,-1.1,6.13,47.5,
XP_010029044.1,2.91,1,-1.1,5.85,28.8,
XP_010040148.2,3.05,1,-1.1,8.25,40.3,
XP_018719525.1:reversed,2.87,1,-1.1,8.65,39.3,
KCW79097.1,2.77,1,-1.1,8.18,20.6,
XP_010051082.1:reversed,2.7,1,-1.1,4.78,20.2,
XP_018726754.1,3.4,1,-1.1,7.04,55.2,
XP_010047775.1,2.98,1,-1.1,5.86,18.7,
XP_010032396.1:reversed,2.66,1,-1.1,9.17,91.9,
XP_010047145.1:reversed,3.19,1,-1.1,10.2,28.5,
XP_010047521.1:reversed,3.15,1,-1.1,10.2,61.4,
XP_010043352.2:reversed,3.09,1,-1.1,5.33,88.4,
KCW77680.1:reversed,2.69,1,-1.1,11.63,32.5,
XP_010040456.1:reversed,3.21,1,-1.1,7.63,30.9,
XP_010031360.1,3.12,1,-1.1,8.12,55.2,
XP_018720559.1,3.33,1,-1.1,5.87,67.4,
XP_018730907.1:reversed,2.98,1,-1.1,6.4,131.9,
XP_010067812.1,2.84,1,-1.1,9.45,15.6,
KCW68861.1:reversed,2.86,1,-1.1,9.17,72,
XP_018731577.1,3.09,1,-1.1,10.24,23.9,
XP_010051930.1,2.7,1,-1.1,6.93,200.4,
XP_010032273.1,2.94,1,-1.1,10.83,14.4,
XP_010053059.1,3.15,1,-1.1,7.22,42.8,
XP_010029249.1:reversed,2.67,1,-1.1,5.44,157.6,
XP_010063628.1,2.92,1,-1.1,8.92,41.5,
XP_010032120.1,2.88,1,-1.1,9.66,60.3,
XP_010054021.1:reversed,3.09,1,-1.1,8.1,89.3,
KCW80106.1,3.12,1,-1.1,9.07,13.5,
ADO23591.1,2.59,1,-1.1,6.67,83.1,no description available
XP_018717531.1,3.1,1,-1.1,5.92,126.6,
XP_010052798.1,3.2,1,-1.1,6.24,92.1,
XP_010046334.1,3.32,1,-1.1,6.29,87.8,
XP_018719968.1,2.76,1,-1.1,6.46,61.5,
XP_010030948.1,2.74,1,-1.1,6.2,15.7,
XP_010032157.1:reversed,3.09,1,-1.1,6,104.4,
KCW87381.1:reversed,3.05,1,-1.1,9.86,10.3,
XP_010053342.1:reversed,2.62,1,-1.1,6.04,57.5,
XP_018727945.1:reversed,3.14,1,-1.1,5.23,109.5,
KCW60216.1:reversed,2.82,1,-1.1,5.08,41.1,
