Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_018723096.1:reversed,2.94,1,-1.3,6.29,14.7,
XP_010031001.1,2.88,1,-1.3,5.92,16.1,
XP_010026431.1,2.96,1,-1.3,5.11,31.5,
KCW84770.1,2.79,1,-1.3,5.27,79.3,
XP_010041359.1:reversed,3.04,1,-1.3,6.42,64,
XP_010068395.1:reversed,2.82,1,-1.3,8.31,71,
KCW50292.1,3.29,1,-1.3,5.24,28.3,
XP_010054915.1:reversed,3.04,1,-1.3,5.61,75.3,
XP_010060897.1,3.12,1,-1.3,8.32,40.8,
KCW81906.1,2.87,1,-1.3,9.52,10.6,
XP_010041726.1,3.06,1,-1.3,8.71,35.5,
XP_010046604.1:reversed,3.24,1,-1.3,5.1,29.2,
XP_010037550.1:reversed,2.97,1,-1.3,6.18,34.2,
XP_010031774.1,3.13,1,-1.3,6.08,72.6,
XP_010040159.2:reversed,2.86,1,-1.3,6.97,76.1,
XP_010025333.1,2.98,1,-1.3,6.25,29.4,
XP_010070340.1:reversed,3.3,1,-1.3,6.7,20.1,
XP_018731873.1,3.14,1,-1.3,10.22,30.3,
XP_010069514.1,3.1,1,-1.3,8.95,35,
KCW88844.1:reversed,2.98,1,-1.3,4.96,44,
XP_010053876.1,2.95,1,-1.3,5.01,34.8,
XP_018723339.1:reversed,3.08,1,-1.3,6.76,70.1,
XP_018723035.1:reversed,3.3,1,-1.3,8.09,38.5,
XP_018721380.1,3.08,1,-1.3,5.17,66.6,
XP_018715766.1:reversed,3.05,1,-1.3,3.33,19.4,
XP_010029280.1,3,1,-1.3,6.09,104.7,
XP_018728957.1,2.95,1,-1.3,6.26,57.7,
XP_010045340.1:reversed,3.34,1,-1.3,6.37,83.7,
XP_010048263.1,3.15,1,-1.3,8.65,56.8,
XP_010062354.1:reversed,2.67,1,-1.2,7.23,62.1,
XP_010032027.1:reversed,3.02,1,-1.2,4.56,19.8,
XP_018723131.1,2.79,1,-1.2,8.49,58.1,
XP_018732812.1:reversed,3.14,1,-1.2,8.72,101.1,
XP_018726857.1,2.8,1,-1.2,7.44,61.7,
XP_010023834.1,3.28,1,-1.2,7.46,55.5,
XP_010037614.1,3.14,1,-1.2,9.5,69,
XP_010048940.1:reversed,3.24,1,-1.2,6.04,63.4,
XP_010036864.1:reversed,2.94,1,-1.2,6.07,59.9,
XP_010054853.1,2.71,1,-1.2,8.88,263.1,
XP_018726309.1,3.22,1,-1.2,6.36,50.4,
XP_018731602.1,2.71,1,-1.2,8.6,175.6,
KCW74475.1,3.34,1,-1.2,5.72,169.1,
XP_010053221.1,2.82,1,-1.2,5.52,52.7,
XP_018721741.1:reversed,2.62,1,-1.2,5.39,50.5,
XP_010050405.1:reversed,2.98,1,-1.2,5.96,55.2,
XP_010044080.1,2.94,1,-1.2,9.83,54.1,
XP_010053892.1,3.34,1,-1.2,7.02,26.2,
XP_010033868.1,2.81,1,-1.2,5.23,23.2,
KCW71662.1,2.97,1,-1.2,9.38,29.7,
KCW73566.1,2.97,1,-1.2,8.56,12.6,
KCW55638.1:reversed,3.06,1,-1.2,8.5,23.1,
XP_010045604.1,3.02,1,-1.2,6.59,44.4,
XP_018731655.1,3.24,1,-1.2,5.65,58.5,
XP_018715898.1:reversed,2.83,1,-1.2,8.98,40.2,
KCW65764.1:reversed,2.8,1,-1.2,11.3,13.9,
KCW67658.1:reversed,3.09,1,-1.2,6.81,9.3,
KCW53684.1,2.95,1,-1.2,4.68,18.8,
XP_010069059.1,2.83,1,-1.2,6.52,59.1,
XP_018722614.1,2.81,1,-1.2,6.35,27.2,
KCW63499.1,3.12,1,-1.2,9.42,53.2,
XP_018724077.1,2.84,1,-1.2,5.64,21.6,
XP_018725101.1,3.37,1,-1.2,5.57,95.3,
KCW86425.1,2.78,1,-1.2,5.55,8.6,
XP_010041719.2,3,1,-1.2,8.06,38.5,
XP_018724792.1:reversed,3.27,1,-1.2,9.24,23,
XP_018732926.1:reversed,3.39,1,-1.2,4.96,120.6,
XP_010033770.1,2.88,1,-1.2,8.34,20.7,
XP_018717656.1,3,1,-1.2,5.35,65.2,
XP_010054887.1:reversed,2.75,1,-1.2,8.92,106.5,
KCW71582.1:reversed,3.15,1,-1.2,5.11,22.3,
XP_010032714.1:reversed,3.4,1,-1.2,11.33,29.6,
XP_010065919.1:reversed,2.71,1,-1.2,10.56,65.9,
XP_018716178.1:reversed,3.43,1,-1.2,6.1,109.1,
XP_010039216.1:reversed,3.13,1,-1.2,9.06,41.8,
XP_018727276.1,3.14,1,-1.2,8.64,86.7,
XP_018730379.1:reversed,2.88,1,-1.2,8.38,99.3,
XP_018731667.1,3.04,1,-1.2,8.84,47.3,
XP_010055077.2,3.03,1,-1.2,7.15,90.8,
XP_010054735.1:reversed,3.04,1,-1.2,8.75,71.3,
XP_010063416.1,2.96,1,-1.2,6.94,62.1,
XP_010027660.1,3.14,1,-1.2,5.5,155.3,
XP_010038759.1:reversed,2.95,1,-1.2,6.6,45.2,
XP_010031583.1,3.12,1,-1.2,5.36,98.4,
KCW77828.1,2.87,1,-1.2,6.43,31.6,
XP_010043544.1:reversed,3.01,1,-1.2,8.39,79.8,
XP_018715401.1,2.89,1,-1.2,7.63,36.9,
XP_010046969.1:reversed,2.95,1,-1.2,8.5,41.3,
XP_018720581.1:reversed,3,1,-1.2,6.41,101.9,
XP_018722053.1:reversed,3.08,1,-1.2,8.77,23.1,
XP_018729039.1,2.92,1,-1.2,6.55,69.6,
XP_010028492.1,2.79,1,-1.2,9.27,39.8,
XP_010055832.1:reversed,3.06,1,-1.2,8.25,69.4,
XP_010064624.1:reversed,3.15,1,-1.2,5.51,29,
XP_010065906.1,3.21,1,-1.2,6.86,25.5,
XP_018724492.1,3.01,1,-1.2,6.06,131.2,
XP_010026936.1,2.93,1,-1.2,6.2,80.2,
XP_018722228.1:reversed,3.04,1,-1.2,8.78,63.5,
XP_010034244.1:reversed,3,1,-1.2,9.04,81.6,
KCW67951.1:reversed,2.89,1,-1.2,8.19,27.1,
XP_010027323.2,3.09,1,-1.2,8.52,110.7,
XP_010062687.1,2.86,1,-1.2,5.66,66.1,
XP_010065340.1:reversed,3.06,1,-1.2,6.35,24.6,
XP_018721247.1:reversed,2.93,1,-1.2,5.01,47.8,
XP_018715921.1,3.08,1,-1.2,6.05,248.4,
XP_010039468.1,3.23,1,-1.2,8.9,44.1,
XP_010048019.1,2.92,1,-1.2,5.81,30,
KCW55900.1:reversed,3.05,1,-1.2,6.91,37.5,
XP_018727035.1:reversed,2.66,1,-1.2,9.45,20.3,
XP_010061509.1:reversed,2.77,1,-1.2,5.34,38,
XP_010070077.1,2.64,1,-1.2,5.38,23.8,
XP_010041501.1,2.93,1,-1.2,5.82,18.7,
XP_010024951.1,3.17,1,-1.2,9.69,28,
XP_018728776.1,3.14,1,-1.2,5.73,203.6,
XP_018724568.1,3.19,1,-1.2,6.88,124,
XP_018727779.1,2.87,1,-1.2,8.59,35,
XP_010060884.1:reversed,3.24,1,-1.2,8.45,77.4,
XP_018731456.1:reversed,3.31,1,-1.2,8.46,96.9,
KCW82816.1:reversed,3.15,1,-1.2,6.4,61.8,
XP_018732113.1:reversed,3.06,1,-1.2,5.97,112.4,
XP_010026650.1,2.88,1,-1.2,8.39,22.5,
XP_010032022.1,3,1,-1.2,9.23,37.8,
XP_010033249.1:reversed,3.13,1,-1.2,7.66,132.8,
XP_010056362.1,2.99,1,-1.2,6.36,60.2,
XP_018715949.1:reversed,2.66,1,-1.2,6.66,27.7,
KCW66969.1,2.93,1,-1.2,5.66,82.5,
XP_010031559.1,3.04,1,-1.2,5.86,105,
XP_010033476.1:reversed,3.16,1,-1.2,6.79,132.9,
XP_010037940.1,2.99,1,-1.2,5.28,57,
XP_010055009.1,3.04,1,-1.2,6.59,53.6,
XP_010066260.1:reversed,3.18,1,-1.2,4.83,132.7,
XP_010029100.1,2.99,1,-1.2,6.07,55.8,
XP_010070316.1,3.19,1,-1.2,9.13,47.2,
XP_010030365.1:reversed,2.98,1,-1.2,9.27,77.6,
XP_010055630.1:reversed,3.04,1,-1.2,8.56,77.6,
XP_010069155.1,2.9,1,-1.2,6.24,58,
XP_010023799.1,2.96,1,-1.2,8.68,91.2,
XP_018716589.1,2.74,1,-1.2,9.35,116.5,
XP_010069868.1,3.03,1,-1.2,9.23,68.6,
XP_018731890.1:reversed,2.93,1,-1.2,8.7,135.7,
XP_010066659.1,2.5,1,-1.2,10.04,15.6,
XP_018716295.1:reversed,3.32,1,-1.2,6.55,244,
XP_010050249.2:reversed,3.27,1,-1.2,5.91,18.5,
XP_010032487.1:reversed,3.14,1,-1.2,6.21,65,
XP_018727107.1:reversed,3.19,1,-1.2,5.97,46.7,
XP_018731382.1:reversed,3.28,1,-1.2,6.62,59.5,
XP_010047365.1,3.31,1,-1.2,8.68,59.2,
XP_010048957.1,2.97,1,-1.2,5.62,72.1,
XP_018724527.1,3.13,1,-1.2,5.9,58,
XP_010046599.1,2.84,1,-1.2,9.27,16.9,
XP_018726426.1,3.26,1,-1.2,5.54,58.6,
XP_010030928.1,2.95,1,-1.2,5.47,54.5,
XP_010035529.1,3.09,1,-1.2,5.83,140.9,
XP_018719021.1,3.14,1,-1.2,8.76,62.8,
XP_018723776.1,3.02,1,-1.2,6.58,97.3,
KCW75948.1:reversed,3.22,1,-1.2,5.83,80.5,
XP_010046628.1,2.91,1,-1.2,5.3,23.9,
KCW62841.1,3.08,1,-1.2,10.49,12.7,
KCW90405.1:reversed,3.03,1,-1.2,9.36,11.3,
XP_010061403.1,3.07,1,-1.2,6.58,202.4,
KCW59642.1:reversed,3.08,1,-1.2,7.19,21.6,
XP_010051515.2,2.92,1,-1.2,6.08,40.3,
XP_010025322.1:reversed,2.94,1,-1.2,5.1,26.7,
XP_018716968.1,3.06,1,-1.2,6.73,113.8,
XP_010049403.2,2.97,1,-1.2,8.42,109.6,
KCW80526.1,2.97,1,-1.2,4.42,49.1,
XP_010065001.1,3.31,1,-1.2,6.19,28.1,
KCW89774.1,2.95,1,-1.2,5.83,24,
XP_018729301.1:reversed,2.82,1,-1.2,6.52,125.9,
XP_018728706.1,2.85,1,-1.2,5.31,173.2,
XP_018728962.1:reversed,3.05,1,-1.2,7.83,58.8,
XP_010037616.1:reversed,3.07,1,-1.2,5.85,96.5,
XP_010032739.1,2.86,1,-1.2,9,27,
XP_010036489.1,3.07,1,-1.2,5.31,41.7,
KCW50768.1,3.09,1,-1.2,7.05,22.9,
XP_010064366.1,3.05,1,-1.2,6.16,91.3,
XP_010036800.1:reversed,3.15,1,-1.2,6.8,28.8,
XP_010049761.2,3.02,1,-1.2,8.71,58.8,
XP_010065129.2:reversed,3.11,1,-1.2,8.73,63.5,
XP_018730815.1:reversed,2.82,1,-1.2,7.56,47.9,
KCW80602.1:reversed,2.94,1,-1.2,7.38,143.7,
XP_010028246.1:reversed,3.05,1,-1.2,5.61,41.4,
XP_010040845.1:reversed,2.89,1,-1.2,11.9,15.9,
XP_018718465.1,2.83,1,-1.2,5.83,103.4,
XP_018725032.1:reversed,3.18,1,-1.2,9.63,19.5,
XP_018730611.1,2.83,1,-1.2,5.83,33.9,
KCW81277.1:reversed,3.19,1,-1.2,8.95,50.1,
XP_010060626.1:reversed,3.28,1,-1.2,5.22,37.8,
XP_010062731.1,3.06,1,-1.2,6.34,34.4,
XP_010061362.1,2.94,1,-1.2,5.86,44.7,
XP_018731191.1:reversed,2.71,1,-1.2,5.43,28.8,
XP_010031615.1,2.95,1,-1.2,9.4,30,
XP_018715255.1,2.88,1,-1.2,5.32,239.6,
XP_010050059.1,2.94,1,-1.2,9.21,61,
XP_010057986.1:reversed,2.98,1,-1.2,7.12,80.7,
XP_010026591.1,3.2,1,-1.2,7.69,49.9,
XP_010058247.1,3.11,1,-1.2,7.89,47.7,
KCW47700.1,3.1,1,-1.2,7.72,80.4,
XP_018729488.1,3,1,-1.2,5.86,36.9,
XP_018720888.1,2.81,1,-1.2,6.13,16.3,
XP_018724190.1:reversed,2.94,1,-1.2,6.11,47.1,
XP_010049854.1:reversed,2.87,1,-1.2,8.94,59,
XP_010046119.1:reversed,2.93,1,-1.1,10.49,37.5,
XP_018717909.1,3.07,1,-1.1,6.18,65.9,
XP_010047351.1,3.28,1,-1.1,8.76,76.9,
XP_018716967.1:reversed,2.92,1,-1.1,5.77,157.7,
XP_018717230.1:reversed,2.54,1,-1.1,5.88,52.8,
KCW47523.1:reversed,3.01,1,-1.1,11.81,21.7,
XP_018715621.1,3.05,1,-1.1,6.87,75.5,
XP_010066441.1:reversed,2.89,1,-1.1,5.01,14.8,
XP_018721673.1,2.97,1,-1.1,8.69,97,
XP_010023395.2:reversed,3.07,1,-1.1,5.75,94.7,
XP_010057204.1,3.03,1,-1.1,5.2,41.9,
XP_010026661.1:reversed,2.93,1,-1.1,5.81,43,
XP_010023614.1:reversed,3.04,1,-1.1,5.57,53.2,
KCW87932.1,2.81,1,-1.1,10.07,14.2,
KCW60646.1,3.12,1,-1.1,8.61,71.6,
XP_018715658.1:reversed,2.85,1,-1.1,6.3,95.5,
XP_018731484.1,2.86,1,-1.1,6.08,49.1,
XP_018720261.1:reversed,3.11,1,-1.1,8.16,39.4,
XP_010029914.1,3.33,1,-1.1,7.55,90.5,
XP_018728659.1:reversed,3.21,1,-1.1,8.77,104.5,
XP_010049560.1:reversed,2.65,1,-1.1,5.27,29.9,
XP_018720838.1:reversed,2.91,1,-1.1,6.38,127.5,
XP_010062521.1,2.82,1,-1.1,8.89,78.8,
XP_010023354.1:reversed,2.81,1,-1.1,5.98,108.9,
XP_018724739.1,2.93,1,-1.1,10.16,16,
XP_010063104.1,3.03,1,-1.1,9.24,60,
KCW54142.1:reversed,3.16,1,-1.1,5.44,47.2,
XP_010029513.1:reversed,2.58,1,-1.1,8.46,63.5,
XP_010060036.1,3.02,1,-1.1,9.08,32.2,
XP_010037341.1,2.86,1,-1.1,9.46,18,
XP_010068141.2,3.14,1,-1.1,5.62,185.3,
XP_010049877.1:reversed,2.93,1,-1.1,10.82,18.2,
KCW85094.1,2.94,1,-1.1,8.46,22,
XP_010050021.1:reversed,3.27,1,-1.1,6.18,22.8,
XP_010053872.1:reversed,3.07,1,-1.1,6.6,36.4,
XP_010067428.1:reversed,2.82,1,-1.1,6.04,107.2,
XP_010047296.1,3.01,1,-1.1,4.76,14.3,
XP_010032077.1,3.15,1,-1.1,6.29,46.1,
XP_010035287.1:reversed,2.84,1,-1.1,4.59,39.2,
KCW55470.1,3.16,1,-1.1,5.92,47.2,
XP_018721326.1,2.94,1,-1.1,5.87,58.1,
XP_010038688.1:reversed,2.97,1,-1.1,5.51,37.5,
KCW54192.1,3.04,1,-1.1,6.68,92.4,
XP_010038754.1,3.03,1,-1.1,5.55,38.6,
XP_010034977.2,3.3,1,-1.1,10.09,13,
XP_010038972.1,2.73,1,-1.1,10.61,36.4,
XP_010069404.1,3.25,1,-1.1,6.18,130.2,
XP_010044585.1,2.74,1,-1.1,6.1,49,
XP_018721903.1,3,1,-1.1,6.49,61.8,
KCW61265.1:reversed,3.14,1,-1.1,9.99,15.7,
XP_018717850.1:reversed,3.19,1,-1.1,9.64,17.7,
KCW45261.1,3.05,1,-1.1,8.02,44.2,
XP_010053188.1,3.04,1,-1.1,9.2,70,
XP_010061444.1,2.71,1,-1.1,4.98,410.3,
KCW78832.1,2.98,1,-1.1,6.74,74.6,
XP_018721990.1,2.67,1,-1.1,5.56,88.6,
XP_010068364.1,3.35,1,-1.1,6.01,55.4,
XP_010055463.1,3.01,1,-1.1,8.26,39.2,
XP_010057735.2:reversed,2.93,1,-1.1,8.87,35.1,
XP_018719693.1:reversed,2.96,1,-1.1,8.86,14.8,
XP_010025584.1:reversed,3.22,1,-1.1,5.98,96.2,
KCW66996.1,2.87,1,-1.1,10.94,21.1,
XP_010057390.1:reversed,2.77,1,-1.1,6.14,85.3,
XP_010049405.1,2.65,1,-1.1,5.91,90.6,
XP_018728885.1:reversed,2.88,1,-1.1,5.51,103.4,
XP_018727698.1:reversed,2.65,1,-1.1,5.93,96.6,
XP_010063724.1:reversed,3.21,1,-1.1,5.15,24.5,
XP_010050758.1,2.84,1,-1.1,8.62,32.5,
XP_010060952.1:reversed,3.09,1,-1.1,7.84,11,
XP_018718834.1,2.91,1,-1.1,8.7,44.9,
XP_010055294.1,2.92,1,-1.1,8.96,137.6,
XP_010064445.1,2.84,1,-1.1,8.71,60.9,
XP_010063486.2,3.13,1,-1.1,6.01,30.7,
XP_010040792.1:reversed,3,1,-1.1,6.7,22.1,
XP_010035275.1:reversed,3.25,1,-1.1,8.16,29,
XP_010053268.1:reversed,2.9,1,-1.1,9.81,35.2,
XP_018726351.1:reversed,2.99,1,-1.1,6.05,64.1,
XP_010044525.1:reversed,3.16,1,-1.1,5.73,89.4,
XP_018717307.1,3.22,1,-1.1,5.34,49.6,
XP_010033081.1,2.78,1,-1.1,6.2,16.7,
XP_010025468.1,2.7,1,-1.1,5.45,43,
XP_010055478.1,3.31,1,-1.1,8.41,95.7,
KCW51231.1:reversed,2.89,1,-1.1,8.22,250.4,
XP_010033476.1,2.98,1,-1.1,6.79,132.9,
XP_018726238.1:reversed,2.99,1,-1.1,9.42,27.5,
XP_010023474.1:reversed,3.05,1,-1.1,9.04,23,
XP_018717063.1:reversed,3.03,1,-1.1,8.59,81.3,
XP_010055619.1:reversed,3.22,1,-1.1,5.39,70.3,
XP_010047388.1:reversed,3.06,1,-1.1,8.81,75.6,
XP_010064354.2,3.28,1,-1.1,6.61,132.1,
XP_018720615.1:reversed,3,1,-1.1,5.57,28.5,
XP_010066599.1:reversed,2.98,1,-1.1,9.43,44.8,
XP_010030592.2,3.11,1,-1.1,5.57,86.7,
KCW61689.1,3.23,1,-1.1,8.96,65,
XP_018722112.1:reversed,3.18,1,-1.1,9.53,55.3,
XP_010036178.1,2.74,1,-1.1,5.96,84.2,
XP_010064677.1,3.05,1,-1.1,5.15,50.1,
XP_010069954.1:reversed,3.16,1,-1.1,5.56,33.1,
XP_010023648.1,3.1,1,-1.1,5.93,54.3,
XP_010042400.2,2.76,1,-1.1,10.05,23.3,
KCW87121.1:reversed,2.97,1,-1.1,5.69,96.1,
XP_010042400.2:reversed,3.12,1,-1.1,10.05,23.3,
XP_010030012.1,2.84,1,-1.1,5.66,214.5,
ADO23617.1,2.91,1,-1.1,6.03,7.7,no description available
XP_010025490.2:reversed,2.97,1,-1.1,7.97,75.8,
XP_010027661.1,2.99,1,-1.1,9.14,221,
XP_010042278.1,2.94,1,-1.1,8.82,19.6,
XP_018725337.1,2.78,1,-1.1,8.8,86.2,
XP_010043593.1,2.75,1,-1.1,8.78,45.8,
XP_010050046.1:reversed,2.78,1,-1.1,6.1,57.7,
XP_018725195.1,2.69,1,-1.1,8.08,130.1,
XP_010031931.1,2.75,1,-1.1,5.43,16.8,
KCW53174.1:reversed,3.22,1,-1.1,4.59,47.7,
XP_018722206.1,3.05,1,-1.1,9.1,78.8,
XP_010025248.1,3.27,1,-1.1,9.88,14.1,
XP_010066716.1:reversed,2.95,1,-1.1,9.13,45.4,
XP_010028916.1,3.04,1,-1.1,9,94.9,
XP_010032310.1,2.94,1,-1.1,6.56,41.3,
XP_018729075.1:reversed,2.85,1,-1.1,9.21,36.6,
XP_018715283.1:reversed,2.97,1,-1.1,7.43,91.1,
XP_018728638.1:reversed,3.09,1,-1.1,9.88,35.1,
XP_018720919.1,2.86,1,-1.1,6.28,304.6,
XP_018717917.1,3.25,1,-1.1,10.11,52.5,
XP_010046928.1:reversed,2.91,1,-1.1,8.23,132.7,
XP_010065351.2:reversed,3.27,1,-1.1,6.28,237.1,
XP_010048260.1:reversed,2.76,1,-1.1,9.46,46.5,
XP_018716629.1,3.07,1,-1.1,5.51,169.9,
XP_010044744.1,2.95,1,-1.1,4.76,151.6,
XP_010050856.2,2.97,1,-1.1,8.93,130.5,
XP_018716494.1:reversed,2.92,1,-1.1,6.53,111.6,
XP_018716501.1:reversed,2.78,1,-1.1,9.02,43.7,
XP_010055631.1,2.85,1,-1.1,8.39,69.1,
KCW53934.1,3.19,1,-1.1,8.63,11.5,
XP_018727581.1,3,1,-1.1,11.69,19.2,
XP_010038886.2,3.03,1,-1.1,9.04,43.1,
XP_018729040.1:reversed,2.51,1,-1.1,10.15,29.7,
XP_018731956.1,2.86,1,-1.1,5.02,33.2,
XP_018716648.1:reversed,2.99,1,-1.1,6.21,144.7,
KCW61903.1,2.37,1,-1.1,9.23,16.1,no description available
KCW67785.1,2.99,1,-1.1,9.57,10,
XP_010032469.1:reversed,3.18,1,-1.1,8.73,67.3,
XP_018729896.1,3.08,1,-1.1,8.59,42,
XP_018715288.1:reversed,3.11,1,-1.1,6.18,114.7,
XP_010033014.1,3.17,1,-1.1,5.51,51.6,
XP_010052242.1:reversed,3.04,1,-1.1,9.17,39.6,
XP_010024662.1,2.95,1,-1.1,5.18,20.7,
XP_010042926.2:reversed,3.19,1,-1.1,6.11,49.5,
XP_010063723.1,2.74,1,-1.1,9.7,19.9,
XP_010039081.2:reversed,2.95,1,-1.1,6.9,75.9,
XP_010046546.1,2.91,1,-1.1,5.43,20.7,
XP_010049207.1:reversed,2.87,1,-1.1,10.23,50.4,
XP_018725674.1:reversed,2.8,1,-1.1,6.82,96.4,
KCW68022.1,2.82,1,-1.1,9.77,9.6,
XP_010048328.2:reversed,2.75,1,-1.1,5.72,84.3,
XP_010053907.1,2.96,1,-1.1,6.29,80.2,
KCW77781.1:reversed,3.27,1,-1.1,11.46,13.7,
XP_010046741.1:reversed,2.87,1,-1.1,7.09,80.5,
XP_018730887.1:reversed,3.13,1,-1.1,6.36,50,
XP_018725557.1:reversed,2.66,1,-1.1,8.69,31.7,
XP_010046062.1,2.87,1,-1.1,8.47,99.6,
XP_018722593.1,2.97,1,-1.1,6.3,44,
XP_010053825.1:reversed,3.19,1,-1.1,6.4,208.4,
XP_018719100.1:reversed,3.08,1,-1.1,6.11,61.3,
XP_010062803.1,2.67,1,-1.1,9.19,69.1,
XP_010044649.1:reversed,3.3,1,-1.1,8.58,86.3,
XP_010068811.1,3.25,1,-1.1,8.64,54.1,
XP_018719107.1:reversed,3.05,1,-1.1,5.88,22.9,
XP_010067888.1,3.06,1,-1.1,9.04,47.4,
XP_010051344.2:reversed,3.04,1,-1.1,4.86,21.9,
XP_010054775.1:reversed,3.24,1,-1.1,5.38,45.3,
XP_018724992.1:reversed,2.92,1,-1.1,6.1,80.7,
XP_018724530.1:reversed,3.07,1,-1.1,5.43,57.3,
KCW54158.1:reversed,3.14,1,-1.1,10.28,21,
XP_010029391.1,2.93,1,-1.1,9.5,112.6,
KCW51302.1:reversed,3.04,1,-1.1,6.41,63.8,
XP_018717347.1:reversed,2.68,1,-1.1,8.41,106.3,
XP_010043186.1,2.85,1,-1.1,5.46,70.3,
XP_018726666.1,2.71,1,-1.1,8.48,137.1,
XP_018730245.1,3.25,1,-1.1,9.3,30.1,
XP_010025499.1,2.77,1,-1.1,9.4,87.5,
XP_010047774.1,2.89,1,-1.1,8.82,70.5,
XP_018730234.1,3.35,1,-1.1,10.57,45.2,
XP_010045634.1,3.14,1,-1.1,9.58,14.9,
XP_010056223.1:reversed,3.22,1,-1.1,8.6,105.8,
XP_018722136.1:reversed,3.02,1,-1.1,11.25,26.2,
XP_010067472.1:reversed,2.89,1,-1.1,5.34,50.6,
XP_010030056.1:reversed,2.97,1,-1.1,4.31,63.9,
XP_010033883.1:reversed,2.39,1,-1.1,9.34,26.2,
XP_010030553.1,3.09,1,-1.1,7.59,28.5,
XP_018723294.1:reversed,2.95,1,-1.1,6.96,104.5,
XP_010067000.1:reversed,2.95,1,-1.1,10.35,37.2,
KCW61538.1,3.28,1,-1.1,9.2,16.7,
XP_018716707.1:reversed,3.2,1,-1.1,7.7,14.8,
XP_018731228.1:reversed,3.19,1,-1.1,4.86,71.4,
XP_018731184.1,3.17,1,-1.1,4.91,33.1,
XP_010025859.1:reversed,3,1,-1.1,11.96,25,
XP_010041102.1:reversed,2.91,1,-1.1,9.78,16.2,
XP_010054794.1:reversed,2.97,1,-1.1,8.44,38.5,
XP_018732034.1,2.9,1,-1.1,6.08,57.5,
XP_010038928.1:reversed,3.11,1,-1.1,8.91,46.2,
XP_010037330.1,2.75,1,-1.1,9.53,27.4,
XP_010030789.1:reversed,2.87,1,-1.1,7.05,17.7,
KCW87485.1:reversed,3.05,1,-1.1,9.23,33.8,
XP_018718498.1,2.96,1,-1.1,6.56,164.3,
XP_010051992.1:reversed,3.23,1,-1.1,6.9,110.6,
XP_010067815.1,2.72,1,-1.1,6.56,33.3,
XP_018716311.1,3.16,1,-1.1,8.69,25.5,
KCW52710.1:reversed,2.81,1,-1.1,9.2,11.1,
XP_010061557.1:reversed,3.12,1,-1.1,5.79,58.7,
KCW70643.1,2.84,1,-1.1,8.8,51.2,
XP_018717910.1,2.88,1,-1.1,5.24,178.4,
XP_010046823.1:reversed,2.76,1,-1.1,7.15,88.6,
KCW45695.1,3.17,1,-1.1,6.04,57.3,
XP_010065899.1,3.04,1,-1.1,5.27,71,
XP_010041713.1,2.81,1,-1.1,5.74,72.1,
XP_018716059.1:reversed,3.01,1,-1.1,5.2,29,
XP_018715863.1,3.16,1,-1.1,4.66,15.3,
XP_018723328.1:reversed,3,1,-1.1,6.44,72.8,
XP_018721190.1,3.13,1,-1.1,6.12,42.3,
