Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010048576.1:reversed,3.04,1,-1.4,8.98,38.9,
XP_018721811.1:reversed,3.28,1,-1.4,5.5,12.3,
XP_010053527.1,3.29,1,-1.4,9.05,33.6,
XP_018722569.1:reversed,3.15,1,-1.4,10.5,22.8,
XP_010069636.1,3.2,1,-1.4,9.01,24.7,
XP_010032831.1,3.22,2,-1.4,6.9,97.3,
XP_018727760.1,3.14,1,-1.4,7.55,124.4,
XP_010064358.2,3.18,1,-1.4,6.74,126.1,
XP_010056521.1,2.61,1,-1.4,9.87,48.1,
XP_010031908.1,3.06,1,-1.4,8.8,34.3,
XP_010048274.1,3.2,1,-1.4,8.77,177.9,
XP_018721787.1,2.75,1,-1.4,8.53,90.3,
XP_010051997.1:reversed,2.97,1,-1.4,7.32,57.1,
XP_018725614.1:reversed,2.86,1,-1.4,5.86,174.4,
XP_010051001.1,3.22,1,-1.4,6.05,48.1,
XP_010038972.1,2.71,1,-1.4,10.61,36.4,
KCW47964.1,2.74,1,-1.4,8.51,14.6,
XP_018722049.1,3.38,1,-1.4,8.34,25.3,
KCW44535.1:reversed,2.97,1,-1.4,8.91,17.2,
XP_010061836.1:reversed,2.74,1,-1.4,5.89,25.5,
KCW56397.1,3.1,1,-1.4,8.9,14.5,
XP_010049750.1:reversed,2.81,1,-1.4,5.67,56.9,
XP_018726221.1:reversed,2.9,1,-1.4,9.67,28.6,
XP_010063846.1:reversed,3.11,1,-1.4,4.87,246.9,
XP_010030610.2,3.06,1,-1.4,6.15,28.4,
XP_010053403.1,2.92,1,-1.4,9.38,55.5,
XP_010024855.1:reversed,3.09,1,-1.4,4.76,120.9,
XP_018727197.1:reversed,3.1,1,-1.4,8.08,51.6,
XP_018715798.1,3.12,1,-1.4,8.28,34.3,
XP_010067865.1:reversed,3.18,1,-1.4,5.92,23.6,
XP_018715344.1,3.14,1,-1.4,8.69,63,
XP_018727276.1:reversed,2.95,1,-1.4,8.64,86.7,
XP_010063513.1,2.91,1,-1.4,9.14,39.8,
XP_010046711.1:reversed,3.18,1,-1.4,9.58,32.6,
XP_018729624.1:reversed,2.76,1,-1.4,6.88,29.2,
XP_010045666.1:reversed,3.46,1,-1.4,5.3,54.7,
XP_018725447.1,2.75,1,-1.4,8.79,47.4,
KCW76842.1:reversed,2.97,1,-1.4,9.44,40.7,
XP_010025333.1,2.9,1,-1.4,6.25,29.4,
XP_018729124.1:reversed,2.89,1,-1.4,9.14,38,
KCW88443.1,2.64,1,-1.4,7.46,67.1,
XP_010042486.1:reversed,2.88,1,-1.4,7.72,14.3,
XP_010050320.2,3.15,1,-1.4,6.41,113.4,
XP_018725818.1:reversed,3.09,1,-1.4,7.06,138,
XP_010066016.1:reversed,2.95,1,-1.4,9.26,61.3,
XP_010055637.2:reversed,2.83,1,-1.4,8.48,52.3,
XP_010070599.1,2.93,1,-1.4,6.3,61.6,
XP_010044388.1,2.84,1,-1.4,5.21,29.2,
XP_018715294.1:reversed,3.23,1,-1.4,8.52,57.1,
XP_018719141.1,3.17,1,-1.4,6.86,66.8,
XP_010047129.1:reversed,3.08,1,-1.4,5.21,131.9,
XP_010045133.1,3.4,1,-1.4,9.51,28.4,
XP_010059287.2,2.96,1,-1.4,6.89,56.4,
XP_010027100.1:reversed,3,1,-1.4,5.29,66.5,
XP_010067519.1,3.06,1,-1.4,5.77,68.2,
XP_010024054.1,2.98,1,-1.4,8.59,49.2,
XP_018723282.1:reversed,2.92,1,-1.4,9.3,13.8,
XP_010029135.1,2.97,1,-1.4,6.41,19.1,
XP_010065501.1:reversed,2.74,1,-1.4,8.59,76,
XP_010028591.1,3.33,1,-1.4,11.44,10.1,
XP_010066673.1,2.65,1,-1.3,8.91,137,
XP_010049421.1:reversed,3.18,1,-1.3,8.89,20.5,
KCW68460.1:reversed,3.16,1,-1.3,7.17,115.3,
KCW47861.1:reversed,2.65,1,-1.3,8.66,52.4,
sp|K2C1_HUMAN|:reversed,3.17,1,-1.3,8.16,65.8,
XP_010046502.2,2.52,1,-1.3,9.39,79.9,
XP_018724797.1,3.11,1,-1.3,5.37,40.4,
XP_018718408.1,3.14,1,-1.3,6.13,138.3,
XP_010046345.1,2.85,1,-1.3,9.71,40.5,
XP_018720436.1,3.11,1,-1.3,9.21,48.2,
XP_010067001.1,3,1,-1.3,8.62,61.7,
XP_010050648.1,3.39,1,-1.3,10.28,16.3,
XP_010033373.1,2.99,1,-1.3,8.03,30.9,
XP_010025010.1:reversed,3.08,1,-1.3,4.99,49.1,
XP_018715330.1,2.87,1,-1.3,8.74,35.7,
XP_010058459.1:reversed,3.31,1,-1.3,6.53,32,
XP_010030268.1,3.15,1,-1.3,7.78,29.2,
XP_018724629.1,2.94,1,-1.3,5.81,140.5,
XP_010052352.1:reversed,2.99,1,-1.3,7.01,66.9,
XP_010032189.1,2.9,1,-1.3,5.84,66.1,
XP_010067903.1,2.58,1,-1.3,7.25,40.5,
XP_018718022.1,2.87,1,-1.3,5.91,113.9,
XP_010060993.1,3.2,1,-1.3,5.27,12.9,
KCW61447.1,2.86,1,-1.3,9.25,8.4,
XP_010068602.2:reversed,2.86,1,-1.3,8.82,110,
XP_010028082.1,2.96,1,-1.3,8.53,47.1,
XP_018722945.1:reversed,3.18,1,-1.3,6.04,72,
XP_010067512.1,2.96,1,-1.3,8.98,37.7,
XP_010043896.1:reversed,2.83,1,-1.3,9.17,62.6,
XP_010053564.1,2.45,1,-1.3,4.91,26.3,
XP_010029578.1,2.56,1,-1.3,8.39,22.3,
XP_018719299.1,3.01,1,-1.3,6.03,38.8,
XP_010068183.1:reversed,3.25,1,-1.3,4.62,35.3,
XP_010065984.1,3.01,1,-1.3,6.69,115.9,
XP_010068023.1,2.63,1,-1.3,10.78,12.2,
XP_018721286.1,3.07,1,-1.3,8.31,58.6,
XP_010065245.1,3.02,1,-1.3,9.19,100.2,
XP_018728242.1,2.74,1,-1.3,5.42,75.5,
XP_010062803.1:reversed,3.1,1,-1.3,9.19,69.1,
XP_018719782.1:reversed,3.11,1,-1.3,8.23,32.9,
XP_010024572.1,3.08,1,-1.3,9.33,44.7,
XP_018718548.1:reversed,2.87,1,-1.3,5.67,102.1,
XP_010031257.1,2.76,1,-1.3,6.88,54.6,
KCW85142.1,3.12,1,-1.3,6.7,27,
ADO23619.1,2.65,1,-1.3,6.56,17.3,
XP_018733053.1,3.37,1,-1.3,6.03,35.1,
XP_010057821.1,2.98,1,-1.3,8.91,49.8,
XP_010059472.1,2.53,1,-1.3,6.01,95.6,
XP_018728878.1:reversed,3.31,1,-1.3,8.87,83,
XP_010069463.1:reversed,2.94,1,-1.3,9.81,31.5,
XP_010024151.1,2.78,1,-1.3,8.78,42.5,
XP_010023865.1,3.15,1,-1.3,8.12,49,
XP_010045103.2,3.03,1,-1.3,8.52,57.5,
XP_010056112.1,2.93,1,-1.3,8.83,42.8,
XP_010050486.1:reversed,3.04,1,-1.3,5.98,50.2,
XP_010029347.1,2.83,1,-1.3,5.37,116.5,
XP_010068013.1:reversed,3.05,1,-1.3,5.2,15.6,
XP_010054776.1,3.19,1,-1.3,8.45,33.6,
XP_018730030.1:reversed,3.14,1,-1.3,6.28,92.2,
XP_010029904.1,3.05,1,-1.3,6.52,151.2,
XP_010058941.2:reversed,3.27,1,-1.3,7.66,36.7,
XP_018727286.1,3.12,1,-1.3,9.51,20.8,
XP_010035169.1:reversed,3.18,1,-1.3,9.98,47.9,
XP_018717706.1:reversed,3.21,1,-1.3,9.24,39.6,
XP_018728944.1:reversed,3.21,1,-1.3,4.93,26.5,
XP_010037573.1,3.09,1,-1.3,7.17,58.9,
KCW73903.1:reversed,3.15,1,-1.3,5.04,50.7,
XP_010041282.1,2.93,1,-1.3,6.47,19.2,
KCW83704.1,2.91,1,-1.3,10.21,35,
KCW62939.1,2.82,1,-1.3,6.73,120.2,no description available
XP_010061444.1:reversed,3.36,1,-1.3,4.98,410.3,
XP_010033884.1:reversed,2.9,1,-1.3,5.09,95.6,
XP_010041508.1,2.92,1,-1.3,4.97,19.3,
KCW87569.1,3.04,1,-1.3,6.94,8.9,
XP_010054435.1:reversed,2.96,1,-1.3,7.86,73.6,
XP_018726666.1,3.04,1,-1.3,8.48,137.1,
KCW87844.1,2.93,1,-1.3,5.46,36.8,
XP_018731943.1:reversed,3.06,1,-1.3,10.94,28.8,
XP_010043342.1,3.2,2,-1.3,5.86,54.3,
XP_010053632.1,2.99,1,-1.3,4.62,38.1,
XP_010038524.1:reversed,3.18,1,-1.3,5.14,56.2,
XP_010024245.1:reversed,3.23,1,-1.3,8.66,14.8,
XP_010047189.1:reversed,3.06,1,-1.3,5.16,155.2,
XP_010023507.1,3.07,1,-1.3,5.54,42.8,
KCW68690.1,2.56,1,-1.3,6.54,85,
XP_010063443.1,3.08,1,-1.3,5.48,24.6,
XP_018726138.1,2.84,1,-1.3,9.07,14.8,
XP_010061215.1,3.14,1,-1.3,8.98,55.6,
XP_010034077.1,2.92,1,-1.3,6.04,30.8,
XP_010048441.1,3.18,1,-1.3,9.19,96,
XP_010061577.1:reversed,3.07,1,-1.3,5.35,126.8,
XP_010032513.1:reversed,2.97,1,-1.3,6.05,202,
XP_018724724.1,2.43,1,-1.3,9.59,19.9,
XP_010029513.1:reversed,2.31,1,-1.3,8.46,63.5,
XP_010063069.1,2.74,1,-1.3,8.79,56.7,
XP_018716748.1,2.2,1,-1.3,5.65,118.5,
XP_010070627.1:reversed,2.86,1,-1.3,7.9,80.5,
XP_018731382.1:reversed,2.91,1,-1.3,6.62,59.5,
XP_018722044.1,3.02,1,-1.3,5.28,57.2,
XP_010052888.1,2.92,1,-1.3,5.93,74.1,
XP_018721252.1,3,1,-1.3,8.18,72.7,
XP_010066252.1,3.02,1,-1.3,5.56,51.9,
XP_018723398.1:reversed,3.28,1,-1.3,5.79,59.2,
XP_010033772.1,2.87,1,-1.3,4.38,44.3,
XP_010059243.1,2.86,1,-1.3,6.72,114.9,
XP_010033267.1:reversed,3.18,1,-1.3,4.87,31.4,
XP_010034861.1,2.78,1,-1.3,4.76,28.1,
KCW44939.1,3.06,1,-1.3,8.38,5.5,
KCW53405.1:reversed,3.02,1,-1.3,5.02,36.3,
XP_010033127.1,3.01,1,-1.3,9.07,15.5,
XP_018727668.1:reversed,3.02,1,-1.3,8.44,75.1,
XP_018724451.1,3.07,1,-1.3,5.8,95.9,
XP_010033049.1:reversed,3.17,1,-1.3,8.96,103.1,
KCW83039.1:reversed,3.13,1,-1.3,6.05,53,
KCW65637.1:reversed,2.87,1,-1.3,5.09,18.2,
XP_010049438.1,2.9,1,-1.3,5.1,126.1,
XP_018722062.1:reversed,2.74,1,-1.3,11.9,19.8,
XP_010067874.1:reversed,2.94,1,-1.3,8.59,21.5,
XP_010053778.1,3.11,1,-1.3,9.44,17.5,
KCW78893.1,2.84,1,-1.3,7.5,59.8,
XP_010034916.1:reversed,2.84,1,-1.3,4.98,146.5,
KCW77409.1,2.95,1,-1.3,9.33,14.7,
XP_018726603.1,3.09,1,-1.3,5.26,57.1,
XP_010060846.1,3.14,1,-1.3,5.86,93.9,
XP_010025877.1,2.94,1,-1.3,6.17,27,
XP_010069858.1,2.74,1,-1.3,5.66,80.9,
XP_010051112.1,2.96,1,-1.3,5.64,46.3,
XP_010045604.1,3.41,2,-1.3,6.59,44.4,
XP_010033205.1,2.88,1,-1.3,6.56,39.6,
XP_010027662.1,3.1,1,-1.3,7.54,66.9,
KCW64864.1:reversed,2.94,1,-1.3,5.04,35.8,
XP_018718229.1,2.55,1,-1.3,5.82,52.5,
XP_018718835.1,3.2,1,-1.3,5.54,14.9,
XP_010028830.1,3.13,1,-1.2,6.16,27.3,
XP_010036482.1,3.28,1,-1.2,8.57,41.4,
XP_010050336.2,2.85,1,-1.2,6.87,33.3,
XP_010045149.1,2.98,1,-1.2,9.23,44,
XP_010044852.1:reversed,2.81,1,-1.2,5.48,176.3,
XP_010024019.1,2.82,1,-1.2,5.31,52.2,
XP_018725747.1:reversed,2.82,1,-1.2,6.29,110.5,
KCW46061.1,3.08,1,-1.2,10.19,79.2,no description available
XP_018719508.1,3.11,1,-1.2,4.85,94.5,
XP_010068309.2:reversed,3.06,1,-1.2,5.73,75,
XP_010024160.1,3.29,2,-1.2,8.08,35.1,
XP_018719626.1,2.69,1,-1.2,6.65,58.4,
XP_010068803.1,2.87,1,-1.2,8.62,22.4,
XP_018722834.1:reversed,3,1,-1.2,7.98,46.7,
XP_018722819.1,3.28,1,-1.2,6.51,149.9,
XP_010065855.1:reversed,3.25,1,-1.2,4.39,57.1,
XP_010045335.1,2.96,1,-1.2,8.16,49.3,
XP_010025344.1,3.28,1,-1.2,8.75,79.2,
XP_018716629.1,3.18,1,-1.2,5.51,169.9,
XP_018722385.1,2.57,1,-1.2,5.62,101.8,
XP_010025499.1,2.59,1,-1.2,9.4,87.5,
XP_018725758.1:reversed,2.72,1,-1.2,9.13,83.5,
XP_010030769.1,3.26,1,-1.2,6.79,28.3,
XP_018719085.1,2.91,1,-1.2,6.46,71.9,
XP_010068467.1,3.2,1,-1.2,6.34,69.1,
KCW59726.1,2.85,1,-1.2,6.09,70.9,
XP_010047021.1,2.91,1,-1.2,6.16,96.5,
XP_010049082.1:reversed,2.86,1,-1.2,8.59,52.2,
XP_010030392.1:reversed,2.77,1,-1.2,7.34,56.7,
XP_018720659.1:reversed,3.01,1,-1.2,9.06,13.5,
XP_018724710.1:reversed,3.17,1,-1.2,5.25,64.8,
XP_010026889.1,2.83,1,-1.2,9.13,48.5,
XP_010059073.1,3.2,1,-1.2,4.75,49.7,
KCW80955.1,3.05,1,-1.2,10.29,9.2,
KCW77989.1:reversed,3.3,1,-1.2,5.69,46.8,
KCW80052.1:reversed,2.78,1,-1.2,8.25,10.3,
XP_010053675.1:reversed,3.33,1,-1.2,5.21,32.1,
XP_010070114.1,3.22,1,-1.2,8.24,16.3,
XP_010068892.1,2.8,1,-1.2,5.45,67.9,
XP_018728203.1,3.12,1,-1.2,8.13,84.2,
XP_010033727.1,2.95,1,-1.2,6.34,89,
XP_010065283.1,2.88,1,-1.2,8.22,74.4,
XP_018718861.1,3.21,1,-1.2,8.64,18.2,
XP_018717884.1,3.12,1,-1.2,7.6,51.3,
XP_010024825.1:reversed,2.95,1,-1.2,6.3,72.8,
XP_010037104.1:reversed,3.09,1,-1.2,6.26,51.1,
KCW85022.1,3.11,1,-1.2,5.39,84.9,
XP_010052710.1,3.26,1,-1.2,5.68,25.9,
XP_018719212.1:reversed,3.13,1,-1.2,4.36,34.1,
XP_018727235.1,2.97,1,-1.2,8.84,68.2,
XP_018721673.1:reversed,3.28,1,-1.2,8.69,97,
XP_018731115.1,3.36,1,-1.2,6.09,51.7,
XP_010057220.1,3.17,1,-1.2,4.71,22.3,
XP_010026801.1:reversed,3.06,1,-1.2,8.77,42.2,
XP_018715370.1:reversed,3.36,1,-1.2,8.44,111.8,
XP_010036374.1,3.13,1,-1.2,9.18,89.6,
XP_010044294.1:reversed,3.19,1,-1.2,5.41,68.7,
XP_010031848.1,3.18,1,-1.2,6.13,39.4,
XP_010040253.1,2.96,1,-1.2,6.06,27.5,
XP_018715899.1:reversed,3.13,1,-1.2,8.34,158.1,
XP_018722222.1:reversed,3.19,1,-1.2,5.54,72.8,
XP_010066773.1,3.11,1,-1.2,8.36,163.3,
XP_010029203.1,3.28,1,-1.2,5.04,50.1,
XP_010041064.1,2.67,1,-1.2,5.55,104.5,
KCW79492.1,2.91,1,-1.2,9.47,55.7,
XP_010037862.1:reversed,3.06,1,-1.2,9.27,29,
KCW88372.1,2.56,1,-1.2,11.9,9.7,
XP_018731994.1:reversed,3.01,1,-1.2,5.72,50.7,
XP_018728263.1:reversed,2.92,1,-1.2,8.6,56.6,
XP_018719603.1,2.87,1,-1.2,7.88,12.3,
KCW45461.1,3.22,1,-1.2,6.81,37.7,
KCW67157.1,2.94,1,-1.2,8.16,62.5,no description available
XP_018731932.1:reversed,2.74,1,-1.2,8.68,112.1,
XP_010049439.1,2.9,1,-1.2,9.42,44.5,
XP_010033471.1,2.74,1,-1.2,9.46,13.5,
XP_018717620.1,2.89,1,-1.2,8.64,49.9,
XP_018732117.1,3.12,1,-1.2,5.59,166.4,
XP_010039254.1,3.06,1,-1.2,6.05,19.9,
XP_018726849.1,2.77,1,-1.2,9.8,58.8,
XP_010063538.1,3.1,1,-1.2,8.85,274.6,
XP_010023939.1,2.95,1,-1.2,6.46,42.3,
XP_010025886.1:reversed,2.83,1,-1.2,6.64,39.5,
XP_010037835.1,2.52,1,-1.2,7.15,61.2,
KCW66157.1:reversed,2.87,1,-1.2,8.27,19.6,
KCW44242.1,3.2,1,-1.2,5.39,18.2,
XP_010026831.1,2.92,1,-1.2,8.82,39.8,
XP_010055881.1:reversed,3.12,1,-1.2,8.65,67.7,
XP_010043305.1,2.73,1,-1.2,8.55,66.9,
XP_010061684.1:reversed,2.96,1,-1.2,4.82,40.3,
XP_018718917.1,3.03,1,-1.2,7.83,24.7,
XP_010054567.1:reversed,3.3,1,-1.2,7.72,19.8,
XP_010027650.1,2.96,1,-1.2,9.01,17.9,
XP_010052014.1:reversed,2.99,1,-1.2,7.11,59.1,
XP_018724745.1,3.07,1,-1.2,9.14,78,
XP_010027348.1:reversed,2.79,1,-1.2,8.34,59.1,
XP_010042388.1:reversed,2.83,1,-1.2,9.65,20.8,
XP_018732954.1,2.94,1,-1.2,6.05,165,
XP_010045248.1,3,1,-1.2,6.68,214.3,
XP_010025931.2:reversed,3.02,1,-1.2,6.05,67.2,
KCW78985.1,3.04,1,-1.2,5.62,9.4,
XP_010036883.1:reversed,3.06,1,-1.2,4.69,35,
XP_010040432.1:reversed,3.05,1,-1.2,5.94,20.1,
XP_018732351.1,2.9,1,-1.2,7.5,32.1,
XP_010063680.1:reversed,2.68,1,-1.2,6.31,102.7,
XP_010024108.1,2.87,1,-1.2,5.4,24.3,
XP_010057371.1,2.51,1,-1.2,4.46,39.7,
XP_010044444.1:reversed,2.98,1,-1.2,6.38,19.1,
XP_018718562.1,3.33,1,-1.2,5.5,106.7,
XP_010041713.1:reversed,2.49,1,-1.2,5.74,72.1,
XP_018717659.1:reversed,3.27,1,-1.2,4.17,63.6,
XP_018721547.1,2.95,1,-1.2,6.24,234.7,
XP_010062696.1,2.76,1,-1.2,6.94,34,
XP_010037889.2:reversed,3.29,1,-1.2,8.56,23.7,
XP_010066681.2,3.01,1,-1.2,5.88,76.8,
XP_010057339.1:reversed,2.97,1,-1.2,9.45,30.8,
XP_018732542.1:reversed,3.1,1,-1.2,6.28,55.2,
XP_010070221.1,3.26,1,-1.2,9.19,30.4,
XP_010047605.2:reversed,2.89,1,-1.2,5.06,31.6,
XP_010066263.1,3.08,1,-1.2,8.74,50.9,
XP_010063872.1:reversed,3.05,1,-1.2,6.09,51.3,
XP_018717925.1,3.13,1,-1.2,5.96,51.8,
XP_010048563.1,2.87,1,-1.2,5.13,51.3,
XP_010043398.1,3.07,1,-1.2,9.66,21.6,
XP_010030634.1:reversed,2.68,1,-1.2,6.73,78.3,
XP_010030065.1,2.99,1,-1.2,5.63,67.8,
XP_010044265.1:reversed,3.2,1,-1.2,8.94,28.4,
XP_018715602.1:reversed,2.93,1,-1.2,5.61,53.4,
XP_010054181.1,2.98,1,-1.2,9.32,31.7,
XP_010042347.2,2.86,1,-1.2,5.56,20.8,
XP_010061828.1:reversed,3.02,1,-1.2,9.21,73,
XP_018730516.1:reversed,3.09,1,-1.2,7.52,130.7,
XP_018718232.1,2.93,1,-1.2,6.49,90.5,
KCW46201.1,2.85,1,-1.2,7.11,56.1,
XP_010041869.1,2.87,1,-1.2,6.07,29.9,
XP_010055257.1,3.12,1,-1.2,5.53,51.8,
XP_010030002.1,3.09,1,-1.2,6.11,30.3,
XP_010065984.1:reversed,3.34,1,-1.2,6.69,115.9,
XP_018721813.1:reversed,3.22,1,-1.2,6.05,149.3,
XP_010028765.1,3.3,1,-1.2,6.54,43.8,
XP_018723007.1,3.22,1,-1.2,9.26,29.3,
XP_010025489.1,2.78,1,-1.2,5.58,56.3,
XP_018718695.1,2.92,1,-1.2,9.37,36.4,
XP_010037059.1:reversed,2.66,1,-1.2,5.66,37.7,
XP_010032537.1:reversed,2.95,1,-1.2,8.16,104.6,
XP_010023434.1:reversed,2.88,1,-1.2,9.17,68.1,
XP_018725626.1:reversed,3.22,1,-1.2,10.9,24.4,
XP_018721485.1,2.9,1,-1.2,9.27,55.1,
XP_018719214.1,2.89,1,-1.2,7.21,93.8,
XP_010035551.1,3.19,1,-1.2,8.23,84.5,
XP_010061024.1,2.88,1,-1.2,5.61,213,
XP_010061963.1:reversed,3.15,1,-1.2,5.35,43.5,
XP_018715189.1:reversed,3.21,1,-1.2,8.25,98.2,
XP_018720525.1,2.81,1,-1.2,6.66,25.3,
XP_018732986.1:reversed,2.79,1,-1.2,5.16,56.5,
XP_018726121.1:reversed,3.08,1,-1.2,6.53,8.4,
XP_018733165.1,3.23,1,-1.2,5.38,31.2,
KCW83507.1:reversed,3.25,1,-1.2,9.56,11.4,
KCW66556.1,2.73,1,-1.2,5.3,48.3,
XP_010064055.1:reversed,3,1,-1.2,5.24,111.6,
KCW69183.1:reversed,3.14,1,-1.2,6.14,94,
XP_010063355.1,3.04,1,-1.2,7.78,30.5,
XP_018732006.1,2.75,1,-1.2,6.17,44.2,
KCW78384.1,2.79,1,-1.2,8.46,55.4,
XP_010025499.1:reversed,3.08,1,-1.2,9.4,87.5,
XP_010040589.2,3.15,1,-1.2,8.03,92.4,
XP_010029099.1:reversed,2.82,1,-1.2,4.8,101,
XP_018730154.1,3.15,1,-1.2,8.85,49.4,
XP_018725117.1,3,1,-1.2,4.7,17.5,
KCW70656.1:reversed,3.1,1,-1.2,5.25,79.3,
XP_018715921.1:reversed,2.87,1,-1.2,6.05,248.4,
XP_010062273.1,3.3,1,-1.2,8.5,29.5,
XP_010060691.1:reversed,3.08,1,-1.2,8.97,64.7,
XP_010047452.1,3.03,1,-1.2,8.93,142.5,
XP_010044029.1:reversed,3.31,1,-1.2,6.18,72,
XP_018725894.1,3.25,1,-1.2,8.75,58.3,
XP_010025154.1:reversed,2.88,1,-1.2,7.64,32,
XP_010036349.1:reversed,2.82,1,-1.2,9.61,26.6,
XP_010039594.1,3.04,1,-1.2,5.9,33.7,
XP_018726868.1:reversed,3.22,1,-1.2,6.91,51.1,
XP_018718067.1,3.15,1,-1.2,7.24,70.2,
XP_018717862.1,3.27,1,-1.2,8.83,19.2,
XP_010048246.1:reversed,3.21,1,-1.2,6.31,26.6,
XP_010067472.1,3.08,1,-1.2,5.34,50.6,
XP_010048243.1,2.92,1,-1.1,7.52,40.1,
XP_010038313.1:reversed,2.74,1,-1.1,5.36,20,
XP_010053895.1:reversed,3.17,1,-1.1,8.87,47.1,
XP_010049220.1,2.82,1,-1.1,5.91,205.5,
KCW63406.1:reversed,3.31,1,-1.1,8.17,22.4,
XP_018730165.1:reversed,3.18,1,-1.1,5.95,196,
KCW59933.1,3.06,1,-1.1,10.45,12.1,
XP_010033775.1,3.08,1,-1.1,10.51,28,
KCW78571.1:reversed,2.88,1,-1.1,4.2,14.4,
XP_010029049.1,3.08,1,-1.1,8.78,102.4,
XP_018730378.1:reversed,2.76,1,-1.1,5.42,93.5,
XP_010037650.1:reversed,2.87,1,-1.1,7.63,147.9,
XP_010070216.1:reversed,2.95,1,-1.1,4.78,40.7,
XP_010032037.1,3.11,1,-1.1,8.76,57,
KCW70782.1,2.93,1,-1.1,9.78,26.2,
XP_010032382.1:reversed,2.95,1,-1.1,9.55,55,
XP_010059555.1:reversed,3.04,1,-1.1,8.98,46.9,
XP_010048268.1:reversed,3.1,1,-1.1,5.44,117.9,
XP_010044636.1:reversed,2.74,1,-1.1,8.23,67.5,
XP_010050909.1:reversed,2.98,1,-1.1,8.8,46.1,
XP_010029478.1:reversed,2.77,1,-1.1,9.98,14,
XP_018729139.1,2.67,1,-1.1,5.84,17.1,
XP_018723651.1:reversed,2.89,1,-1.1,6.5,112.7,
XP_010046494.1,2.93,1,-1.1,4.72,11.2,
XP_010057260.1:reversed,2.49,1,-1.1,5.41,87.9,
XP_010031261.1,3.06,1,-1.1,5.93,52.9,
XP_010060179.1,3.07,1,-1.1,5.68,52.1,
XP_018731298.1,2.81,1,-1.1,8.89,43.2,
XP_010034153.1,2.97,1,-1.1,4.29,14.4,
XP_018722954.1:reversed,2.97,1,-1.1,5.84,66.2,
XP_010024930.1,2.98,1,-1.1,5.26,68.6,
KCW73788.1,3.11,1,-1.1,9.05,29.6,
XP_010059988.1,3.14,1,-1.1,5.35,131.6,
XP_018730575.1:reversed,2.99,1,-1.1,5.96,74.3,
XP_010045156.1,3.04,1,-1.1,5.44,164.4,
XP_010025422.1:reversed,3.34,1,-1.1,8.85,58.7,
XP_018720884.1,2.97,1,-1.1,9.56,23.5,
XP_010064735.1,3.14,1,-1.1,6.72,132.4,
XP_010045589.1,2.81,1,-1.1,6.33,149.2,
XP_010028741.1:reversed,3.26,1,-1.1,9.02,76,
XP_010036579.1,3.24,1,-1.1,9.75,19.3,
XP_010062122.1,2.88,1,-1.1,4.78,11.1,
KCW54822.1:reversed,3,1,-1.1,9.2,47.7,
KCW53499.1,2.75,1,-1.1,7.23,86,
KCW60147.1:reversed,3.05,1,-1.1,9.37,31.5,
XP_018719943.1:reversed,2.95,1,-1.1,8,59.6,
XP_010045025.1,2.85,1,-1.1,9.55,11.7,
XP_018721674.1:reversed,3.1,1,-1.1,5.03,86.3,
XP_018718923.1,2.99,1,-1.1,4.79,49,
XP_010024185.1,2.95,1,-1.1,5.92,79.3,
XP_018726874.1:reversed,2.84,1,-1.1,6.16,86.7,
XP_010034767.1:reversed,2.91,1,-1.1,9.22,53.2,
XP_010029195.1,2.61,1,-1.1,9.19,34,
XP_010023678.1:reversed,2.73,1,-1.1,6.86,167,
KCW69165.1:reversed,3.21,1,-1.1,10.63,41.9,
XP_010046432.1:reversed,2.59,1,-1.1,5.74,50.3,
XP_010029896.1:reversed,3.16,1,-1.1,9.16,56.6,
XP_010054277.1,2.99,1,-1.1,8.71,82.1,
XP_010039798.1,3.38,1,-1.1,4.57,12.4,
XP_010029626.1,3.01,1,-1.1,6.41,61.3,
XP_018732322.1,2.84,1,-1.1,6.84,152.9,
XP_010056238.1:reversed,3.1,1,-1.1,5.36,146.7,
XP_010053256.1,2.51,1,-1.1,7.34,103.4,
XP_010030261.1,2.92,1,-1.1,5.63,47,
XP_010048566.1:reversed,3.15,1,-1.1,6.27,43.7,
XP_010046987.1,2.5,1,-1.1,8.77,29.2,
XP_010054487.2:reversed,2.31,1,-1.1,5.58,65.1,
XP_010059362.1,3.03,1,-1.1,5.72,53.7,
XP_018721111.1:reversed,3.19,1,-1.1,8.16,46.4,
XP_010063694.1:reversed,2.92,1,-1.1,7.6,82.8,
XP_018718392.1,3.25,1,-1.1,6.29,103.6,
XP_018729436.1:reversed,3.25,1,-1.1,6.04,54,
XP_010043508.1,2.86,1,-1.1,9.6,45.9,
XP_018728284.1,3.29,1,-1.1,7.55,45.3,
XP_018728135.1:reversed,3,1,-1.1,4.84,33.8,
XP_018730366.1:reversed,3.04,1,-1.1,7.1,74.5,
XP_010028092.1:reversed,2.89,1,-1.1,7.96,64.7,
XP_010057373.1:reversed,2.94,1,-1.1,8.64,67.7,
XP_018730781.1:reversed,3.28,1,-1.1,8.86,32.2,
XP_010036344.1,2.95,1,-1.1,5.49,32.8,
XP_010063409.1,3.04,1,-1.1,5.32,229.5,
KCW78827.1,2.77,1,-1.1,8.39,83,
XP_010039295.1:reversed,3.29,1,-1.1,6.5,8.7,
XP_010029454.1:reversed,2.94,1,-1.1,9.71,70.9,
